date,installation,status,plot_id,logger_id,hours_above_80,hours_below_80,days,daily_min_rh
2019-06-13,riversedge,invaded,i2,03,23.916666666666668,0,1,90.584
2019-06-13,riversedge,native,n1,02,8.166666666666666,15.75,1,43.705
2019-06-14,riversedge,invaded,i2,03,20.916666666666668,3.0833333333333335,2,68.789
2019-06-14,riversedge,native,n1,02,4.25,19.75,2,50.225
2019-06-15,riversedge,invaded,i2,03,18.666666666666668,5.333333333333333,3,60.833
2019-06-15,riversedge,native,n1,02,5.416666666666667,18.583333333333332,3,51.122
2019-06-16,riversedge,invaded,i2,03,18.083333333333332,5.916666666666667,4,61.175
2019-06-16,riversedge,native,n1,02,6.416666666666667,17.583333333333332,4,53.314
2019-06-17,riversedge,invaded,i2,03,23.333333333333332,0.6666666666666666,5,78.666
2019-06-17,riversedge,native,n1,02,9.25,14.75,5,61.483
2019-06-18,riversedge,invaded,i2,03,24,0,6,87.492
2019-06-18,riversedge,native,n1,02,1.75,22.25,6,52.85
2019-06-19,riversedge,invaded,i2,03,24,0,7,90.128
2019-06-19,riversedge,native,n1,02,1.6666666666666667,22.333333333333332,7,40.236
2019-06-20,riversedge,invaded,i2,03,24,0,8,90.497
2019-06-20,riversedge,native,n1,02,5.416666666666667,18.583333333333332,8,46.557
2019-06-21,riversedge,invaded,i2,03,24,0,9,84.922
2019-06-21,riversedge,native,n1,02,5,19,9,52.728
2019-06-22,riversedge,invaded,i2,03,24,0,10,84.336
2019-06-22,riversedge,native,n1,02,6.083333333333333,17.916666666666668,10,53.776
2019-06-23,riversedge,invaded,i2,03,18.75,5.25,11,67.455
2019-06-23,riversedge,native,n1,02,5.333333333333333,18.666666666666668,11,49.668
2019-06-24,riversedge,invaded,i2,03,18.166666666666668,5.833333333333333,12,64.082
2019-06-24,riversedge,native,n1,02,2.5833333333333335,21.416666666666668,12,52.834
2019-06-25,riversedge,invaded,i2,03,20.75,3.25,13,69.292
2019-06-25,riversedge,native,n1,02,2.75,21.25,13,56.653
2019-06-26,riversedge,invaded,i2,03,16.083333333333332,7.916666666666667,14,50.372
2019-06-26,riversedge,native,n1,02,5.666666666666667,18.333333333333332,14,39.398
