"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249228)"
2017/04/07,10:19:31,19.93
2017/04/07,10:19:32,19.93
2017/04/07,10:19:33,19.93
2017/04/07,10:19:34,19.60
2017/04/07,10:19:35,19.60
2017/04/07,10:19:36,19.93
2017/04/07,10:19:37,19.93
2017/04/07,10:19:38,19.93
2017/04/07,10:19:39,19.60
2017/04/07,10:19:40,19.60
2017/04/07,10:19:41,19.93
2017/04/07,10:19:42,19.26
2017/04/07,10:19:43,18.92
2017/04/07,10:19:44,19.26
2017/04/07,10:19:45,19.26
2017/04/07,10:19:46,19.26
2017/04/07,10:19:47,19.60
2017/04/07,10:19:48,18.92
2017/04/07,10:19:49,18.92
2017/04/07,10:19:50,19.60
2017/04/07,10:19:51,20.27
2017/04/07,10:19:52,21.28
2017/04/07,10:19:53,21.62
2017/04/07,10:19:54,21.28
2017/04/07,10:19:55,20.95
2017/04/07,10:19:56,21.28
2017/04/07,10:19:57,20.95
2017/04/07,10:19:58,20.61
2017/04/07,10:19:59,20.61
2017/04/07,10:20:00,20.61
2017/04/07,10:20:01,20.95
2017/04/07,10:20:02,21.28
2017/04/07,10:20:03,20.95
2017/04/07,10:20:04,20.95
2017/04/07,10:20:05,20.95
2017/04/07,10:20:06,20.61
2017/04/07,10:20:07,20.61
2017/04/07,10:20:08,20.61
2017/04/07,10:20:09,19.93
2017/04/07,10:20:10,19.60
2017/04/07,10:20:11,19.93
2017/04/07,10:20:12,19.93
2017/04/07,10:20:13,19.93
2017/04/07,10:20:14,19.60
2017/04/07,10:20:15,19.60
2017/04/07,10:20:16,19.93
2017/04/07,10:20:17,19.93
2017/04/07,10:20:18,19.93
2017/04/07,10:20:19,19.93
2017/04/07,10:20:20,19.60
2017/04/07,10:20:21,19.60
2017/04/07,10:20:22,19.60
2017/04/07,10:20:23,19.60
2017/04/07,10:20:24,19.93
2017/04/07,10:20:25,19.93
2017/04/07,10:20:26,19.93
2017/04/07,10:20:27,20.27
2017/04/07,10:20:28,20.27
2017/04/07,10:20:29,20.27
2017/04/07,10:20:30,19.93
2017/04/07,10:20:31,19.60
2017/04/07,10:20:32,19.93
2017/04/07,10:20:33,19.60
2017/04/07,10:20:34,19.93
2017/04/07,10:20:35,19.60
2017/04/07,10:20:36,19.60
2017/04/07,10:20:37,19.26
2017/04/07,10:20:38,18.58
2017/04/07,10:20:39,18.25
2017/04/07,10:20:40,17.91
2017/04/07,10:20:41,17.91
2017/04/07,10:20:42,17.91
2017/04/07,10:20:43,17.91
2017/04/07,10:20:44,17.91
2017/04/07,10:20:45,17.91
2017/04/07,10:20:46,18.25
2017/04/07,10:20:47,18.25
2017/04/07,10:20:48,17.91
2017/04/07,10:20:49,17.91
2017/04/07,10:20:50,17.91
2017/04/07,10:20:51,17.91
2017/04/07,10:20:52,17.91
2017/04/07,10:20:53,18.25
2017/04/07,10:20:54,18.25
2017/04/07,10:20:55,18.25
2017/04/07,10:20:56,17.91
2017/04/07,10:20:57,17.91
2017/04/07,10:20:58,18.25
2017/04/07,10:20:59,18.25
2017/04/07,10:21:00,18.25
2017/04/07,10:21:01,18.25
2017/04/07,10:21:02,18.25
2017/04/07,10:21:03,18.25
2017/04/07,10:21:04,18.25
2017/04/07,10:21:05,18.25
2017/04/07,10:21:06,18.25
2017/04/07,10:21:07,18.58
2017/04/07,10:21:08,18.58
2017/04/07,10:21:09,18.92
2017/04/07,10:21:10,18.92
2017/04/07,10:21:11,18.92
2017/04/07,10:21:12,18.92
2017/04/07,10:21:13,18.92
2017/04/07,10:21:14,18.58
2017/04/07,10:21:15,18.58
2017/04/07,10:21:16,18.25
2017/04/07,10:21:17,18.25
2017/04/07,10:21:18,18.25
2017/04/07,10:21:19,18.25
2017/04/07,10:21:20,18.58
2017/04/07,10:21:21,18.58
2017/04/07,10:21:22,18.58
2017/04/07,10:21:23,18.25
2017/04/07,10:21:24,18.25
2017/04/07,10:21:25,17.91
2017/04/07,10:21:26,17.91
2017/04/07,10:21:27,17.91
2017/04/07,10:21:28,17.91
2017/04/07,10:21:29,17.91
2017/04/07,10:21:30,17.91
2017/04/07,10:21:31,17.91
2017/04/07,10:21:32,17.91
2017/04/07,10:21:33,17.91
2017/04/07,10:21:34,17.91
2017/04/07,10:21:35,17.91
2017/04/07,10:21:36,17.91
2017/04/07,10:21:37,17.57
2017/04/07,10:21:38,17.91
2017/04/07,10:21:39,17.91
2017/04/07,10:21:40,17.91
2017/04/07,10:21:41,17.91
2017/04/07,10:21:42,17.91
2017/04/07,10:21:43,17.57
2017/04/07,10:21:44,17.91
2017/04/07,10:21:45,17.91
2017/04/07,10:21:46,17.91
2017/04/07,10:21:47,17.91
2017/04/07,10:21:48,17.91
2017/04/07,10:21:49,17.91
2017/04/07,10:21:50,18.25
2017/04/07,10:21:51,18.25
2017/04/07,10:21:52,18.25
2017/04/07,10:21:53,17.57
2017/04/07,10:21:54,17.91
2017/04/07,10:21:55,17.91
2017/04/07,10:21:56,17.57
2017/04/07,10:21:57,17.57
2017/04/07,10:21:58,17.91
2017/04/07,10:21:59,17.91
2017/04/07,10:22:00,18.25
2017/04/07,10:22:01,17.91
2017/04/07,10:22:02,18.25
2017/04/07,10:22:03,18.25
2017/04/07,10:22:04,17.91
2017/04/07,10:22:05,17.91
2017/04/07,10:22:06,17.91
2017/04/07,10:22:07,17.57
2017/04/07,10:22:08,17.23
2017/04/07,10:22:09,17.23
2017/04/07,10:22:10,17.23
2017/04/07,10:22:11,17.23
2017/04/07,10:22:12,17.57
2017/04/07,10:22:13,17.57
2017/04/07,10:22:14,17.57
2017/04/07,10:22:15,17.57
2017/04/07,10:22:16,17.91
2017/04/07,10:22:17,17.91
2017/04/07,10:22:18,17.91
2017/04/07,10:22:19,17.91
2017/04/07,10:22:20,18.25
2017/04/07,10:22:21,18.25
2017/04/07,10:22:22,18.25
2017/04/07,10:22:23,18.25
2017/04/07,10:22:24,17.91
2017/04/07,10:22:25,18.25
2017/04/07,10:22:26,18.25
2017/04/07,10:22:27,18.25
2017/04/07,10:22:28,18.25
2017/04/07,10:22:29,18.25
2017/04/07,10:22:30,18.25
2017/04/07,10:22:31,17.91
2017/04/07,10:22:32,18.25
2017/04/07,10:22:33,18.25
2017/04/07,10:22:34,18.25
2017/04/07,10:22:35,18.25
2017/04/07,10:22:36,18.25
2017/04/07,10:22:37,18.25
2017/04/07,10:22:38,18.58
2017/04/07,10:22:39,18.92
2017/04/07,10:22:40,18.92
2017/04/07,10:22:41,18.25
2017/04/07,10:22:42,17.91
2017/04/07,10:22:43,17.91
