"Date","Time, GMT-05:00","K-Type, °C"
2017/12/05,12:02:27,26.66
2017/12/05,12:02:28,26.33
2017/12/05,12:02:29,26.66
2017/12/05,12:02:30,26.66
2017/12/05,12:02:31,26.66
2017/12/05,12:02:32,26.66
2017/12/05,12:02:33,27.00
2017/12/05,12:02:34,27.00
2017/12/05,12:02:35,27.00
2017/12/05,12:02:36,27.00
2017/12/05,12:02:37,27.00
2017/12/05,12:02:38,27.00
2017/12/05,12:02:39,27.00
2017/12/05,12:02:40,27.00
2017/12/05,12:02:41,27.00
2017/12/05,12:02:42,27.33
2017/12/05,12:02:43,27.00
2017/12/05,12:02:44,27.33
2017/12/05,12:02:45,27.33
2017/12/05,12:02:46,27.00
2017/12/05,12:02:47,27.00
2017/12/05,12:02:48,26.66
2017/12/05,12:02:49,26.66
2017/12/05,12:02:50,26.66
2017/12/05,12:02:51,26.33
2017/12/05,12:02:52,26.33
2017/12/05,12:02:53,26.33
2017/12/05,12:02:54,26.33
2017/12/05,12:02:55,26.33
2017/12/05,12:02:56,26.33
2017/12/05,12:02:57,26.33
2017/12/05,12:02:58,26.33
2017/12/05,12:02:59,26.33
2017/12/05,12:03:00,26.66
2017/12/05,12:03:01,26.66
2017/12/05,12:03:02,26.66
2017/12/05,12:03:03,26.66
2017/12/05,12:03:04,26.66
2017/12/05,12:03:05,26.66
2017/12/05,12:03:06,26.66
2017/12/05,12:03:07,26.66
2017/12/05,12:03:08,26.66
2017/12/05,12:03:09,27.00
2017/12/05,12:03:10,27.00
2017/12/05,12:03:11,27.33
2017/12/05,12:03:12,27.33
2017/12/05,12:03:13,27.33
2017/12/05,12:03:14,27.33
2017/12/05,12:03:15,27.67
2017/12/05,12:03:16,27.67
2017/12/05,12:03:17,27.67
2017/12/05,12:03:18,27.67
2017/12/05,12:03:19,27.67
2017/12/05,12:03:20,27.67
2017/12/05,12:03:21,27.67
2017/12/05,12:03:22,27.67
2017/12/05,12:03:23,27.67
2017/12/05,12:03:24,27.67
2017/12/05,12:03:25,27.67
2017/12/05,12:03:26,27.67
2017/12/05,12:03:27,27.67
2017/12/05,12:03:28,27.67
2017/12/05,12:03:29,27.67
2017/12/05,12:03:30,27.33
2017/12/05,12:03:31,27.33
2017/12/05,12:03:32,27.33
2017/12/05,12:03:33,27.33
2017/12/05,12:03:34,27.00
2017/12/05,12:03:35,27.00
2017/12/05,12:03:36,27.00
2017/12/05,12:03:37,27.00
2017/12/05,12:03:38,27.00
2017/12/05,12:03:39,26.66
2017/12/05,12:03:40,26.66
2017/12/05,12:03:41,26.66
2017/12/05,12:03:42,26.33
2017/12/05,12:03:43,26.33
2017/12/05,12:03:44,26.33
2017/12/05,12:03:45,26.33
2017/12/05,12:03:46,26.33
2017/12/05,12:03:47,26.66
2017/12/05,12:03:48,26.66
2017/12/05,12:03:49,26.66
2017/12/05,12:03:50,27.00
2017/12/05,12:03:51,26.66
2017/12/05,12:03:52,27.00
2017/12/05,12:03:53,27.00
2017/12/05,12:03:54,27.00
2017/12/05,12:03:55,27.00
2017/12/05,12:03:56,26.66
2017/12/05,12:03:57,26.66
2017/12/05,12:03:58,26.66
2017/12/05,12:03:59,26.66
2017/12/05,12:04:00,26.66
2017/12/05,12:04:01,26.33
2017/12/05,12:04:02,26.33
2017/12/05,12:04:03,26.33
2017/12/05,12:04:04,26.33
2017/12/05,12:04:05,25.99
2017/12/05,12:04:06,25.99
2017/12/05,12:04:07,25.99
2017/12/05,12:04:08,25.99
2017/12/05,12:04:09,25.99
2017/12/05,12:04:10,25.99
2017/12/05,12:04:11,25.99
2017/12/05,12:04:12,25.99
2017/12/05,12:04:13,25.99
