"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249226)"
2017/07/05,13:04:13,34.68
2017/07/05,13:04:14,34.68
2017/07/05,13:04:15,34.68
2017/07/05,13:04:16,34.68
2017/07/05,13:04:17,34.68
2017/07/05,13:04:18,34.34
2017/07/05,13:04:19,34.68
2017/07/05,13:04:20,34.68
2017/07/05,13:04:21,34.68
2017/07/05,13:04:22,34.68
2017/07/05,13:04:23,34.68
2017/07/05,13:04:24,34.68
2017/07/05,13:04:25,34.68
2017/07/05,13:04:26,34.68
2017/07/05,13:04:27,34.68
2017/07/05,13:04:28,34.68
2017/07/05,13:04:29,34.68
2017/07/05,13:04:30,34.68
2017/07/05,13:04:31,34.68
2017/07/05,13:04:32,34.68
2017/07/05,13:04:33,34.68
2017/07/05,13:04:34,34.68
2017/07/05,13:04:35,34.68
2017/07/05,13:04:36,34.34
2017/07/05,13:04:37,34.68
2017/07/05,13:04:38,34.68
2017/07/05,13:04:39,34.68
2017/07/05,13:04:40,34.68
2017/07/05,13:04:41,34.68
2017/07/05,13:04:42,34.68
2017/07/05,13:04:43,34.68
2017/07/05,13:04:44,34.68
2017/07/05,13:04:45,34.68
2017/07/05,13:04:46,34.68
2017/07/05,13:04:47,34.68
2017/07/05,13:04:48,34.68
2017/07/05,13:04:49,34.68
2017/07/05,13:04:50,34.68
2017/07/05,13:04:51,34.68
2017/07/05,13:04:52,35.01
2017/07/05,13:04:53,35.01
2017/07/05,13:04:54,35.01
2017/07/05,13:04:55,35.01
2017/07/05,13:04:56,35.01
2017/07/05,13:04:57,35.01
2017/07/05,13:04:58,35.01
2017/07/05,13:04:59,35.01
2017/07/05,13:05:00,35.01
2017/07/05,13:05:01,35.01
2017/07/05,13:05:02,35.01
2017/07/05,13:05:03,35.01
2017/07/05,13:05:04,34.68
2017/07/05,13:05:05,34.68
2017/07/05,13:05:06,34.68
2017/07/05,13:05:07,34.34
2017/07/05,13:05:08,34.34
2017/07/05,13:05:09,34.34
2017/07/05,13:05:10,34.34
2017/07/05,13:05:11,34.01
2017/07/05,13:05:12,34.01
2017/07/05,13:05:13,34.01
2017/07/05,13:05:14,34.01
2017/07/05,13:05:15,34.34
2017/07/05,13:05:16,34.34
2017/07/05,13:05:17,34.68
2017/07/05,13:05:18,34.68
2017/07/05,13:05:19,34.68
2017/07/05,13:05:20,35.01
2017/07/05,13:05:21,35.01
2017/07/05,13:05:22,35.01
2017/07/05,13:05:23,35.01
2017/07/05,13:05:24,35.01
2017/07/05,13:05:25,35.01
2017/07/05,13:05:26,35.34
2017/07/05,13:05:27,35.01
2017/07/05,13:05:28,35.01
2017/07/05,13:05:29,35.34
2017/07/05,13:05:30,35.34
2017/07/05,13:05:31,35.01
2017/07/05,13:05:32,35.34
2017/07/05,13:05:33,35.34
2017/07/05,13:05:34,35.34
2017/07/05,13:05:35,35.34
2017/07/05,13:05:36,35.34
2017/07/05,13:05:37,35.01
2017/07/05,13:05:38,35.01
2017/07/05,13:05:39,35.01
2017/07/05,13:05:40,35.01
2017/07/05,13:05:41,35.01
2017/07/05,13:05:42,35.01
2017/07/05,13:05:43,35.01
2017/07/05,13:05:44,34.68
2017/07/05,13:05:45,35.01
2017/07/05,13:05:46,35.01
2017/07/05,13:05:47,34.68
2017/07/05,13:05:48,34.68
2017/07/05,13:05:49,34.34
2017/07/05,13:05:50,34.34
2017/07/05,13:05:51,34.34
2017/07/05,13:05:52,34.34
2017/07/05,13:05:53,34.34
2017/07/05,13:05:54,34.34
2017/07/05,13:05:55,34.01
2017/07/05,13:05:56,34.01
2017/07/05,13:05:57,34.01
2017/07/05,13:05:58,34.01
2017/07/05,13:05:59,34.01
2017/07/05,13:06:00,34.01
2017/07/05,13:06:01,34.01
2017/07/05,13:06:02,34.01
2017/07/05,13:06:03,34.01
2017/07/05,13:06:04,34.01
2017/07/05,13:06:05,34.01
2017/07/05,13:06:06,34.01
2017/07/05,13:06:07,34.01
2017/07/05,13:06:08,34.01
2017/07/05,13:06:09,34.01
2017/07/05,13:06:10,34.01
2017/07/05,13:06:11,34.01
2017/07/05,13:06:12,34.01
2017/07/05,13:06:13,34.01
2017/07/05,13:06:14,34.01
2017/07/05,13:06:15,34.01
2017/07/05,13:06:16,34.01
2017/07/05,13:06:17,34.01
2017/07/05,13:06:18,34.01
2017/07/05,13:06:19,34.01
2017/07/05,13:06:20,34.01
2017/07/05,13:06:21,34.01
2017/07/05,13:06:22,34.01
2017/07/05,13:06:23,34.01
2017/07/05,13:06:24,34.01
2017/07/05,13:06:25,34.01
2017/07/05,13:06:26,34.34
2017/07/05,13:06:27,34.34
2017/07/05,13:06:28,34.34
2017/07/05,13:06:29,34.34
2017/07/05,13:06:30,34.34
2017/07/05,13:06:31,34.68
2017/07/05,13:06:32,35.01
2017/07/05,13:06:33,35.01
2017/07/05,13:06:34,35.01
2017/07/05,13:06:35,35.34
2017/07/05,13:06:36,35.34
2017/07/05,13:06:37,35.34
2017/07/05,13:06:38,35.34
2017/07/05,13:06:39,35.01
2017/07/05,13:06:40,35.01
2017/07/05,13:06:41,35.01
2017/07/05,13:06:42,35.01
2017/07/05,13:06:43,35.01
2017/07/05,13:06:44,35.01
2017/07/05,13:06:45,35.01
2017/07/05,13:06:46,35.01
2017/07/05,13:06:47,35.01
2017/07/05,13:06:48,35.01
2017/07/05,13:06:49,35.01
2017/07/05,13:06:50,35.01
2017/07/05,13:06:51,35.01
2017/07/05,13:06:52,35.01
