"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249219)"
2017/07/12,11:27:00,29.67
2017/07/12,11:27:01,29.67
2017/07/12,11:27:02,29.67
2017/07/12,11:27:03,29.34
2017/07/12,11:27:04,29.34
2017/07/12,11:27:05,29.67
2017/07/12,11:27:06,29.34
2017/07/12,11:27:07,29.67
2017/07/12,11:27:08,29.67
2017/07/12,11:27:09,29.34
2017/07/12,11:27:10,29.34
2017/07/12,11:27:11,29.34
2017/07/12,11:27:12,29.67
2017/07/12,11:27:13,29.67
2017/07/12,11:27:14,29.67
2017/07/12,11:27:15,30.01
2017/07/12,11:27:16,30.01
2017/07/12,11:27:17,30.01
2017/07/12,11:27:18,30.01
2017/07/12,11:27:19,30.01
2017/07/12,11:27:20,30.01
2017/07/12,11:27:21,30.01
2017/07/12,11:27:22,30.01
2017/07/12,11:27:23,30.34
2017/07/12,11:27:24,30.34
2017/07/12,11:27:25,30.34
2017/07/12,11:27:26,30.34
2017/07/12,11:27:27,30.34
2017/07/12,11:27:28,30.34
2017/07/12,11:27:29,30.34
2017/07/12,11:27:30,30.34
2017/07/12,11:27:31,30.34
2017/07/12,11:27:32,30.34
2017/07/12,11:27:33,30.68
2017/07/12,11:27:34,30.68
2017/07/12,11:27:35,30.34
2017/07/12,11:27:36,30.34
2017/07/12,11:27:37,30.34
2017/07/12,11:27:38,30.34
2017/07/12,11:27:39,30.68
2017/07/12,11:27:40,30.68
2017/07/12,11:27:41,30.68
2017/07/12,11:27:42,30.68
2017/07/12,11:27:43,31.01
2017/07/12,11:27:44,31.01
2017/07/12,11:27:45,31.01
2017/07/12,11:27:46,31.01
2017/07/12,11:27:47,31.01
2017/07/12,11:27:48,31.01
2017/07/12,11:27:49,31.01
2017/07/12,11:27:50,31.01
2017/07/12,11:27:51,30.68
2017/07/12,11:27:52,30.68
2017/07/12,11:27:53,30.68
2017/07/12,11:27:54,30.68
2017/07/12,11:27:55,30.68
2017/07/12,11:27:56,31.01
2017/07/12,11:27:57,31.01
2017/07/12,11:27:58,31.01
2017/07/12,11:27:59,31.01
2017/07/12,11:28:00,31.01
2017/07/12,11:28:01,30.68
2017/07/12,11:28:02,31.01
2017/07/12,11:28:03,31.01
2017/07/12,11:28:04,30.68
2017/07/12,11:28:05,31.01
2017/07/12,11:28:06,31.01
2017/07/12,11:28:07,31.01
2017/07/12,11:28:08,31.34
2017/07/12,11:28:09,31.34
2017/07/12,11:28:10,31.34
2017/07/12,11:28:11,31.34
2017/07/12,11:28:12,31.68
2017/07/12,11:28:13,31.68
2017/07/12,11:28:14,31.68
2017/07/12,11:28:15,31.68
2017/07/12,11:28:16,31.34
2017/07/12,11:28:17,31.34
2017/07/12,11:28:18,31.34
2017/07/12,11:28:19,31.34
2017/07/12,11:28:20,31.34
2017/07/12,11:28:21,31.34
2017/07/12,11:28:22,31.34
2017/07/12,11:28:23,31.34
2017/07/12,11:28:24,31.34
2017/07/12,11:28:25,31.34
2017/07/12,11:28:26,31.68
2017/07/12,11:28:27,31.68
2017/07/12,11:28:28,31.68
2017/07/12,11:28:29,31.68
2017/07/12,11:28:30,32.01
2017/07/12,11:28:31,32.01
2017/07/12,11:28:32,32.01
2017/07/12,11:28:33,32.01
2017/07/12,11:28:34,32.01
2017/07/12,11:28:35,32.01
2017/07/12,11:28:36,32.01
2017/07/12,11:28:37,32.01
2017/07/12,11:28:38,32.01
2017/07/12,11:28:39,32.01
2017/07/12,11:28:40,32.01
2017/07/12,11:28:41,32.01
2017/07/12,11:28:42,32.35
2017/07/12,11:28:43,32.35
2017/07/12,11:28:44,32.35
2017/07/12,11:28:45,32.35
2017/07/12,11:28:46,32.35
2017/07/12,11:28:47,32.01
2017/07/12,11:28:48,32.01
2017/07/12,11:28:49,31.68
2017/07/12,11:28:50,31.34
2017/07/12,11:28:51,31.34
2017/07/12,11:28:52,31.01
2017/07/12,11:28:53,31.01
2017/07/12,11:28:54,31.01
2017/07/12,11:28:55,30.68
2017/07/12,11:28:56,30.68
2017/07/12,11:28:57,30.68
2017/07/12,11:28:58,30.68
2017/07/12,11:28:59,30.68
2017/07/12,11:29:00,30.68
2017/07/12,11:29:01,30.68
2017/07/12,11:29:02,30.68
2017/07/12,11:29:03,30.34
2017/07/12,11:29:04,30.34
2017/07/12,11:29:05,30.34
2017/07/12,11:29:06,30.34
2017/07/12,11:29:07,30.34
2017/07/12,11:29:08,30.34
2017/07/12,11:29:09,30.34
2017/07/12,11:29:10,30.34
2017/07/12,11:29:11,30.34
2017/07/12,11:29:12,30.34
2017/07/12,11:29:13,30.34
2017/07/12,11:29:14,30.34
2017/07/12,11:29:15,30.01
2017/07/12,11:29:16,29.67
2017/07/12,11:29:17,29.67
2017/07/12,11:29:18,29.67
2017/07/12,11:29:19,29.67
2017/07/12,11:29:20,30.01
2017/07/12,11:29:21,30.01
2017/07/12,11:29:22,30.01
2017/07/12,11:29:23,29.67
2017/07/12,11:29:24,29.67
2017/07/12,11:29:25,30.01
2017/07/12,11:29:26,30.01
2017/07/12,11:29:27,30.01
2017/07/12,11:29:28,30.01
2017/07/12,11:29:29,30.01
2017/07/12,11:29:30,30.01
2017/07/12,11:29:31,30.01
2017/07/12,11:29:32,30.01
2017/07/12,11:29:33,30.01
2017/07/12,11:29:34,30.01
2017/07/12,11:29:35,30.01
2017/07/12,11:29:36,30.01
2017/07/12,11:29:37,30.01
2017/07/12,11:29:38,30.01
2017/07/12,11:29:39,30.34
2017/07/12,11:29:40,30.34
2017/07/12,11:29:41,30.34
2017/07/12,11:29:42,30.34
2017/07/12,11:29:43,30.34
2017/07/12,11:29:44,30.34
2017/07/12,11:29:45,30.34
2017/07/12,11:29:46,30.34
2017/07/12,11:29:47,30.34
2017/07/12,11:29:48,30.34
2017/07/12,11:29:49,30.34
2017/07/12,11:29:50,30.01
2017/07/12,11:29:51,30.01
2017/07/12,11:29:52,30.34
2017/07/12,11:29:53,30.34
2017/07/12,11:29:54,30.34
2017/07/12,11:29:55,30.34
2017/07/12,11:29:56,30.34
2017/07/12,11:29:57,30.68
2017/07/12,11:29:58,30.68
2017/07/12,11:29:59,30.34
2017/07/12,11:30:00,30.68
2017/07/12,11:30:01,30.68
2017/07/12,11:30:02,30.68
2017/07/12,11:30:03,30.68
2017/07/12,11:30:04,30.34
2017/07/12,11:30:05,30.34
2017/07/12,11:30:06,30.34
2017/07/12,11:30:07,30.34
2017/07/12,11:30:08,30.34
2017/07/12,11:30:09,30.68
2017/07/12,11:30:10,30.34
2017/07/12,11:30:11,30.34
2017/07/12,11:30:12,30.34
2017/07/12,11:30:13,30.34
2017/07/12,11:30:14,30.34
2017/07/12,11:30:15,30.68
2017/07/12,11:30:16,30.68
2017/07/12,11:30:17,30.68
2017/07/12,11:30:18,31.01
2017/07/12,11:30:19,31.01
2017/07/12,11:30:20,31.34
2017/07/12,11:30:21,31.34
2017/07/12,11:30:22,31.34
2017/07/12,11:30:23,31.01
2017/07/12,11:30:24,31.01
2017/07/12,11:30:25,31.34
2017/07/12,11:30:26,31.34
2017/07/12,11:30:27,31.34
2017/07/12,11:30:28,31.34
2017/07/12,11:30:29,31.34
2017/07/12,11:30:30,31.34
2017/07/12,11:30:31,31.34
2017/07/12,11:30:32,31.34
2017/07/12,11:30:33,31.34
2017/07/12,11:30:34,31.68
2017/07/12,11:30:35,31.68
2017/07/12,11:30:36,31.68
2017/07/12,11:30:37,31.34
2017/07/12,11:30:38,31.34
2017/07/12,11:30:39,31.34
2017/07/12,11:30:40,31.01
2017/07/12,11:30:41,31.01
2017/07/12,11:30:42,30.68
2017/07/12,11:30:43,30.68
2017/07/12,11:30:44,30.68
2017/07/12,11:30:45,30.34
2017/07/12,11:30:46,30.34
2017/07/12,11:30:47,30.34
2017/07/12,11:30:48,30.34
2017/07/12,11:30:49,30.34
2017/07/12,11:30:50,30.34
2017/07/12,11:30:51,30.34
2017/07/12,11:30:52,30.34
2017/07/12,11:30:53,30.34
2017/07/12,11:30:54,30.68
2017/07/12,11:30:55,30.34
2017/07/12,11:30:56,30.34
2017/07/12,11:30:57,30.34
2017/07/12,11:30:58,30.34
2017/07/12,11:30:59,30.68
2017/07/12,11:31:00,30.34
2017/07/12,11:31:01,30.68
2017/07/12,11:31:02,30.68
2017/07/12,11:31:03,30.68
2017/07/12,11:31:04,30.68
2017/07/12,11:31:05,30.68
2017/07/12,11:31:06,30.68
2017/07/12,11:31:07,31.01
2017/07/12,11:31:08,31.01
2017/07/12,11:31:09,31.01
2017/07/12,11:31:10,31.01
2017/07/12,11:31:11,30.68
2017/07/12,11:31:12,30.68
2017/07/12,11:31:13,30.68
2017/07/12,11:31:14,30.68
2017/07/12,11:31:15,30.68
2017/07/12,11:31:16,30.68
2017/07/12,11:31:17,30.68
2017/07/12,11:31:18,30.68
2017/07/12,11:31:19,30.68
2017/07/12,11:31:20,30.34
2017/07/12,11:31:21,30.34
2017/07/12,11:31:22,30.34
2017/07/12,11:31:23,30.34
2017/07/12,11:31:24,30.34
2017/07/12,11:31:25,30.01
2017/07/12,11:31:26,30.01
2017/07/12,11:31:27,30.01
2017/07/12,11:31:28,30.01
2017/07/12,11:31:29,30.01
2017/07/12,11:31:30,30.01
2017/07/12,11:31:31,30.01
2017/07/12,11:31:32,30.01
2017/07/12,11:31:33,30.01
2017/07/12,11:31:34,29.67
2017/07/12,11:31:35,29.67
2017/07/12,11:31:36,29.67
2017/07/12,11:31:37,29.67
2017/07/12,11:31:38,29.67
2017/07/12,11:31:39,29.67
2017/07/12,11:31:40,29.67
2017/07/12,11:31:41,30.01
2017/07/12,11:31:42,30.01
2017/07/12,11:31:43,30.01
2017/07/12,11:31:44,30.01
2017/07/12,11:31:45,30.01
2017/07/12,11:31:46,30.34
2017/07/12,11:31:47,30.34
2017/07/12,11:31:48,30.01
2017/07/12,11:31:49,30.01
2017/07/12,11:31:50,30.01
2017/07/12,11:31:51,30.01
2017/07/12,11:31:52,30.01
2017/07/12,11:31:53,30.01
2017/07/12,11:31:54,30.01
2017/07/12,11:31:55,30.01
2017/07/12,11:31:56,30.01
2017/07/12,11:31:57,30.01
2017/07/12,11:31:58,30.01
2017/07/12,11:31:59,30.01
2017/07/12,11:32:00,30.01
2017/07/12,11:32:01,30.01
2017/07/12,11:32:02,30.01
2017/07/12,11:32:03,30.01
2017/07/12,11:32:04,30.01
2017/07/12,11:32:05,30.01
2017/07/12,11:32:06,30.01
2017/07/12,11:32:07,30.01
2017/07/12,11:32:08,30.01
2017/07/12,11:32:09,30.34
2017/07/12,11:32:10,30.34
2017/07/12,11:32:11,30.34
2017/07/12,11:32:12,30.34
2017/07/12,11:32:13,30.34
2017/07/12,11:32:14,30.34
2017/07/12,11:32:15,30.34
2017/07/12,11:32:16,30.34
2017/07/12,11:32:17,30.34
2017/07/12,11:32:18,30.34
2017/07/12,11:32:19,30.34
2017/07/12,11:32:20,30.34
2017/07/12,11:32:21,30.34
2017/07/12,11:32:22,30.34
2017/07/12,11:32:23,30.34
2017/07/12,11:32:24,30.34
2017/07/12,11:32:25,30.34
2017/07/12,11:32:26,30.34
2017/07/12,11:32:27,30.34
2017/07/12,11:32:28,30.34
2017/07/12,11:32:29,30.68
2017/07/12,11:32:30,30.68
2017/07/12,11:32:31,30.68
2017/07/12,11:32:32,30.68
2017/07/12,11:32:33,30.68
2017/07/12,11:32:34,30.68
2017/07/12,11:32:35,31.01
2017/07/12,11:32:36,31.01
2017/07/12,11:32:37,31.01
2017/07/12,11:32:38,31.01
2017/07/12,11:32:39,31.01
2017/07/12,11:32:40,31.01
2017/07/12,11:32:41,31.01
2017/07/12,11:32:42,31.01
2017/07/12,11:32:43,31.01
2017/07/12,11:32:44,31.01
2017/07/12,11:32:45,31.01
2017/07/12,11:32:46,31.01
2017/07/12,11:32:47,31.34
2017/07/12,11:32:48,31.34
2017/07/12,11:32:49,31.34
2017/07/12,11:32:50,31.34
2017/07/12,11:32:51,31.34
2017/07/12,11:32:52,31.01
2017/07/12,11:32:53,31.01
2017/07/12,11:32:54,31.01
2017/07/12,11:32:55,31.01
2017/07/12,11:32:56,31.01
2017/07/12,11:32:57,31.01
2017/07/12,11:32:58,31.01
2017/07/12,11:32:59,31.01
2017/07/12,11:33:00,31.01
2017/07/12,11:33:01,31.01
2017/07/12,11:33:02,31.01
2017/07/12,11:33:03,31.01
2017/07/12,11:33:04,31.01
2017/07/12,11:33:05,31.34
2017/07/12,11:33:06,31.01
2017/07/12,11:33:07,31.01
2017/07/12,11:33:08,31.01
2017/07/12,11:33:09,31.01
2017/07/12,11:33:10,31.01
2017/07/12,11:33:11,30.68
2017/07/12,11:33:12,31.01
2017/07/12,11:33:13,31.01
2017/07/12,11:33:14,30.68
2017/07/12,11:33:15,30.68
2017/07/12,11:33:16,30.68
2017/07/12,11:33:17,30.68
2017/07/12,11:33:18,30.68
2017/07/12,11:33:19,30.68
2017/07/12,11:33:20,30.68
2017/07/12,11:33:21,30.68
2017/07/12,11:33:22,30.68
2017/07/12,11:33:23,30.68
2017/07/12,11:33:24,30.68
2017/07/12,11:33:25,30.34
