"Date","Time, GMT-05:00","K-Type, °C"
2017/12/01,14:08:03,30.68
2017/12/01,14:08:04,30.34
2017/12/01,14:08:05,30.68
2017/12/01,14:08:06,30.68
2017/12/01,14:08:07,30.68
2017/12/01,14:08:08,30.68
2017/12/01,14:08:09,30.68
2017/12/01,14:08:10,30.34
2017/12/01,14:08:11,30.34
2017/12/01,14:08:12,30.34
2017/12/01,14:08:13,30.34
2017/12/01,14:08:14,30.34
2017/12/01,14:08:15,30.34
2017/12/01,14:08:16,30.34
2017/12/01,14:08:17,30.34
2017/12/01,14:08:18,30.34
2017/12/01,14:08:19,30.34
2017/12/01,14:08:20,30.34
2017/12/01,14:08:21,30.34
2017/12/01,14:08:22,30.01
2017/12/01,14:08:23,30.01
2017/12/01,14:08:24,30.01
2017/12/01,14:08:25,30.01
2017/12/01,14:08:26,30.01
2017/12/01,14:08:27,30.01
2017/12/01,14:08:28,30.01
2017/12/01,14:08:29,29.67
2017/12/01,14:08:30,29.67
2017/12/01,14:08:31,29.67
2017/12/01,14:08:32,29.67
2017/12/01,14:08:33,29.67
2017/12/01,14:08:34,29.67
2017/12/01,14:08:35,29.67
2017/12/01,14:08:36,29.67
2017/12/01,14:08:37,29.67
2017/12/01,14:08:38,29.67
2017/12/01,14:08:39,29.34
2017/12/01,14:08:40,29.34
2017/12/01,14:08:41,29.34
2017/12/01,14:08:42,29.67
2017/12/01,14:08:43,29.67
2017/12/01,14:08:44,29.34
2017/12/01,14:08:45,29.67
2017/12/01,14:08:46,29.34
2017/12/01,14:08:47,29.34
2017/12/01,14:08:48,29.34
2017/12/01,14:08:49,29.34
2017/12/01,14:08:50,29.34
2017/12/01,14:08:51,29.34
2017/12/01,14:08:52,29.34
2017/12/01,14:08:53,29.34
2017/12/01,14:08:54,29.34
2017/12/01,14:08:55,29.34
2017/12/01,14:08:56,29.01
2017/12/01,14:08:57,29.01
2017/12/01,14:08:58,29.01
2017/12/01,14:08:59,29.01
2017/12/01,14:09:00,29.01
2017/12/01,14:09:01,29.01
2017/12/01,14:09:02,29.01
2017/12/01,14:09:03,28.67
2017/12/01,14:09:04,28.67
2017/12/01,14:09:05,28.67
2017/12/01,14:09:06,28.67
2017/12/01,14:09:07,28.67
2017/12/01,14:09:08,28.67
2017/12/01,14:09:09,28.67
2017/12/01,14:09:10,28.67
2017/12/01,14:09:11,28.67
2017/12/01,14:09:12,28.67
2017/12/01,14:09:13,28.67
2017/12/01,14:09:14,28.67
2017/12/01,14:09:15,28.67
2017/12/01,14:09:16,28.67
2017/12/01,14:09:17,28.67
2017/12/01,14:09:18,28.67
2017/12/01,14:09:19,28.67
2017/12/01,14:09:20,28.67
2017/12/01,14:09:21,28.67
2017/12/01,14:09:22,28.67
2017/12/01,14:09:23,28.67
2017/12/01,14:09:24,28.34
2017/12/01,14:09:25,28.34
2017/12/01,14:09:26,28.34
2017/12/01,14:09:27,28.34
2017/12/01,14:09:28,28.34
2017/12/01,14:09:29,28.34
2017/12/01,14:09:30,28.00
2017/12/01,14:09:31,28.00
2017/12/01,14:09:32,28.00
2017/12/01,14:09:33,28.00
2017/12/01,14:09:34,28.00
2017/12/01,14:09:35,28.00
2017/12/01,14:09:36,28.00
2017/12/01,14:09:37,28.00
2017/12/01,14:09:38,28.00
2017/12/01,14:09:39,28.00
2017/12/01,14:09:40,28.00
2017/12/01,14:09:41,28.00
2017/12/01,14:09:42,28.00
2017/12/01,14:09:43,28.00
2017/12/01,14:09:44,28.00
2017/12/01,14:09:45,28.00
2017/12/01,14:09:46,28.00
2017/12/01,14:09:47,28.00
2017/12/01,14:09:48,27.67
2017/12/01,14:09:49,27.67
2017/12/01,14:09:50,27.67
2017/12/01,14:09:51,27.67
2017/12/01,14:09:52,27.67
2017/12/01,14:09:53,27.33
2017/12/01,14:09:54,27.33
2017/12/01,14:09:55,27.33
2017/12/01,14:09:56,27.33
2017/12/01,14:09:57,27.33
2017/12/01,14:09:58,27.33
2017/12/01,14:09:59,27.33
2017/12/01,14:10:00,27.33
2017/12/01,14:10:01,27.33
2017/12/01,14:10:02,27.33
2017/12/01,14:10:03,27.33
2017/12/01,14:10:04,27.67
2017/12/01,14:10:05,27.67
2017/12/01,14:10:06,27.67
2017/12/01,14:10:07,27.67
2017/12/01,14:10:08,27.33
2017/12/01,14:10:09,27.67
2017/12/01,14:10:10,27.67
2017/12/01,14:10:11,27.67
2017/12/01,14:10:12,27.67
2017/12/01,14:10:13,27.67
2017/12/01,14:10:14,27.67
2017/12/01,14:10:15,27.67
2017/12/01,14:10:16,27.67
2017/12/01,14:10:17,28.00
2017/12/01,14:10:18,28.00
