"Date","Time, GMT-05:00","K-Type, °C"
2017/12/04,12:33:37,22.63
2017/12/04,12:33:38,22.63
2017/12/04,12:33:39,22.63
2017/12/04,12:33:40,22.63
2017/12/04,12:33:41,22.97
2017/12/04,12:33:42,22.97
2017/12/04,12:33:43,22.97
2017/12/04,12:33:44,22.97
2017/12/04,12:33:45,22.97
2017/12/04,12:33:46,22.97
2017/12/04,12:33:47,22.97
2017/12/04,12:33:48,23.30
2017/12/04,12:33:49,23.30
2017/12/04,12:33:50,23.30
2017/12/04,12:33:51,23.30
2017/12/04,12:33:52,23.30
2017/12/04,12:33:53,23.30
2017/12/04,12:33:54,23.30
2017/12/04,12:33:55,23.30
2017/12/04,12:33:56,23.30
2017/12/04,12:33:57,23.30
2017/12/04,12:33:58,23.30
2017/12/04,12:33:59,23.30
2017/12/04,12:34:00,23.30
2017/12/04,12:34:01,23.30
2017/12/04,12:34:02,23.30
2017/12/04,12:34:03,23.30
2017/12/04,12:34:04,23.30
2017/12/04,12:34:05,23.30
2017/12/04,12:34:06,23.30
2017/12/04,12:34:07,23.30
2017/12/04,12:34:08,23.30
2017/12/04,12:34:09,23.30
2017/12/04,12:34:10,23.30
2017/12/04,12:34:11,23.30
2017/12/04,12:34:12,23.30
2017/12/04,12:34:13,23.30
2017/12/04,12:34:14,23.30
2017/12/04,12:34:15,23.30
2017/12/04,12:34:16,23.30
2017/12/04,12:34:17,23.30
2017/12/04,12:34:18,23.30
2017/12/04,12:34:19,23.30
2017/12/04,12:34:20,23.30
2017/12/04,12:34:21,23.30
2017/12/04,12:34:22,23.30
2017/12/04,12:34:23,23.30
2017/12/04,12:34:24,23.30
2017/12/04,12:34:25,23.30
2017/12/04,12:34:26,22.97
2017/12/04,12:34:27,22.97
2017/12/04,12:34:28,22.97
2017/12/04,12:34:29,22.97
2017/12/04,12:34:30,22.97
2017/12/04,12:34:31,22.97
2017/12/04,12:34:32,22.97
2017/12/04,12:34:33,22.97
2017/12/04,12:34:34,22.97
2017/12/04,12:34:35,22.97
2017/12/04,12:34:36,22.97
2017/12/04,12:34:37,22.97
2017/12/04,12:34:38,22.63
2017/12/04,12:34:39,22.97
2017/12/04,12:34:40,22.63
2017/12/04,12:34:41,22.97
2017/12/04,12:34:42,22.97
2017/12/04,12:34:43,22.97
2017/12/04,12:34:44,22.63
2017/12/04,12:34:45,22.63
2017/12/04,12:34:46,22.63
2017/12/04,12:34:47,22.63
2017/12/04,12:34:48,22.63
2017/12/04,12:34:49,22.63
2017/12/04,12:34:50,22.63
2017/12/04,12:34:51,22.63
2017/12/04,12:34:52,22.63
2017/12/04,12:34:53,22.63
2017/12/04,12:34:54,22.63
2017/12/04,12:34:55,22.63
2017/12/04,12:34:56,22.63
2017/12/04,12:34:57,22.63
2017/12/04,12:34:58,22.63
2017/12/04,12:34:59,22.29
2017/12/04,12:35:00,22.29
2017/12/04,12:35:01,22.63
2017/12/04,12:35:02,22.29
2017/12/04,12:35:03,22.29
2017/12/04,12:35:04,22.29
2017/12/04,12:35:05,22.29
2017/12/04,12:35:06,22.29
2017/12/04,12:35:07,22.29
