"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249221)"
2017/07/12,09:42:03,30.68
2017/07/12,09:42:04,30.34
2017/07/12,09:42:05,30.01
2017/07/12,09:42:06,30.34
2017/07/12,09:42:07,30.34
2017/07/12,09:42:08,30.34
2017/07/12,09:42:09,30.68
2017/07/12,09:42:10,30.68
2017/07/12,09:42:11,30.68
2017/07/12,09:42:12,30.68
2017/07/12,09:42:13,30.68
2017/07/12,09:42:14,30.34
2017/07/12,09:42:15,30.34
2017/07/12,09:42:16,30.34
2017/07/12,09:42:17,30.01
2017/07/12,09:42:18,29.67
2017/07/12,09:42:19,29.67
2017/07/12,09:42:20,29.34
2017/07/12,09:42:21,29.34
2017/07/12,09:42:22,29.34
2017/07/12,09:42:23,29.01
2017/07/12,09:42:24,29.01
2017/07/12,09:42:25,29.01
2017/07/12,09:42:26,29.01
2017/07/12,09:42:27,29.01
2017/07/12,09:42:28,29.67
2017/07/12,09:42:29,29.67
2017/07/12,09:42:30,29.67
2017/07/12,09:42:31,29.67
2017/07/12,09:42:32,29.67
2017/07/12,09:42:33,29.67
2017/07/12,09:42:34,29.34
2017/07/12,09:42:35,29.01
2017/07/12,09:42:36,29.01
2017/07/12,09:42:37,29.01
2017/07/12,09:42:38,29.01
2017/07/12,09:42:39,29.34
2017/07/12,09:42:40,29.01
2017/07/12,09:42:41,30.01
2017/07/12,09:42:42,31.68
2017/07/12,09:42:43,30.01
2017/07/12,09:42:44,29.34
2017/07/12,09:42:45,30.34
2017/07/12,09:42:46,31.68
2017/07/12,09:42:47,31.68
2017/07/12,09:42:48,30.34
2017/07/12,09:42:49,30.68
2017/07/12,09:42:50,30.68
2017/07/12,09:42:51,30.68
2017/07/12,09:42:52,29.67
2017/07/12,09:42:53,29.34
2017/07/12,09:42:54,29.67
2017/07/12,09:42:55,31.34
2017/07/12,09:42:56,31.01
2017/07/12,09:42:57,31.01
2017/07/12,09:42:58,31.34
2017/07/12,09:42:59,33.01
2017/07/12,09:43:00,31.68
2017/07/12,09:43:01,30.01
2017/07/12,09:43:02,29.01
2017/07/12,09:43:03,29.34
2017/07/12,09:43:04,29.67
2017/07/12,09:43:05,29.34
2017/07/12,09:43:06,29.01
2017/07/12,09:43:07,28.67
2017/07/12,09:43:08,28.67
2017/07/12,09:43:09,28.67
2017/07/12,09:43:10,28.67
2017/07/12,09:43:11,28.67
2017/07/12,09:43:12,28.67
2017/07/12,09:43:13,28.67
2017/07/12,09:43:14,28.67
2017/07/12,09:43:15,29.01
2017/07/12,09:43:16,29.01
2017/07/12,09:43:17,29.34
2017/07/12,09:43:18,29.67
2017/07/12,09:43:19,30.01
2017/07/12,09:43:20,30.01
2017/07/12,09:43:21,30.01
2017/07/12,09:43:22,30.01
2017/07/12,09:43:23,29.67
2017/07/12,09:43:24,29.34
2017/07/12,09:43:25,29.34
2017/07/12,09:43:26,29.34
2017/07/12,09:43:27,29.01
2017/07/12,09:43:28,29.01
2017/07/12,09:43:29,29.01
2017/07/12,09:43:30,28.67
2017/07/12,09:43:31,28.67
2017/07/12,09:43:32,28.67
2017/07/12,09:43:33,28.67
2017/07/12,09:43:34,29.01
2017/07/12,09:43:35,29.34
2017/07/12,09:43:36,29.67
2017/07/12,09:43:37,30.01
2017/07/12,09:43:38,30.34
2017/07/12,09:43:39,30.34
2017/07/12,09:43:40,30.34
2017/07/12,09:43:41,30.68
2017/07/12,09:43:42,31.01
2017/07/12,09:43:43,30.68
2017/07/12,09:43:44,30.68
2017/07/12,09:43:45,30.68
2017/07/12,09:43:46,30.68
2017/07/12,09:43:47,30.68
2017/07/12,09:43:48,30.68
2017/07/12,09:43:49,30.34
2017/07/12,09:43:50,30.34
2017/07/12,09:43:51,30.34
2017/07/12,09:43:52,30.34
2017/07/12,09:43:53,30.34
2017/07/12,09:43:54,30.34
2017/07/12,09:43:55,30.01
2017/07/12,09:43:56,30.01
2017/07/12,09:43:57,30.01
2017/07/12,09:43:58,29.67
2017/07/12,09:43:59,29.67
2017/07/12,09:44:00,29.67
2017/07/12,09:44:01,29.67
2017/07/12,09:44:02,29.67
2017/07/12,09:44:03,30.01
2017/07/12,09:44:04,30.01
2017/07/12,09:44:05,30.01
2017/07/12,09:44:06,30.01
2017/07/12,09:44:07,30.01
2017/07/12,09:44:08,30.01
2017/07/12,09:44:09,30.01
2017/07/12,09:44:10,29.67
2017/07/12,09:44:11,30.01
2017/07/12,09:44:12,30.34
2017/07/12,09:44:13,30.34
2017/07/12,09:44:14,30.68
2017/07/12,09:44:15,30.68
2017/07/12,09:44:16,31.01
2017/07/12,09:44:17,31.01
2017/07/12,09:44:18,31.01
2017/07/12,09:44:19,31.01
2017/07/12,09:44:20,31.01
2017/07/12,09:44:21,30.68
2017/07/12,09:44:22,30.68
