"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249224)"
2017/07/06,09:48:46,69.83
2017/07/06,09:48:47,64.94
2017/07/06,09:48:48,65.59
2017/07/06,09:48:49,64.61
2017/07/06,09:48:50,58.73
2017/07/06,09:48:51,59.06
2017/07/06,09:48:52,54.81
2017/07/06,09:48:53,53.82
2017/07/06,09:48:54,41.64
2017/07/06,09:48:55,49.23
2017/07/06,09:48:56,43.96
2017/07/06,09:48:57,56.44
2017/07/06,09:48:58,43.30
2017/07/06,09:48:59,29.34
2017/07/06,09:49:00,29.34
2017/07/06,09:49:01,29.34
2017/07/06,09:49:02,29.34
2017/07/06,09:49:03,29.34
2017/07/06,09:49:04,29.34
2017/07/06,09:49:05,29.34
2017/07/06,09:49:06,29.34
2017/07/06,09:49:07,29.34
2017/07/06,09:49:08,29.34
2017/07/06,09:49:09,29.34
2017/07/06,09:49:10,29.34
2017/07/06,09:49:11,29.34
2017/07/06,09:49:12,29.34
2017/07/06,09:49:13,29.34
2017/07/06,09:49:14,29.34
2017/07/06,09:49:15,29.34
2017/07/06,09:49:16,29.34
2017/07/06,09:49:17,29.34
2017/07/06,09:49:18,29.34
2017/07/06,09:49:19,29.34
2017/07/06,09:49:20,29.34
2017/07/06,09:49:21,29.34
2017/07/06,09:49:22,29.34
2017/07/06,09:49:23,29.34
2017/07/06,09:49:24,29.67
2017/07/06,09:49:25,29.34
2017/07/06,09:49:26,29.34
2017/07/06,09:49:27,29.67
2017/07/06,09:49:28,29.67
2017/07/06,09:49:29,29.67
2017/07/06,09:49:30,29.67
2017/07/06,09:49:31,29.67
2017/07/06,09:49:32,29.67
2017/07/06,09:49:33,29.34
2017/07/06,09:49:34,29.67
2017/07/06,09:49:35,29.67
2017/07/06,09:49:36,29.67
2017/07/06,09:49:37,29.67
2017/07/06,09:49:38,29.67
2017/07/06,09:49:39,29.67
2017/07/06,09:49:40,29.67
2017/07/06,09:49:41,30.34
2017/07/06,09:49:42,29.67
2017/07/06,09:49:43,29.67
2017/07/06,09:49:44,29.67
2017/07/06,09:49:45,30.01
2017/07/06,09:49:46,29.67
2017/07/06,09:49:47,29.67
2017/07/06,09:49:48,29.34
2017/07/06,09:49:49,29.34
2017/07/06,09:49:50,29.34
2017/07/06,09:49:51,29.01
2017/07/06,09:49:52,29.34
2017/07/06,09:49:53,29.34
2017/07/06,09:49:54,29.34
2017/07/06,09:49:55,30.01
2017/07/06,09:49:56,30.34
2017/07/06,09:49:57,31.01
2017/07/06,09:49:58,31.34
2017/07/06,09:49:59,32.01
2017/07/06,09:50:00,32.68
2017/07/06,09:50:01,32.35
2017/07/06,09:50:02,33.35
2017/07/06,09:50:03,34.68
2017/07/06,09:50:04,35.68
2017/07/06,09:50:05,35.68
2017/07/06,09:50:06,36.01
2017/07/06,09:50:07,36.34
2017/07/06,09:50:08,36.34
2017/07/06,09:50:09,36.34
2017/07/06,09:50:10,36.01
2017/07/06,09:50:11,35.68
2017/07/06,09:50:12,35.34
2017/07/06,09:50:13,35.68
2017/07/06,09:50:14,36.01
2017/07/06,09:50:15,36.34
2017/07/06,09:50:16,36.67
2017/07/06,09:50:17,36.67
2017/07/06,09:50:18,36.34
2017/07/06,09:50:19,36.01
