"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249224)"
2017/07/14,15:13:32,37.67
2017/07/14,15:13:33,37.34
2017/07/14,15:13:34,37.34
2017/07/14,15:13:35,37.67
2017/07/14,15:13:36,37.67
2017/07/14,15:13:37,37.67
2017/07/14,15:13:38,37.67
2017/07/14,15:13:39,37.67
2017/07/14,15:13:40,37.67
2017/07/14,15:13:41,38.00
2017/07/14,15:13:42,38.00
2017/07/14,15:13:43,38.00
2017/07/14,15:13:44,38.00
2017/07/14,15:13:45,38.00
2017/07/14,15:13:46,38.00
2017/07/14,15:13:47,38.00
2017/07/14,15:13:48,38.00
2017/07/14,15:13:49,38.00
2017/07/14,15:13:50,38.00
2017/07/14,15:13:51,38.00
2017/07/14,15:13:52,38.00
2017/07/14,15:13:53,38.00
2017/07/14,15:13:54,38.00
2017/07/14,15:13:55,37.67
2017/07/14,15:13:56,37.67
2017/07/14,15:13:57,37.67
2017/07/14,15:13:58,37.67
2017/07/14,15:13:59,37.34
2017/07/14,15:14:00,37.34
2017/07/14,15:14:01,37.34
2017/07/14,15:14:02,37.34
2017/07/14,15:14:03,37.00
2017/07/14,15:14:04,37.00
2017/07/14,15:14:05,37.00
2017/07/14,15:14:06,37.00
2017/07/14,15:14:07,37.00
2017/07/14,15:14:08,37.00
2017/07/14,15:14:09,36.67
2017/07/14,15:14:10,36.67
2017/07/14,15:14:11,36.67
2017/07/14,15:14:12,36.67
2017/07/14,15:14:13,36.67
2017/07/14,15:14:14,36.67
2017/07/14,15:14:15,36.67
2017/07/14,15:14:16,36.67
2017/07/14,15:14:17,36.67
2017/07/14,15:14:18,36.67
2017/07/14,15:14:19,37.00
2017/07/14,15:14:20,37.00
2017/07/14,15:14:21,37.00
2017/07/14,15:14:22,36.67
2017/07/14,15:14:23,36.67
2017/07/14,15:14:24,36.67
2017/07/14,15:14:25,36.67
2017/07/14,15:14:26,37.00
2017/07/14,15:14:27,37.00
2017/07/14,15:14:28,37.00
2017/07/14,15:14:29,37.00
2017/07/14,15:14:30,37.00
2017/07/14,15:14:31,37.00
2017/07/14,15:14:32,37.00
2017/07/14,15:14:33,37.00
2017/07/14,15:14:34,36.67
2017/07/14,15:14:35,37.00
2017/07/14,15:14:36,37.00
2017/07/14,15:14:37,36.67
2017/07/14,15:14:38,36.67
2017/07/14,15:14:39,36.67
2017/07/14,15:14:40,36.67
2017/07/14,15:14:41,36.67
2017/07/14,15:14:42,37.00
2017/07/14,15:14:43,37.00
2017/07/14,15:14:44,37.00
2017/07/14,15:14:45,37.00
2017/07/14,15:14:46,37.00
2017/07/14,15:14:47,37.00
2017/07/14,15:14:48,37.00
2017/07/14,15:14:49,37.00
2017/07/14,15:14:50,37.00
2017/07/14,15:14:51,37.00
2017/07/14,15:14:52,37.67
2017/07/14,15:14:53,39.66
2017/07/14,15:14:54,40.98
2017/07/14,15:14:55,41.97
2017/07/14,15:14:56,42.64
2017/07/14,15:14:57,42.97
2017/07/14,15:14:58,42.97
2017/07/14,15:14:59,43.63
2017/07/14,15:15:00,43.96
2017/07/14,15:15:01,44.95
2017/07/14,15:15:02,45.28
2017/07/14,15:15:03,45.28
2017/07/14,15:15:04,45.61
2017/07/14,15:15:05,46.26
2017/07/14,15:15:06,45.94
2017/07/14,15:15:07,44.95
2017/07/14,15:15:08,44.62
2017/07/14,15:15:09,43.63
2017/07/14,15:15:10,42.30
2017/07/14,15:15:11,42.64
2017/07/14,15:15:12,42.64
2017/07/14,15:15:13,42.30
2017/07/14,15:15:14,41.64
2017/07/14,15:15:15,40.98
2017/07/14,15:15:16,41.31
2017/07/14,15:15:17,40.32
2017/07/14,15:15:18,39.99
2017/07/14,15:15:19,39.33
2017/07/14,15:15:20,38.99
2017/07/14,15:15:21,38.33
2017/07/14,15:15:22,38.99
2017/07/14,15:15:23,38.66
2017/07/14,15:15:24,38.66
2017/07/14,15:15:25,38.99
2017/07/14,15:15:26,39.66
2017/07/14,15:15:27,39.33
2017/07/14,15:15:28,38.66
2017/07/14,15:15:29,38.66
2017/07/14,15:15:30,38.66
2017/07/14,15:15:31,38.33
2017/07/14,15:15:32,38.33
2017/07/14,15:15:33,38.33
2017/07/14,15:15:34,38.66
2017/07/14,15:15:35,38.99
2017/07/14,15:15:36,38.99
2017/07/14,15:15:37,39.33
2017/07/14,15:15:38,39.66
2017/07/14,15:15:39,39.99
2017/07/14,15:15:40,40.65
2017/07/14,15:15:41,40.98
2017/07/14,15:15:42,40.65
2017/07/14,15:15:43,40.98
2017/07/14,15:15:44,41.64
2017/07/14,15:15:45,41.97
2017/07/14,15:15:46,41.97
2017/07/14,15:15:47,41.64
2017/07/14,15:15:48,40.98
2017/07/14,15:15:49,40.32
2017/07/14,15:15:50,39.33
2017/07/14,15:15:51,38.99
2017/07/14,15:15:52,38.33
2017/07/14,15:15:53,38.33
2017/07/14,15:15:54,38.66
2017/07/14,15:15:55,38.66
2017/07/14,15:15:56,38.99
2017/07/14,15:15:57,39.33
2017/07/14,15:15:58,39.33
2017/07/14,15:15:59,39.66
2017/07/14,15:16:00,39.66
2017/07/14,15:16:01,39.99
2017/07/14,15:16:02,40.32
2017/07/14,15:16:03,40.32
2017/07/14,15:16:04,40.65
2017/07/14,15:16:05,40.65
2017/07/14,15:16:06,40.65
2017/07/14,15:16:07,40.32
2017/07/14,15:16:08,40.32
2017/07/14,15:16:09,39.99
2017/07/14,15:16:10,39.33
2017/07/14,15:16:11,38.99
2017/07/14,15:16:12,39.33
2017/07/14,15:16:13,38.99
2017/07/14,15:16:14,38.66
2017/07/14,15:16:15,38.66
2017/07/14,15:16:16,38.99
2017/07/14,15:16:17,38.99
2017/07/14,15:16:18,38.66
2017/07/14,15:16:19,38.66
2017/07/14,15:16:20,38.66
2017/07/14,15:16:21,38.66
2017/07/14,15:16:22,38.66
2017/07/14,15:16:23,38.33
2017/07/14,15:16:24,38.00
2017/07/14,15:16:25,37.34
2017/07/14,15:16:26,37.00
2017/07/14,15:16:27,36.67
2017/07/14,15:16:28,36.67
2017/07/14,15:16:29,37.00
