"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249222)"
2017/07/12,11:28:23,33.35
2017/07/12,11:28:24,33.35
2017/07/12,11:28:25,33.35
2017/07/12,11:28:26,33.35
2017/07/12,11:28:27,33.01
2017/07/12,11:28:28,32.68
2017/07/12,11:28:29,32.35
2017/07/12,11:28:30,32.35
2017/07/12,11:28:31,32.01
2017/07/12,11:28:32,32.01
2017/07/12,11:28:33,32.01
2017/07/12,11:28:34,31.68
2017/07/12,11:28:35,32.01
2017/07/12,11:28:36,31.68
2017/07/12,11:28:37,32.01
2017/07/12,11:28:38,31.68
2017/07/12,11:28:39,31.68
2017/07/12,11:28:40,31.68
2017/07/12,11:28:41,31.68
2017/07/12,11:28:42,31.68
2017/07/12,11:28:43,31.68
2017/07/12,11:28:44,31.68
2017/07/12,11:28:45,31.68
2017/07/12,11:28:46,31.68
2017/07/12,11:28:47,31.68
2017/07/12,11:28:48,31.34
2017/07/12,11:28:49,31.34
2017/07/12,11:28:50,31.34
2017/07/12,11:28:51,31.34
2017/07/12,11:28:52,31.34
2017/07/12,11:28:53,31.01
2017/07/12,11:28:54,31.01
2017/07/12,11:28:55,31.01
2017/07/12,11:28:56,31.01
2017/07/12,11:28:57,31.34
2017/07/12,11:28:58,31.34
2017/07/12,11:28:59,31.68
2017/07/12,11:29:00,31.68
2017/07/12,11:29:01,31.68
2017/07/12,11:29:02,31.68
2017/07/12,11:29:03,31.68
2017/07/12,11:29:04,31.68
2017/07/12,11:29:05,31.68
2017/07/12,11:29:06,31.68
2017/07/12,11:29:07,31.68
2017/07/12,11:29:08,31.68
2017/07/12,11:29:09,31.68
2017/07/12,11:29:10,31.68
2017/07/12,11:29:11,31.68
2017/07/12,11:29:12,31.68
2017/07/12,11:29:13,31.68
2017/07/12,11:29:14,31.68
2017/07/12,11:29:15,31.68
2017/07/12,11:29:16,31.34
2017/07/12,11:29:17,31.01
2017/07/12,11:29:18,31.01
2017/07/12,11:29:19,30.68
2017/07/12,11:29:20,30.68
2017/07/12,11:29:21,30.68
2017/07/12,11:29:22,30.68
2017/07/12,11:29:23,30.68
2017/07/12,11:29:24,30.34
2017/07/12,11:29:25,30.34
2017/07/12,11:29:26,30.34
2017/07/12,11:29:27,30.34
2017/07/12,11:29:28,30.34
2017/07/12,11:29:29,30.34
2017/07/12,11:29:30,30.34
2017/07/12,11:29:31,30.01
2017/07/12,11:29:32,30.01
2017/07/12,11:29:33,30.01
2017/07/12,11:29:34,29.67
2017/07/12,11:29:35,29.67
2017/07/12,11:29:36,29.67
2017/07/12,11:29:37,29.67
2017/07/12,11:29:38,29.67
2017/07/12,11:29:39,29.67
2017/07/12,11:29:40,29.34
2017/07/12,11:29:41,29.67
2017/07/12,11:29:42,29.34
2017/07/12,11:29:43,29.34
2017/07/12,11:29:44,29.34
2017/07/12,11:29:45,29.34
2017/07/12,11:29:46,29.34
2017/07/12,11:29:47,29.34
2017/07/12,11:29:48,29.34
2017/07/12,11:29:49,29.34
2017/07/12,11:29:50,29.34
2017/07/12,11:29:51,29.34
2017/07/12,11:29:52,29.34
2017/07/12,11:29:53,29.34
2017/07/12,11:29:54,29.34
2017/07/12,11:29:55,29.34
2017/07/12,11:29:56,29.67
2017/07/12,11:29:57,29.67
2017/07/12,11:29:58,29.67
2017/07/12,11:29:59,29.67
2017/07/12,11:30:00,29.67
2017/07/12,11:30:01,29.67
2017/07/12,11:30:02,29.67
2017/07/12,11:30:03,29.67
2017/07/12,11:30:04,29.67
2017/07/12,11:30:05,30.01
