"Date","Time, GMT-05:00","K-Type, °C"
2017/12/05,12:04:01,25.32
2017/12/05,12:04:02,25.32
2017/12/05,12:04:03,25.32
2017/12/05,12:04:04,25.32
2017/12/05,12:04:05,25.32
2017/12/05,12:04:06,25.32
2017/12/05,12:04:07,25.32
2017/12/05,12:04:08,25.32
2017/12/05,12:04:09,25.32
2017/12/05,12:04:10,25.65
2017/12/05,12:04:11,25.32
2017/12/05,12:04:12,25.32
2017/12/05,12:04:13,25.32
2017/12/05,12:04:14,25.32
2017/12/05,12:04:15,25.32
2017/12/05,12:04:16,25.32
2017/12/05,12:04:17,25.65
2017/12/05,12:04:18,25.65
2017/12/05,12:04:19,25.65
2017/12/05,12:04:20,25.65
2017/12/05,12:04:21,25.65
2017/12/05,12:04:22,25.65
2017/12/05,12:04:23,25.65
2017/12/05,12:04:24,25.65
2017/12/05,12:04:25,25.65
2017/12/05,12:04:26,25.65
2017/12/05,12:04:27,25.65
2017/12/05,12:04:28,25.65
2017/12/05,12:04:29,25.65
2017/12/05,12:04:30,25.32
2017/12/05,12:04:31,25.32
2017/12/05,12:04:32,25.32
2017/12/05,12:04:33,25.65
2017/12/05,12:04:34,25.65
2017/12/05,12:04:35,25.65
2017/12/05,12:04:36,25.65
2017/12/05,12:04:37,25.65
2017/12/05,12:04:38,25.65
2017/12/05,12:04:39,25.32
2017/12/05,12:04:40,25.32
2017/12/05,12:04:41,25.32
2017/12/05,12:04:42,25.32
2017/12/05,12:04:43,25.32
2017/12/05,12:04:44,25.32
2017/12/05,12:04:45,25.32
2017/12/05,12:04:46,25.32
2017/12/05,12:04:47,25.32
2017/12/05,12:04:48,25.32
2017/12/05,12:04:49,25.65
2017/12/05,12:04:50,25.65
2017/12/05,12:04:51,25.65
2017/12/05,12:04:52,25.65
2017/12/05,12:04:53,25.65
2017/12/05,12:04:54,25.65
2017/12/05,12:04:55,25.65
2017/12/05,12:04:56,25.65
2017/12/05,12:04:57,25.65
2017/12/05,12:04:58,25.65
2017/12/05,12:04:59,25.65
2017/12/05,12:05:00,25.65
2017/12/05,12:05:01,25.99
2017/12/05,12:05:02,25.65
2017/12/05,12:05:03,25.65
2017/12/05,12:05:04,25.99
2017/12/05,12:05:05,25.99
2017/12/05,12:05:06,25.65
2017/12/05,12:05:07,25.65
2017/12/05,12:05:08,25.65
2017/12/05,12:05:09,25.65
2017/12/05,12:05:10,25.65
2017/12/05,12:05:11,25.65
2017/12/05,12:05:12,25.65
2017/12/05,12:05:13,25.65
2017/12/05,12:05:14,25.65
2017/12/05,12:05:15,25.65
