"Date","Time, GMT-05:00","K-Type, °C"
2017/12/01,14:08:23,30.68
2017/12/01,14:08:24,30.68
2017/12/01,14:08:25,30.68
2017/12/01,14:08:26,31.01
2017/12/01,14:08:27,30.68
2017/12/01,14:08:28,30.68
2017/12/01,14:08:29,30.68
2017/12/01,14:08:30,30.68
2017/12/01,14:08:31,30.68
2017/12/01,14:08:32,30.34
2017/12/01,14:08:33,30.34
2017/12/01,14:08:34,30.34
2017/12/01,14:08:35,30.34
2017/12/01,14:08:36,30.01
2017/12/01,14:08:37,30.34
2017/12/01,14:08:38,30.34
2017/12/01,14:08:39,30.01
2017/12/01,14:08:40,30.01
2017/12/01,14:08:41,30.34
2017/12/01,14:08:42,30.01
2017/12/01,14:08:43,30.34
2017/12/01,14:08:44,30.34
2017/12/01,14:08:45,30.34
2017/12/01,14:08:46,30.34
2017/12/01,14:08:47,30.68
2017/12/01,14:08:48,30.68
2017/12/01,14:08:49,30.68
2017/12/01,14:08:50,30.68
2017/12/01,14:08:51,30.68
2017/12/01,14:08:52,30.68
2017/12/01,14:08:53,30.34
2017/12/01,14:08:54,30.34
2017/12/01,14:08:55,30.34
2017/12/01,14:08:56,30.68
2017/12/01,14:08:57,30.34
2017/12/01,14:08:58,30.34
2017/12/01,14:08:59,30.34
2017/12/01,14:09:00,30.34
2017/12/01,14:09:01,30.34
2017/12/01,14:09:02,30.34
2017/12/01,14:09:03,30.01
2017/12/01,14:09:04,30.01
2017/12/01,14:09:05,30.01
2017/12/01,14:09:06,30.01
2017/12/01,14:09:07,30.01
2017/12/01,14:09:08,30.01
2017/12/01,14:09:09,30.01
2017/12/01,14:09:10,30.01
2017/12/01,14:09:11,30.01
2017/12/01,14:09:12,30.01
2017/12/01,14:09:13,30.34
2017/12/01,14:09:14,30.34
2017/12/01,14:09:15,30.01
2017/12/01,14:09:16,30.01
2017/12/01,14:09:17,30.01
2017/12/01,14:09:18,30.01
2017/12/01,14:09:19,30.34
2017/12/01,14:09:20,30.34
2017/12/01,14:09:21,30.01
2017/12/01,14:09:22,30.01
2017/12/01,14:09:23,30.01
2017/12/01,14:09:24,30.01
2017/12/01,14:09:25,30.01
2017/12/01,14:09:26,30.01
2017/12/01,14:09:27,30.01
2017/12/01,14:09:28,30.01
2017/12/01,14:09:29,30.34
2017/12/01,14:09:30,30.01
2017/12/01,14:09:31,30.34
2017/12/01,14:09:32,30.01
2017/12/01,14:09:33,30.01
2017/12/01,14:09:34,30.01
2017/12/01,14:09:35,30.01
2017/12/01,14:09:36,29.67
2017/12/01,14:09:37,29.67
2017/12/01,14:09:38,29.67
2017/12/01,14:09:39,29.67
2017/12/01,14:09:40,29.67
2017/12/01,14:09:41,29.67
2017/12/01,14:09:42,30.01
2017/12/01,14:09:43,30.01
2017/12/01,14:09:44,30.01
2017/12/01,14:09:45,30.01
2017/12/01,14:09:46,30.01
2017/12/01,14:09:47,30.01
2017/12/01,14:09:48,29.67
2017/12/01,14:09:49,29.67
2017/12/01,14:09:50,29.67
2017/12/01,14:09:51,29.67
2017/12/01,14:09:52,29.67
2017/12/01,14:09:53,29.34
2017/12/01,14:09:54,29.34
2017/12/01,14:09:55,29.01
2017/12/01,14:09:56,29.01
2017/12/01,14:09:57,29.01
2017/12/01,14:09:58,29.01
2017/12/01,14:09:59,29.01
2017/12/01,14:10:00,29.01
2017/12/01,14:10:01,29.34
2017/12/01,14:10:02,29.34
2017/12/01,14:10:03,29.34
2017/12/01,14:10:04,29.34
2017/12/01,14:10:05,29.34
2017/12/01,14:10:06,29.34
2017/12/01,14:10:07,29.67
2017/12/01,14:10:08,29.67
2017/12/01,14:10:09,29.67
2017/12/01,14:10:10,29.67
2017/12/01,14:10:11,29.67
2017/12/01,14:10:12,29.67
2017/12/01,14:10:13,30.01
2017/12/01,14:10:14,30.01
2017/12/01,14:10:15,30.01
2017/12/01,14:10:16,30.34
2017/12/01,14:10:17,30.34
2017/12/01,14:10:18,30.34
2017/12/01,14:10:19,30.34
2017/12/01,14:10:20,30.34
2017/12/01,14:10:21,30.34
2017/12/01,14:10:22,30.01
2017/12/01,14:10:23,30.01
2017/12/01,14:10:24,29.67
2017/12/01,14:10:25,29.67
2017/12/01,14:10:26,29.67
2017/12/01,14:10:27,29.34
2017/12/01,14:10:28,29.67
2017/12/01,14:10:29,29.67
2017/12/01,14:10:30,29.67
2017/12/01,14:10:31,29.67
2017/12/01,14:10:32,30.01
2017/12/01,14:10:33,30.01
2017/12/01,14:10:34,30.01
2017/12/01,14:10:35,30.01
2017/12/01,14:10:36,30.34
2017/12/01,14:10:37,30.34
2017/12/01,14:10:38,30.34
2017/12/01,14:10:39,30.34
2017/12/01,14:10:40,30.68
2017/12/01,14:10:41,30.68
2017/12/01,14:10:42,30.68
2017/12/01,14:10:43,31.01
2017/12/01,14:10:44,31.01
2017/12/01,14:10:45,31.01
2017/12/01,14:10:46,31.01
2017/12/01,14:10:47,31.01
2017/12/01,14:10:48,31.01
2017/12/01,14:10:49,31.01
2017/12/01,14:10:50,31.01
2017/12/01,14:10:51,31.01
2017/12/01,14:10:52,31.34
2017/12/01,14:10:53,31.34
2017/12/01,14:10:54,31.34
2017/12/01,14:10:55,31.34
2017/12/01,14:10:56,31.68
2017/12/01,14:10:57,31.68
2017/12/01,14:10:58,31.68
2017/12/01,14:10:59,31.68
2017/12/01,14:11:00,32.01
2017/12/01,14:11:01,32.01
2017/12/01,14:11:02,32.01
2017/12/01,14:11:03,32.01
2017/12/01,14:11:04,32.01
2017/12/01,14:11:05,32.01
2017/12/01,14:11:06,31.68
2017/12/01,14:11:07,31.68
2017/12/01,14:11:08,31.68
2017/12/01,14:11:09,31.34
2017/12/01,14:11:10,31.34
2017/12/01,14:11:11,31.34
2017/12/01,14:11:12,31.34
2017/12/01,14:11:13,31.34
2017/12/01,14:11:14,31.34
2017/12/01,14:11:15,31.01
2017/12/01,14:11:16,31.01
2017/12/01,14:11:17,30.68
2017/12/01,14:11:18,30.68
2017/12/01,14:11:19,30.68
2017/12/01,14:11:20,30.34
2017/12/01,14:11:21,30.34
2017/12/01,14:11:22,30.01
2017/12/01,14:11:23,30.01
2017/12/01,14:11:24,30.01
2017/12/01,14:11:25,30.01
2017/12/01,14:11:26,30.01
2017/12/01,14:11:27,29.67
2017/12/01,14:11:28,29.67
2017/12/01,14:11:29,29.67
2017/12/01,14:11:30,29.67
2017/12/01,14:11:31,29.67
2017/12/01,14:11:32,29.67
2017/12/01,14:11:33,30.01
2017/12/01,14:11:34,29.67
2017/12/01,14:11:35,29.67
2017/12/01,14:11:36,29.67
2017/12/01,14:11:37,29.67
2017/12/01,14:11:38,29.67
2017/12/01,14:11:39,29.67
2017/12/01,14:11:40,29.34
2017/12/01,14:11:41,29.34
2017/12/01,14:11:42,29.67
2017/12/01,14:11:43,29.34
2017/12/01,14:11:44,29.34
2017/12/01,14:11:45,29.34
2017/12/01,14:11:46,29.34
2017/12/01,14:11:47,29.67
2017/12/01,14:11:48,29.67
2017/12/01,14:11:49,29.67
2017/12/01,14:11:50,29.67
2017/12/01,14:11:51,29.67
2017/12/01,14:11:52,29.67
2017/12/01,14:11:53,29.67
