"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2256861)"
2017/07/06,08:26:27,26.66
2017/07/06,08:26:28,26.66
2017/07/06,08:26:29,26.33
2017/07/06,08:26:30,26.33
2017/07/06,08:26:31,26.66
2017/07/06,08:26:32,26.66
2017/07/06,08:26:33,26.33
2017/07/06,08:26:34,26.33
2017/07/06,08:26:35,26.66
2017/07/06,08:26:36,26.66
2017/07/06,08:26:37,26.66
2017/07/06,08:26:38,26.66
2017/07/06,08:26:39,26.66
2017/07/06,08:26:40,26.66
2017/07/06,08:26:41,27.00
2017/07/06,08:26:42,27.00
2017/07/06,08:26:43,27.00
2017/07/06,08:26:44,27.33
2017/07/06,08:26:45,27.33
2017/07/06,08:26:46,27.33
2017/07/06,08:26:47,27.33
2017/07/06,08:26:48,27.33
2017/07/06,08:26:49,27.33
2017/07/06,08:26:50,27.33
2017/07/06,08:26:51,27.00
2017/07/06,08:26:52,28.34
2017/07/06,08:26:53,30.68
2017/07/06,08:26:54,32.01
2017/07/06,08:26:55,32.35
2017/07/06,08:26:56,33.01
2017/07/06,08:26:57,30.68
2017/07/06,08:26:58,29.01
2017/07/06,08:26:59,28.34
2017/07/06,08:27:00,28.34
2017/07/06,08:27:01,28.00
2017/07/06,08:27:02,28.00
2017/07/06,08:27:03,28.00
2017/07/06,08:27:04,29.34
2017/07/06,08:27:05,31.01
2017/07/06,08:27:06,33.01
2017/07/06,08:27:07,32.68
2017/07/06,08:27:08,30.34
2017/07/06,08:27:09,29.34
2017/07/06,08:27:10,28.67
2017/07/06,08:27:11,28.67
2017/07/06,08:27:12,28.00
2017/07/06,08:27:13,27.67
2017/07/06,08:27:14,28.00
2017/07/06,08:27:15,29.67
2017/07/06,08:27:16,29.67
2017/07/06,08:27:17,29.67
2017/07/06,08:27:18,30.01
2017/07/06,08:27:19,30.01
2017/07/06,08:27:20,31.01
2017/07/06,08:27:21,30.01
2017/07/06,08:27:22,34.01
2017/07/06,08:27:23,35.34
2017/07/06,08:27:24,35.34
2017/07/06,08:27:25,34.68
2017/07/06,08:27:26,35.01
2017/07/06,08:27:27,33.35
2017/07/06,08:27:28,32.01
2017/07/06,08:27:29,30.34
2017/07/06,08:27:30,30.34
2017/07/06,08:27:31,29.67
2017/07/06,08:27:32,29.01
2017/07/06,08:27:33,29.01
2017/07/06,08:27:34,29.01
2017/07/06,08:27:35,28.34
2017/07/06,08:27:36,28.34
2017/07/06,08:27:37,30.01
2017/07/06,08:27:38,32.35
2017/07/06,08:27:39,30.34
2017/07/06,08:27:40,29.67
2017/07/06,08:27:41,29.34
2017/07/06,08:27:42,29.34
2017/07/06,08:27:43,29.01
2017/07/06,08:27:44,28.67
2017/07/06,08:27:45,28.34
2017/07/06,08:27:46,29.01
2017/07/06,08:27:47,29.01
2017/07/06,08:27:48,28.67
2017/07/06,08:27:49,28.67
2017/07/06,08:27:50,28.67
2017/07/06,08:27:51,28.34
2017/07/06,08:27:52,28.34
2017/07/06,08:27:53,28.00
2017/07/06,08:27:54,28.00
2017/07/06,08:27:55,28.00
2017/07/06,08:27:56,28.00
2017/07/06,08:27:57,27.67
2017/07/06,08:27:58,28.00
2017/07/06,08:27:59,28.00
2017/07/06,08:28:00,28.00
2017/07/06,08:28:01,28.00
2017/07/06,08:28:02,28.00
2017/07/06,08:28:03,27.67
2017/07/06,08:28:04,27.67
2017/07/06,08:28:05,27.67
2017/07/06,08:28:06,27.67
2017/07/06,08:28:07,27.67
2017/07/06,08:28:08,27.33
2017/07/06,08:28:09,27.33
2017/07/06,08:28:10,27.33
2017/07/06,08:28:11,27.67
2017/07/06,08:28:12,27.67
2017/07/06,08:28:13,27.67
2017/07/06,08:28:14,27.67
2017/07/06,08:28:15,27.67
