"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2256870)"
2017/07/14,15:14:03,37.67
2017/07/14,15:14:04,37.67
2017/07/14,15:14:05,37.67
2017/07/14,15:14:06,37.67
2017/07/14,15:14:07,37.67
2017/07/14,15:14:08,37.67
2017/07/14,15:14:09,37.67
2017/07/14,15:14:10,37.34
2017/07/14,15:14:11,37.34
2017/07/14,15:14:12,37.34
2017/07/14,15:14:13,37.34
2017/07/14,15:14:14,37.34
2017/07/14,15:14:15,37.67
2017/07/14,15:14:16,37.67
2017/07/14,15:14:17,37.67
2017/07/14,15:14:18,37.67
2017/07/14,15:14:19,37.67
2017/07/14,15:14:20,37.67
2017/07/14,15:14:21,37.67
2017/07/14,15:14:22,37.67
2017/07/14,15:14:23,37.67
2017/07/14,15:14:24,37.67
2017/07/14,15:14:25,37.67
2017/07/14,15:14:26,37.67
2017/07/14,15:14:27,37.67
2017/07/14,15:14:28,37.67
2017/07/14,15:14:29,37.67
2017/07/14,15:14:30,38.00
2017/07/14,15:14:31,37.67
2017/07/14,15:14:32,37.67
2017/07/14,15:14:33,37.34
2017/07/14,15:14:34,37.34
2017/07/14,15:14:35,37.34
2017/07/14,15:14:36,37.00
2017/07/14,15:14:37,36.34
2017/07/14,15:14:38,36.34
2017/07/14,15:14:39,36.01
2017/07/14,15:14:40,36.34
2017/07/14,15:14:41,36.34
2017/07/14,15:14:42,36.34
2017/07/14,15:14:43,36.34
2017/07/14,15:14:44,36.34
2017/07/14,15:14:45,36.34
2017/07/14,15:14:46,36.01
2017/07/14,15:14:47,36.01
2017/07/14,15:14:48,36.01
2017/07/14,15:14:49,36.01
2017/07/14,15:14:50,36.34
2017/07/14,15:14:51,36.34
2017/07/14,15:14:52,36.34
2017/07/14,15:14:53,36.34
2017/07/14,15:14:54,36.01
2017/07/14,15:14:55,36.01
2017/07/14,15:14:56,36.01
2017/07/14,15:14:57,36.34
2017/07/14,15:14:58,36.34
2017/07/14,15:14:59,36.67
2017/07/14,15:15:00,36.67
2017/07/14,15:15:01,36.67
2017/07/14,15:15:02,36.67
2017/07/14,15:15:03,36.67
2017/07/14,15:15:04,36.67
2017/07/14,15:15:05,37.00
2017/07/14,15:15:06,36.67
2017/07/14,15:15:07,36.67
2017/07/14,15:15:08,36.67
2017/07/14,15:15:09,36.67
2017/07/14,15:15:10,36.34
2017/07/14,15:15:11,36.34
2017/07/14,15:15:12,36.34
2017/07/14,15:15:13,36.34
2017/07/14,15:15:14,36.34
2017/07/14,15:15:15,36.34
2017/07/14,15:15:16,36.67
2017/07/14,15:15:17,37.00
2017/07/14,15:15:18,36.67
2017/07/14,15:15:19,36.67
2017/07/14,15:15:20,36.34
2017/07/14,15:15:21,36.34
2017/07/14,15:15:22,36.34
2017/07/14,15:15:23,36.34
2017/07/14,15:15:24,36.67
2017/07/14,15:15:25,36.67
2017/07/14,15:15:26,36.67
2017/07/14,15:15:27,37.00
2017/07/14,15:15:28,37.00
2017/07/14,15:15:29,37.34
2017/07/14,15:15:30,37.34
2017/07/14,15:15:31,37.34
2017/07/14,15:15:32,37.34
2017/07/14,15:15:33,37.67
2017/07/14,15:15:34,37.67
2017/07/14,15:15:35,38.00
2017/07/14,15:15:36,38.00
2017/07/14,15:15:37,38.00
