"Date","Time, GMT-04:00","K-Type, °C"
2017/09/08,11:23:06,33.68
2017/09/08,11:23:07,33.68
2017/09/08,11:23:08,33.68
2017/09/08,11:23:09,34.01
2017/09/08,11:23:10,34.01
2017/09/08,11:23:11,34.01
2017/09/08,11:23:12,34.01
2017/09/08,11:23:13,34.34
2017/09/08,11:23:14,34.34
2017/09/08,11:23:15,34.34
2017/09/08,11:23:16,34.68
2017/09/08,11:23:17,34.68
2017/09/08,11:23:18,34.68
2017/09/08,11:23:19,35.01
2017/09/08,11:23:20,35.01
2017/09/08,11:23:21,35.34
2017/09/08,11:23:22,35.34
2017/09/08,11:23:23,35.34
2017/09/08,11:23:24,35.68
2017/09/08,11:23:25,35.68
2017/09/08,11:23:26,35.68
2017/09/08,11:23:27,35.68
2017/09/08,11:23:28,36.01
2017/09/08,11:23:29,36.01
2017/09/08,11:23:30,36.01
2017/09/08,11:23:31,36.34
2017/09/08,11:23:32,36.34
2017/09/08,11:23:33,36.67
2017/09/08,11:23:34,36.67
2017/09/08,11:23:35,36.67
2017/09/08,11:23:36,36.67
2017/09/08,11:23:37,36.67
2017/09/08,11:23:38,36.67
2017/09/08,11:23:39,37.00
2017/09/08,11:23:40,37.00
2017/09/08,11:23:41,37.00
2017/09/08,11:23:42,37.00
2017/09/08,11:23:43,37.00
2017/09/08,11:23:44,37.00
2017/09/08,11:23:45,37.00
2017/09/08,11:23:46,37.00
2017/09/08,11:23:47,37.00
2017/09/08,11:23:48,37.00
2017/09/08,11:23:49,37.00
2017/09/08,11:23:50,37.00
2017/09/08,11:23:51,37.00
2017/09/08,11:23:52,37.00
2017/09/08,11:23:53,37.00
2017/09/08,11:23:54,36.67
2017/09/08,11:23:55,36.67
2017/09/08,11:23:56,36.34
2017/09/08,11:23:57,36.34
2017/09/08,11:23:58,36.01
2017/09/08,11:23:59,36.01
2017/09/08,11:24:00,35.68
2017/09/08,11:24:01,35.68
2017/09/08,11:24:02,35.34
2017/09/08,11:24:03,35.34
2017/09/08,11:24:04,35.34
2017/09/08,11:24:05,35.34
2017/09/08,11:24:06,35.34
2017/09/08,11:24:07,35.34
2017/09/08,11:24:08,35.68
2017/09/08,11:24:09,35.68
2017/09/08,11:24:10,35.68
2017/09/08,11:24:11,35.34
2017/09/08,11:24:12,35.34
2017/09/08,11:24:13,35.34
2017/09/08,11:24:14,35.34
2017/09/08,11:24:15,35.34
2017/09/08,11:24:16,35.68
2017/09/08,11:24:17,35.68
2017/09/08,11:24:18,35.68
2017/09/08,11:24:19,36.01
2017/09/08,11:24:20,36.01
2017/09/08,11:24:21,36.01
2017/09/08,11:24:22,36.01
2017/09/08,11:24:23,36.01
2017/09/08,11:24:24,36.01
2017/09/08,11:24:25,36.01
2017/09/08,11:24:26,36.01
2017/09/08,11:24:27,36.01
2017/09/08,11:24:28,35.68
2017/09/08,11:24:29,35.68
2017/09/08,11:24:30,35.68
2017/09/08,11:24:31,35.68
2017/09/08,11:24:32,35.68
2017/09/08,11:24:33,35.68
2017/09/08,11:24:34,35.68
2017/09/08,11:24:35,35.68
2017/09/08,11:24:36,35.34
2017/09/08,11:24:37,35.34
2017/09/08,11:24:38,35.34
2017/09/08,11:24:39,35.68
2017/09/08,11:24:40,35.34
2017/09/08,11:24:41,35.34
2017/09/08,11:24:42,35.34
2017/09/08,11:24:43,35.34
2017/09/08,11:24:44,35.34
2017/09/08,11:24:45,35.01
2017/09/08,11:24:46,35.01
2017/09/08,11:24:47,35.01
2017/09/08,11:24:48,34.68
2017/09/08,11:24:49,34.68
2017/09/08,11:24:50,34.68
