"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249224)"
2017/07/05,13:02:45,35.34
2017/07/05,13:02:46,35.34
2017/07/05,13:02:47,35.34
2017/07/05,13:02:48,35.34
2017/07/05,13:02:49,35.34
2017/07/05,13:02:50,35.34
2017/07/05,13:02:51,35.34
2017/07/05,13:02:52,35.34
2017/07/05,13:02:53,35.34
2017/07/05,13:02:54,35.34
2017/07/05,13:02:55,35.34
2017/07/05,13:02:56,35.34
2017/07/05,13:02:57,35.34
2017/07/05,13:02:58,35.01
2017/07/05,13:02:59,35.01
2017/07/05,13:03:00,35.01
2017/07/05,13:03:01,35.01
2017/07/05,13:03:02,35.34
2017/07/05,13:03:03,35.01
2017/07/05,13:03:04,35.01
2017/07/05,13:03:05,35.01
2017/07/05,13:03:06,35.01
2017/07/05,13:03:07,35.34
2017/07/05,13:03:08,35.01
2017/07/05,13:03:09,35.01
2017/07/05,13:03:10,35.01
2017/07/05,13:03:11,35.34
2017/07/05,13:03:12,35.34
2017/07/05,13:03:13,35.34
2017/07/05,13:03:14,35.34
2017/07/05,13:03:15,35.34
2017/07/05,13:03:16,35.68
2017/07/05,13:03:17,35.68
2017/07/05,13:03:18,35.68
2017/07/05,13:03:19,35.68
2017/07/05,13:03:20,35.68
2017/07/05,13:03:21,35.68
2017/07/05,13:03:22,36.01
2017/07/05,13:03:23,36.01
2017/07/05,13:03:24,36.01
2017/07/05,13:03:25,36.01
2017/07/05,13:03:26,36.01
2017/07/05,13:03:27,36.01
2017/07/05,13:03:28,36.01
2017/07/05,13:03:29,36.01
2017/07/05,13:03:30,36.01
2017/07/05,13:03:31,36.01
2017/07/05,13:03:32,36.01
2017/07/05,13:03:33,36.01
2017/07/05,13:03:34,36.01
2017/07/05,13:03:35,36.01
2017/07/05,13:03:36,36.01
2017/07/05,13:03:37,36.01
2017/07/05,13:03:38,36.01
2017/07/05,13:03:39,35.68
2017/07/05,13:03:40,35.68
2017/07/05,13:03:41,35.68
2017/07/05,13:03:42,35.68
2017/07/05,13:03:43,35.68
2017/07/05,13:03:44,35.68
2017/07/05,13:03:45,35.68
2017/07/05,13:03:46,35.68
2017/07/05,13:03:47,35.68
2017/07/05,13:03:48,35.68
2017/07/05,13:03:49,35.68
2017/07/05,13:03:50,35.68
2017/07/05,13:03:51,35.68
2017/07/05,13:03:52,35.68
2017/07/05,13:03:53,36.01
2017/07/05,13:03:54,35.68
2017/07/05,13:03:55,36.01
2017/07/05,13:03:56,36.01
2017/07/05,13:03:57,36.01
2017/07/05,13:03:58,36.01
2017/07/05,13:03:59,36.01
2017/07/05,13:04:00,36.01
2017/07/05,13:04:01,36.01
2017/07/05,13:04:02,36.01
2017/07/05,13:04:03,36.01
2017/07/05,13:04:04,36.01
2017/07/05,13:04:05,36.01
2017/07/05,13:04:06,36.01
2017/07/05,13:04:07,36.01
2017/07/05,13:04:08,36.34
2017/07/05,13:04:09,36.01
2017/07/05,13:04:10,36.01
2017/07/05,13:04:11,36.01
2017/07/05,13:04:12,36.01
2017/07/05,13:04:13,36.01
2017/07/05,13:04:14,36.34
2017/07/05,13:04:15,36.01
2017/07/05,13:04:16,36.01
2017/07/05,13:04:17,36.01
2017/07/05,13:04:18,36.01
2017/07/05,13:04:19,36.01
2017/07/05,13:04:20,36.01
2017/07/05,13:04:21,36.01
2017/07/05,13:04:22,36.01
2017/07/05,13:04:23,36.01
2017/07/05,13:04:24,36.01
2017/07/05,13:04:25,36.01
2017/07/05,13:04:26,36.01
2017/07/05,13:04:27,36.01
2017/07/05,13:04:28,36.01
2017/07/05,13:04:29,36.01
2017/07/05,13:04:30,36.01
2017/07/05,13:04:31,36.01
2017/07/05,13:04:32,35.68
2017/07/05,13:04:33,35.68
2017/07/05,13:04:34,35.68
2017/07/05,13:04:35,35.68
2017/07/05,13:04:36,35.34
2017/07/05,13:04:37,35.34
2017/07/05,13:04:38,35.34
2017/07/05,13:04:39,35.34
2017/07/05,13:04:40,35.34
2017/07/05,13:04:41,35.34
2017/07/05,13:04:42,35.34
2017/07/05,13:04:43,35.34
2017/07/05,13:04:44,35.34
2017/07/05,13:04:45,35.68
2017/07/05,13:04:46,35.68
2017/07/05,13:04:47,35.34
2017/07/05,13:04:48,35.68
2017/07/05,13:04:49,35.68
2017/07/05,13:04:50,35.68
2017/07/05,13:04:51,35.68
2017/07/05,13:04:52,35.68
2017/07/05,13:04:53,35.68
2017/07/05,13:04:54,35.68
2017/07/05,13:04:55,35.68
2017/07/05,13:04:56,35.68
2017/07/05,13:04:57,35.68
2017/07/05,13:04:58,35.68
2017/07/05,13:04:59,35.68
2017/07/05,13:05:00,35.68
2017/07/05,13:05:01,35.68
2017/07/05,13:05:02,35.68
2017/07/05,13:05:03,35.68
2017/07/05,13:05:04,35.34
2017/07/05,13:05:05,35.34
2017/07/05,13:05:06,35.34
2017/07/05,13:05:07,35.34
