"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249222)"
2017/07/14,15:18:11,38.66
2017/07/14,15:18:12,38.33
2017/07/14,15:18:13,38.00
2017/07/14,15:18:14,37.67
2017/07/14,15:18:15,37.34
2017/07/14,15:18:16,37.00
2017/07/14,15:18:17,36.67
2017/07/14,15:18:18,36.67
2017/07/14,15:18:19,36.67
2017/07/14,15:18:20,36.34
2017/07/14,15:18:21,36.01
2017/07/14,15:18:22,35.68
2017/07/14,15:18:23,35.34
2017/07/14,15:18:24,35.34
2017/07/14,15:18:25,35.01
2017/07/14,15:18:26,35.01
2017/07/14,15:18:27,35.01
2017/07/14,15:18:28,34.68
2017/07/14,15:18:29,34.68
2017/07/14,15:18:30,34.68
2017/07/14,15:18:31,34.34
2017/07/14,15:18:32,33.68
2017/07/14,15:18:33,33.01
2017/07/14,15:18:34,32.68
2017/07/14,15:18:35,32.68
2017/07/14,15:18:36,33.01
2017/07/14,15:18:37,33.01
2017/07/14,15:18:38,33.35
2017/07/14,15:18:39,33.68
2017/07/14,15:18:40,33.68
2017/07/14,15:18:41,33.68
2017/07/14,15:18:42,34.01
2017/07/14,15:18:43,34.34
2017/07/14,15:18:44,34.34
2017/07/14,15:18:45,34.68
2017/07/14,15:18:46,34.68
2017/07/14,15:18:47,35.01
2017/07/14,15:18:48,35.34
2017/07/14,15:18:49,35.34
2017/07/14,15:18:50,35.34
2017/07/14,15:18:51,35.68
2017/07/14,15:18:52,35.68
2017/07/14,15:18:53,36.01
2017/07/14,15:18:54,36.01
2017/07/14,15:18:55,36.01
2017/07/14,15:18:56,36.34
2017/07/14,15:18:57,36.34
2017/07/14,15:18:58,36.34
2017/07/14,15:18:59,36.34
2017/07/14,15:19:00,36.34
2017/07/14,15:19:01,36.34
2017/07/14,15:19:02,35.34
2017/07/14,15:19:03,34.68
2017/07/14,15:19:04,34.68
2017/07/14,15:19:05,34.68
2017/07/14,15:19:06,34.68
2017/07/14,15:19:07,34.34
2017/07/14,15:19:08,34.68
2017/07/14,15:19:09,34.34
2017/07/14,15:19:10,34.34
2017/07/14,15:19:11,34.01
2017/07/14,15:19:12,34.01
2017/07/14,15:19:13,34.01
2017/07/14,15:19:14,33.68
2017/07/14,15:19:15,34.01
2017/07/14,15:19:16,33.68
2017/07/14,15:19:17,33.68
2017/07/14,15:19:18,33.68
2017/07/14,15:19:19,32.68
2017/07/14,15:19:20,32.68
2017/07/14,15:19:21,32.68
2017/07/14,15:19:22,32.68
2017/07/14,15:19:23,32.68
2017/07/14,15:19:24,32.68
2017/07/14,15:19:25,32.68
2017/07/14,15:19:26,32.35
2017/07/14,15:19:27,32.68
2017/07/14,15:19:28,33.01
2017/07/14,15:19:29,33.01
2017/07/14,15:19:30,33.35
2017/07/14,15:19:31,33.35
2017/07/14,15:19:32,33.35
2017/07/14,15:19:33,33.01
2017/07/14,15:19:34,32.68
2017/07/14,15:19:35,32.68
2017/07/14,15:19:36,32.68
2017/07/14,15:19:37,32.68
2017/07/14,15:19:38,32.35
2017/07/14,15:19:39,32.35
2017/07/14,15:19:40,32.35
2017/07/14,15:19:41,32.35
2017/07/14,15:19:42,32.68
2017/07/14,15:19:43,32.68
2017/07/14,15:19:44,32.68
2017/07/14,15:19:45,32.68
2017/07/14,15:19:46,33.01
2017/07/14,15:19:47,33.01
2017/07/14,15:19:48,32.68
2017/07/14,15:19:49,33.01
2017/07/14,15:19:50,33.01
2017/07/14,15:19:51,33.01
2017/07/14,15:19:52,33.01
2017/07/14,15:19:53,33.01
2017/07/14,15:19:54,33.01
2017/07/14,15:19:55,33.01
2017/07/14,15:19:56,33.01
2017/07/14,15:19:57,33.01
2017/07/14,15:19:58,33.01
2017/07/14,15:19:59,33.01
2017/07/14,15:20:00,33.01
2017/07/14,15:20:01,33.35
2017/07/14,15:20:02,33.68
2017/07/14,15:20:03,33.68
2017/07/14,15:20:04,33.68
2017/07/14,15:20:05,34.01
2017/07/14,15:20:06,34.01
2017/07/14,15:20:07,34.01
2017/07/14,15:20:08,34.01
2017/07/14,15:20:09,34.01
2017/07/14,15:20:10,34.34
2017/07/14,15:20:11,34.34
2017/07/14,15:20:12,34.34
2017/07/14,15:20:13,34.34
2017/07/14,15:20:14,34.34
2017/07/14,15:20:15,34.68
2017/07/14,15:20:16,34.68
2017/07/14,15:20:17,34.34
2017/07/14,15:20:18,34.34
2017/07/14,15:20:19,34.34
2017/07/14,15:20:20,34.68
2017/07/14,15:20:21,34.68
2017/07/14,15:20:22,34.68
2017/07/14,15:20:23,35.01
2017/07/14,15:20:24,35.01
2017/07/14,15:20:25,35.01
2017/07/14,15:20:26,35.01
2017/07/14,15:20:27,35.01
2017/07/14,15:20:28,35.01
2017/07/14,15:20:29,35.34
2017/07/14,15:20:30,35.34
2017/07/14,15:20:31,35.68
2017/07/14,15:20:32,35.68
2017/07/14,15:20:33,35.34
2017/07/14,15:20:34,35.68
2017/07/14,15:20:35,35.68
2017/07/14,15:20:36,35.68
2017/07/14,15:20:37,35.68
2017/07/14,15:20:38,35.01
2017/07/14,15:20:39,34.68
2017/07/14,15:20:40,34.68
2017/07/14,15:20:41,34.34
2017/07/14,15:20:42,34.34
