"Date","Time, GMT-04:00","K-Type, °C"
2017/09/08,11:24:21,33.01
2017/09/08,11:24:22,32.68
2017/09/08,11:24:23,32.35
2017/09/08,11:24:24,32.35
2017/09/08,11:24:25,33.68
2017/09/08,11:24:26,35.34
2017/09/08,11:24:27,36.67
2017/09/08,11:24:28,35.01
2017/09/08,11:24:29,34.01
2017/09/08,11:24:30,33.35
2017/09/08,11:24:31,33.01
2017/09/08,11:24:32,33.35
2017/09/08,11:24:33,33.68
2017/09/08,11:24:34,33.35
2017/09/08,11:24:35,33.01
2017/09/08,11:24:36,33.35
2017/09/08,11:24:37,33.68
2017/09/08,11:24:38,34.01
2017/09/08,11:24:39,33.68
2017/09/08,11:24:40,33.35
2017/09/08,11:24:41,33.35
2017/09/08,11:24:42,33.01
2017/09/08,11:24:43,33.35
2017/09/08,11:24:44,33.68
2017/09/08,11:24:45,33.68
2017/09/08,11:24:46,33.01
2017/09/08,11:24:47,32.35
2017/09/08,11:24:48,31.68
2017/09/08,11:24:49,31.68
2017/09/08,11:24:50,32.01
2017/09/08,11:24:51,31.68
2017/09/08,11:24:52,31.34
2017/09/08,11:24:53,31.34
2017/09/08,11:24:54,31.68
2017/09/08,11:24:55,31.34
2017/09/08,11:24:56,31.68
2017/09/08,11:24:57,31.68
2017/09/08,11:24:58,31.68
2017/09/08,11:24:59,31.68
2017/09/08,11:25:00,32.01
2017/09/08,11:25:01,32.01
2017/09/08,11:25:02,32.01
2017/09/08,11:25:03,32.01
2017/09/08,11:25:04,32.01
2017/09/08,11:25:05,32.01
2017/09/08,11:25:06,32.01
2017/09/08,11:25:07,32.01
2017/09/08,11:25:08,32.35
2017/09/08,11:25:09,32.35
2017/09/08,11:25:10,32.01
2017/09/08,11:25:11,32.01
2017/09/08,11:25:12,32.01
2017/09/08,11:25:13,32.01
2017/09/08,11:25:14,32.01
2017/09/08,11:25:15,31.34
2017/09/08,11:25:16,31.01
2017/09/08,11:25:17,30.68
2017/09/08,11:25:18,30.34
2017/09/08,11:25:19,30.34
2017/09/08,11:25:20,30.34
2017/09/08,11:25:21,30.68
2017/09/08,11:25:22,31.01
2017/09/08,11:25:23,31.68
2017/09/08,11:25:24,32.01
2017/09/08,11:25:25,32.68
2017/09/08,11:25:26,33.68
2017/09/08,11:25:27,34.34
2017/09/08,11:25:28,34.01
2017/09/08,11:25:29,33.68
2017/09/08,11:25:30,33.01
