"Date","Time, GMT-04:00","K-Type, °C (LGR S/N: 2249220)"
2017/07/14,15:17:04,41.64
2017/07/14,15:17:05,41.31
2017/07/14,15:17:06,41.31
2017/07/14,15:17:07,41.31
2017/07/14,15:17:08,40.98
2017/07/14,15:17:09,40.98
2017/07/14,15:17:10,40.65
2017/07/14,15:17:11,40.65
2017/07/14,15:17:12,40.32
2017/07/14,15:17:13,39.99
2017/07/14,15:17:14,39.99
2017/07/14,15:17:15,39.66
2017/07/14,15:17:16,39.33
2017/07/14,15:17:17,39.33
2017/07/14,15:17:18,38.99
2017/07/14,15:17:19,38.99
2017/07/14,15:17:20,38.99
2017/07/14,15:17:21,39.33
2017/07/14,15:17:22,39.33
2017/07/14,15:17:23,39.66
2017/07/14,15:17:24,39.66
2017/07/14,15:17:25,39.66
2017/07/14,15:17:26,39.66
2017/07/14,15:17:27,39.66
2017/07/14,15:17:28,39.33
2017/07/14,15:17:29,39.33
2017/07/14,15:17:30,39.33
2017/07/14,15:17:31,39.33
2017/07/14,15:17:32,39.33
2017/07/14,15:17:33,38.99
2017/07/14,15:17:34,38.99
2017/07/14,15:17:35,38.66
2017/07/14,15:17:36,38.66
2017/07/14,15:17:37,38.66
2017/07/14,15:17:38,38.66
2017/07/14,15:17:39,38.66
2017/07/14,15:17:40,38.33
2017/07/14,15:17:41,38.33
2017/07/14,15:17:42,38.33
2017/07/14,15:17:43,38.33
2017/07/14,15:17:44,38.33
2017/07/14,15:17:45,38.33
2017/07/14,15:17:46,38.33
2017/07/14,15:17:47,38.33
2017/07/14,15:17:48,38.00
2017/07/14,15:17:49,38.00
2017/07/14,15:17:50,38.00
2017/07/14,15:17:51,37.67
2017/07/14,15:17:52,37.67
2017/07/14,15:17:53,37.34
2017/07/14,15:17:54,37.34
2017/07/14,15:17:55,37.34
2017/07/14,15:17:56,37.34
2017/07/14,15:17:57,37.00
2017/07/14,15:17:58,37.34
2017/07/14,15:17:59,37.00
2017/07/14,15:18:00,37.00
2017/07/14,15:18:01,37.00
2017/07/14,15:18:02,37.00
2017/07/14,15:18:03,37.34
2017/07/14,15:18:04,37.34
