"Date","Time, GMT-05:00","K-Type, °C"
2017/12/05,12:04:47,35.34
2017/12/05,12:04:48,35.34
2017/12/05,12:04:49,35.68
2017/12/05,12:04:50,35.68
2017/12/05,12:04:51,35.34
2017/12/05,12:04:52,35.68
2017/12/05,12:04:53,35.68
2017/12/05,12:04:54,35.68
2017/12/05,12:04:55,35.68
2017/12/05,12:04:56,35.34
2017/12/05,12:04:57,35.68
2017/12/05,12:04:58,35.68
2017/12/05,12:04:59,35.34
2017/12/05,12:05:00,35.34
2017/12/05,12:05:01,35.34
2017/12/05,12:05:02,35.01
2017/12/05,12:05:03,35.01
2017/12/05,12:05:04,34.68
2017/12/05,12:05:05,34.68
2017/12/05,12:05:06,34.68
2017/12/05,12:05:07,34.68
2017/12/05,12:05:08,34.68
2017/12/05,12:05:09,34.68
2017/12/05,12:05:10,34.68
2017/12/05,12:05:11,34.68
2017/12/05,12:05:12,34.68
2017/12/05,12:05:13,34.68
2017/12/05,12:05:14,34.68
2017/12/05,12:05:15,34.68
2017/12/05,12:05:16,34.68
2017/12/05,12:05:17,35.01
2017/12/05,12:05:18,35.01
2017/12/05,12:05:19,35.01
2017/12/05,12:05:20,35.01
2017/12/05,12:05:21,35.01
2017/12/05,12:05:22,35.01
2017/12/05,12:05:23,35.01
2017/12/05,12:05:24,35.01
2017/12/05,12:05:25,35.01
2017/12/05,12:05:26,35.01
2017/12/05,12:05:27,35.01
2017/12/05,12:05:28,35.34
2017/12/05,12:05:29,35.34
2017/12/05,12:05:30,35.34
2017/12/05,12:05:31,35.34
2017/12/05,12:05:32,35.34
2017/12/05,12:05:33,35.34
2017/12/05,12:05:34,35.34
2017/12/05,12:05:35,35.34
2017/12/05,12:05:36,35.34
2017/12/05,12:05:37,35.34
2017/12/05,12:05:38,35.34
2017/12/05,12:05:39,35.34
2017/12/05,12:05:40,35.01
2017/12/05,12:05:41,35.01
2017/12/05,12:05:42,35.01
2017/12/05,12:05:43,35.01
2017/12/05,12:05:44,34.68
2017/12/05,12:05:45,34.68
2017/12/05,12:05:46,34.68
2017/12/05,12:05:47,34.68
2017/12/05,12:05:48,34.68
2017/12/05,12:05:49,34.68
2017/12/05,12:05:50,34.68
2017/12/05,12:05:51,34.68
2017/12/05,12:05:52,34.68
2017/12/05,12:05:53,34.68
2017/12/05,12:05:54,35.01
2017/12/05,12:05:55,35.01
2017/12/05,12:05:56,35.01
2017/12/05,12:05:57,35.01
2017/12/05,12:05:58,35.34
2017/12/05,12:05:59,35.01
2017/12/05,12:06:00,35.01
2017/12/05,12:06:01,35.01
2017/12/05,12:06:02,35.01
2017/12/05,12:06:03,35.01
2017/12/05,12:06:04,35.01
2017/12/05,12:06:05,35.01
2017/12/05,12:06:06,35.01
2017/12/05,12:06:07,35.01
2017/12/05,12:06:08,35.01
2017/12/05,12:06:09,35.34
2017/12/05,12:06:10,35.34
2017/12/05,12:06:11,35.01
2017/12/05,12:06:12,35.01
2017/12/05,12:06:13,35.01
2017/12/05,12:06:14,35.34
