"Date","Time, GMT-04:00","Temp, °C","RH, %","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
2019-05-28,14:00:00,35.235,49.432,Logged,,,,
2019-05-28,14:05:00,35.502,48.445,,,,,
2019-05-28,14:10:00,35.395,49.255,,,,,
2019-05-28,14:15:00,35.262,48.415,,,,,
2019-05-28,14:20:00,35.288,48.616,,,,,
2019-05-28,14:25:00,35.502,49.400,,,,,
2019-05-28,14:30:00,35.609,49.282,,,,,
2019-05-28,14:35:00,35.555,49.538,,,,,
2019-05-28,14:40:00,35.636,49.680,,,,,
2019-05-28,14:45:00,35.716,49.559,,,,,
2019-05-28,14:50:00,35.716,48.142,,,,,
2019-05-28,14:55:00,35.582,48.488,,,,,
2019-05-28,15:00:00,35.422,48.896,,,,,
2019-05-28,15:05:00,35.262,49.238,,,,,
2019-05-28,15:10:00,35.342,49.248,,,,,
2019-05-28,15:15:00,35.475,48.343,,,,,
2019-05-28,15:20:00,35.582,46.769,,,,,
2019-05-28,15:25:00,35.877,48.062,,,,,
2019-05-28,15:30:00,36.012,46.687,,,,,
2019-05-28,15:35:00,35.958,46.349,,,,,
2019-05-28,15:40:00,35.797,48.581,,,,,
2019-05-28,15:45:00,35.823,47.460,,,,,
2019-05-28,15:50:00,35.662,47.540,,,,,
2019-05-28,15:55:00,35.529,46.961,,,,,
2019-05-28,16:00:00,35.395,46.879,,,,,
2019-05-28,16:05:00,35.555,47.063,,,,,
2019-05-28,16:10:00,35.743,47.186,,,,,
2019-05-28,16:15:00,35.609,45.842,,,,,
2019-05-28,16:20:00,35.743,47.914,,,,,
2019-05-28,16:25:00,36.065,47.688,,,,,
2019-05-28,16:30:00,36.146,47.234,,,,,
2019-05-28,16:35:00,35.904,47.437,,,,,
2019-05-28,16:40:00,36.012,47.019,,,,,
2019-05-28,16:45:00,36.254,45.352,,,,,
2019-05-28,16:50:00,36.119,46.202,,,,,
2019-05-28,16:55:00,36.200,45.379,,,,,
2019-05-28,17:00:00,36.389,45.201,,,,,
2019-05-28,17:05:00,36.796,44.646,,,,,
2019-05-28,17:10:00,36.878,44.723,,,,,
2019-05-28,17:15:00,37.096,44.815,,,,,
2019-05-28,17:20:00,37.015,44.135,,,,,
2019-05-28,17:25:00,36.987,45.103,,,,,
2019-05-28,17:30:00,37.590,43.528,,,,,
2019-05-28,17:35:00,38.143,41.496,,,,,
2019-05-28,17:40:00,38.560,41.574,,,,,
2019-05-28,17:45:00,38.924,41.579,,,,,
2019-05-28,17:50:00,38.980,40.327,,,,,
2019-05-28,17:55:00,38.952,39.608,,,,,
2019-05-28,18:00:00,38.924,41.138,,,,,
2019-05-28,18:05:00,38.812,40.684,,,,,
2019-05-28,18:10:00,38.700,41.250,,,,,
2019-05-28,18:15:00,38.532,41.334,,,,,
2019-05-28,18:20:00,38.254,41.101,,,,,
2019-05-28,18:25:00,37.755,42.333,,,,,
2019-05-28,18:30:00,37.151,43.882,,,,,
2019-05-28,18:35:00,36.633,44.828,,,,,
2019-05-28,18:40:00,36.092,45.999,,,,,
2019-05-28,18:45:00,35.743,47.351,,,,,
2019-05-28,18:50:00,35.475,47.252,,,,,
2019-05-28,18:55:00,35.288,48.517,,,,,
2019-05-28,19:00:00,35.182,49.228,,,,,
2019-05-28,19:05:00,35.128,49.845,,,,,
2019-05-28,19:10:00,35.022,49.471,,,,,
2019-05-28,19:15:00,34.863,51.447,,,,,
2019-05-28,19:20:00,34.598,50.465,,,,,
2019-05-28,19:25:00,34.229,50.548,,,,,
2019-05-28,19:30:00,33.861,50.826,,,,,
2019-05-28,19:35:00,33.469,51.750,,,,,
2019-05-28,19:40:00,33.027,52.275,,,,,
2019-05-28,19:45:00,32.587,52.183,,,,,
2019-05-28,19:50:00,32.201,54.161,,,,,
2019-05-28,19:55:00,31.842,55.136,,,,,
2019-05-28,20:00:00,31.459,56.293,,,,,
2019-05-28,20:05:00,31.103,56.750,,,,,
2019-05-28,20:10:00,30.773,57.779,,,,,
2019-05-28,20:15:00,30.520,58.467,,,,,
2019-05-28,20:20:00,30.318,59.945,,,,,
2019-05-28,20:25:00,30.066,60.376,,,,,
2019-05-28,20:30:00,29.840,61.059,,,,,
2019-05-28,20:35:00,29.640,61.681,,,,,
2019-05-28,20:40:00,29.439,62.488,,,,,
2019-05-28,20:45:00,29.240,63.229,,,,,
2019-05-28,20:50:00,29.040,63.999,,,,,
2019-05-28,20:55:00,28.866,64.647,,,,,
2019-05-28,21:00:00,28.717,64.714,,,,,
2019-05-28,21:05:00,28.617,66.014,,,,,
2019-05-28,21:10:00,28.493,67.030,,,,,
2019-05-28,21:15:00,28.394,67.985,,,,,
2019-05-28,21:20:00,28.221,67.530,,,,,
2019-05-28,21:25:00,27.998,69.125,,,,,
2019-05-28,21:30:00,27.801,69.993,,,,,
2019-05-28,21:35:00,27.604,70.107,,,,,
2019-05-28,21:40:00,27.358,70.122,,,,,
2019-05-28,21:45:00,27.186,71.318,,,,,
2019-05-28,21:50:00,27.087,71.240,,,,,
2019-05-28,21:55:00,27.087,71.985,,,,,
2019-05-28,22:00:00,27.087,72.610,,,,,
