"Date","Time, GMT-04:00","Temp, °C","RH, %","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
2019-05-28,14:00:00,41.036,36.825,Logged,,,,
2019-05-28,14:05:00,41.502,35.413,,,,,
2019-05-28,14:10:00,42.356,36.222,,,,,
2019-05-28,14:15:00,43.133,35.179,,,,,
2019-05-28,14:20:00,43.314,33.725,,,,,
2019-05-28,14:25:00,43.404,33.031,,,,,
2019-05-28,14:30:00,43.829,33.806,,,,,
2019-05-28,14:35:00,43.982,34.030,,,,,
2019-05-28,14:40:00,43.921,34.866,,,,,
2019-05-28,14:45:00,44.012,31.038,,,,,
2019-05-28,14:50:00,44.043,31.676,,,,,
2019-05-28,14:55:00,44.104,32.387,,,,,
2019-05-28,15:00:00,43.799,32.925,,,,,
2019-05-28,15:05:00,43.799,33.557,,,,,
2019-05-28,15:10:00,42.923,31.372,,,,,
2019-05-28,15:15:00,41.619,34.623,,,,,
2019-05-28,15:20:00,40.200,38.364,,,,,
2019-05-28,15:25:00,39.121,36.642,,,,,
2019-05-28,15:30:00,38.644,38.893,,,,,
2019-05-28,15:35:00,37.783,39.658,,,,,
2019-05-28,15:40:00,37.673,43.201,,,,,
2019-05-28,15:45:00,37.673,41.242,,,,,
2019-05-28,15:50:00,37.453,43.513,,,,,
2019-05-28,15:55:00,37.563,42.751,,,,,
2019-05-28,16:00:00,37.425,42.635,,,,,
2019-05-28,16:05:00,37.673,40.700,,,,,
2019-05-28,16:10:00,38.087,42.640,,,,,
2019-05-28,16:15:00,37.921,39.570,,,,,
2019-05-28,16:20:00,38.337,38.863,,,,,
2019-05-28,16:25:00,38.282,40.968,,,,,
2019-05-28,16:30:00,37.976,40.052,,,,,
2019-05-28,16:35:00,38.087,39.587,,,,,
2019-05-28,16:40:00,38.812,38.979,,,,,
2019-05-28,16:45:00,39.658,36.797,,,,,
2019-05-28,16:50:00,39.829,36.882,,,,,
2019-05-28,16:55:00,40.257,35.783,,,,,
2019-05-28,17:00:00,40.400,36.384,,,,,
2019-05-28,17:05:00,40.171,35.325,,,,,
2019-05-28,17:10:00,40.142,36.567,,,,,
2019-05-28,17:15:00,40.057,36.904,,,,,
2019-05-28,17:20:00,39.971,37.275,,,,,
