"Date","Time, GMT-04:00","Temp, °C","RH, %","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
2019-05-28,12:00:00,43.556,34.798,Logged,,,,
2019-05-28,12:05:00,45.092,32.117,,,,,
2019-05-28,12:10:00,45.687,33.016,,,,,
2019-05-28,12:15:00,45.436,33.735,,,,,
2019-05-28,12:20:00,45.750,30.540,,,,,
2019-05-28,12:25:00,45.530,32.154,,,,,
2019-05-28,12:30:00,45.248,32.272,,,,,
2019-05-28,12:35:00,45.373,30.723,,,,,
2019-05-28,12:40:00,45.154,31.202,,,,,
2019-05-28,12:45:00,45.217,32.057,,,,,
2019-05-28,12:50:00,44.781,32.197,,,,,
2019-05-28,12:55:00,44.319,31.487,,,,,
2019-05-28,13:00:00,44.073,31.961,,,,,
2019-05-28,13:05:00,44.380,32.939,,,,,
2019-05-28,13:10:00,44.658,34.651,,,,,
2019-05-28,13:15:00,45.467,32.219,,,,,
2019-05-28,13:20:00,46.130,29.429,,,,,
2019-05-28,13:25:00,46.673,28.899,,,,,
2019-05-28,13:30:00,47.515,28.820,,,,,
2019-05-28,13:35:00,47.744,27.327,,,,,
2019-05-28,13:40:00,46.995,29.031,,,,,
2019-05-28,13:45:00,47.060,28.929,,,,,
2019-05-28,13:50:00,47.744,26.534,,,,,
2019-05-28,13:55:00,47.875,27.193,,,,,
2019-05-28,14:00:00,47.678,25.662,,,,,
2019-05-28,14:05:00,47.678,26.962,,,,,
2019-05-28,14:10:00,48.637,25.728,,,,,
2019-05-28,14:15:00,48.838,26.358,,,,,
2019-05-28,14:20:00,48.504,25.284,,,,,
2019-05-28,14:25:00,48.938,25.459,,,,,
2019-05-28,14:30:00,49.513,26.152,,,,,
2019-05-28,14:35:00,49.717,24.638,,,,,
2019-05-28,14:40:00,49.377,25.489,,,,,
2019-05-28,14:45:00,49.006,25.826,,,,,
2019-05-28,14:50:00,48.737,23.846,,,,,
2019-05-28,14:55:00,48.205,27.649,,,,,
2019-05-28,15:00:00,46.802,24.952,,,,,
2019-05-28,15:05:00,44.658,30.452,,,,,
2019-05-28,15:10:00,43.586,33.082,,,,,
2019-05-28,15:15:00,43.013,30.886,,,,,
2019-05-28,15:20:00,42.863,34.595,,,,,
2019-05-28,15:25:00,42.001,32.700,,,,,
2019-05-28,15:30:00,41.065,33.737,,,,,
2019-05-28,15:35:00,41.298,34.002,,,,,
2019-05-28,15:40:00,42.386,33.294,,,,,
2019-05-28,15:45:00,41.825,33.385,,,,,
2019-05-28,15:50:00,41.152,35.554,,,,,
2019-05-28,15:55:00,40.142,34.733,,,,,
2019-05-28,16:00:00,38.840,39.767,,,,,
2019-05-28,16:05:00,38.980,41.449,,,,,
2019-05-28,16:10:00,38.980,39.747,,,,,
2019-05-28,16:15:00,38.532,42.689,,,,,
2019-05-28,16:20:00,38.143,40.783,,,,,
2019-05-28,16:25:00,37.535,42.309,,,,,
2019-05-28,16:30:00,36.960,41.369,,,,,
2019-05-28,16:35:00,36.715,45.072,,,,,
2019-05-28,16:40:00,36.633,45.430,,,,,
2019-05-28,16:45:00,36.579,43.550,,,,,
2019-05-28,16:50:00,36.335,44.058,,,,,
2019-05-28,16:55:00,35.958,45.051,,,,,
2019-05-28,17:00:00,35.850,46.336,,,,,
2019-05-28,17:05:00,35.716,44.823,,,,,
2019-05-28,17:10:00,35.422,46.815,,,,,
2019-05-28,17:15:00,35.022,48.287,,,,,
2019-05-28,17:20:00,34.704,48.049,,,,,
2019-05-28,17:25:00,34.519,48.092,,,,,
2019-05-28,17:30:00,34.413,51.094,,,,,
2019-05-28,17:35:00,34.229,48.254,,,,,
2019-05-28,17:40:00,34.150,48.770,,,,,
2019-05-28,17:45:00,33.940,49.333,,,,,
2019-05-28,17:50:00,33.757,49.899,,,,,
2019-05-28,17:55:00,33.652,52.975,,,,,
2019-05-28,18:00:00,33.626,52.971,,,,,
2019-05-28,18:05:00,33.521,53.797,,,,,
2019-05-28,18:10:00,33.365,52.709,,,,,
2019-05-28,18:15:00,33.209,56.867,,,,,
2019-05-28,18:20:00,33.157,56.284,,,,,
2019-05-28,18:25:00,33.261,56.970,,,,,
2019-05-28,18:30:00,33.365,54.774,,,,,
2019-05-28,18:35:00,33.313,56.786,,,,,
2019-05-28,18:40:00,32.924,56.538,,,,,
2019-05-28,18:45:00,32.381,58.684,,,,,
2019-05-28,18:50:00,31.740,60.385,,,,,
2019-05-28,18:55:00,31.001,62.584,,,,,
2019-05-28,19:00:00,30.394,65.673,,,,,
2019-05-28,19:05:00,29.840,67.539,,,,,
2019-05-28,19:10:00,29.365,68.794,,,,,
2019-05-28,19:15:00,29.040,69.675,,,,,
2019-05-28,19:20:00,28.841,70.724,,,,,
2019-05-28,19:25:00,28.667,71.383,,,,,
2019-05-28,19:30:00,28.468,71.316,,,,,
2019-05-28,19:35:00,28.270,72.804,,,,,
2019-05-28,19:40:00,28.023,73.174,,,,,
2019-05-28,19:45:00,27.751,73.835,,,,,
2019-05-28,19:50:00,27.456,75.196,,,,,
2019-05-28,19:55:00,27.112,75.835,,,,,
2019-05-28,20:00:00,26.769,77.171,,,,,
2019-05-28,20:05:00,26.475,77.578,,,,,
2019-05-28,20:10:00,26.182,78.274,,,,,
2019-05-28,20:15:00,25.890,79.428,,,,,
2019-05-28,20:20:00,25.598,80.403,,,,,
2019-05-28,20:25:00,25.355,81.097,,,,,
2019-05-28,20:30:00,25.113,81.216,,,,,
2019-05-28,20:35:00,24.871,82.219,,,,,
2019-05-28,20:40:00,24.653,82.966,,,,,
2019-05-28,20:45:00,24.436,84.076,,,,,
2019-05-28,20:50:00,24.267,84.713,,,,,
2019-05-28,20:55:00,24.074,85.007,,,,,
2019-05-28,21:00:00,23.857,85.629,,,,,
2019-05-28,21:05:00,23.665,86.143,,,,,
2019-05-28,21:10:00,23.472,86.822,,,,,
2019-05-28,21:15:00,23.280,87.055,,,,,
2019-05-28,21:20:00,23.088,87.343,,,,,
2019-05-28,21:25:00,22.896,87.933,,,,,
2019-05-28,21:30:00,22.705,88.411,,,,,
2019-05-28,21:35:00,22.561,88.652,,,,,
2019-05-28,21:40:00,22.441,88.952,,,,,
2019-05-28,21:45:00,22.321,89.170,,,,,
2019-05-28,21:50:00,22.226,89.230,,,,,
2019-05-28,21:55:00,22.130,89.261,,,,,
2019-05-28,22:00:00,22.011,89.233,,,,,
2019-05-28,22:05:00,21.939,89.188,,,,,
2019-05-28,22:10:00,21.843,89.111,,,,,
2019-05-28,22:15:00,21.772,89.066,,,,,
2019-05-28,22:20:00,21.724,89.000,,,,,
2019-05-28,22:25:00,21.676,88.880,,,,,
2019-05-28,22:30:00,21.628,88.677,,,,,
2019-05-28,22:35:00,21.604,88.398,,,,,
2019-05-28,22:40:00,21.557,88.085,,,,,
2019-05-28,22:45:00,21.509,87.799,,,,,
2019-05-28,22:50:00,21.413,87.667,,,,,
