date,time,tempC,location,probe_type,id
2017-07-06,11:53:43,53.49,25cm,old,flame3
2017-07-06,11:53:44,53.17,25cm,old,flame3
2017-07-06,11:53:45,47.58,25cm,old,flame3
2017-07-06,11:53:46,43.96,25cm,old,flame3
2017-07-06,11:53:47,41.31,25cm,old,flame3
2017-07-06,11:53:48,49.23,25cm,old,flame3
2017-07-06,11:53:49,45.61,25cm,old,flame3
2017-07-06,11:53:50,53.82,25cm,old,flame3
2017-07-06,11:53:51,53.49,25cm,old,flame3
2017-07-06,11:53:52,54.48,25cm,old,flame3
2017-07-06,11:53:53,46.26,25cm,old,flame3
2017-07-06,11:53:54,43.3,25cm,old,flame3
2017-07-06,11:53:55,48.24,25cm,old,flame3
2017-07-06,11:53:56,55.79,25cm,old,flame3
2017-07-06,11:53:57,57.75,25cm,old,flame3
2017-07-06,11:53:58,55.46,25cm,old,flame3
2017-07-06,11:53:59,54.81,25cm,old,flame3
2017-07-06,11:54:00,49.88,25cm,old,flame3
2017-07-06,11:54:01,48.57,25cm,old,flame3
2017-07-06,11:54:02,51.85,25cm,old,flame3
2017-07-06,11:54:03,51.85,25cm,old,flame3
2017-07-06,11:54:04,49.23,25cm,old,flame3
2017-07-06,11:54:05,46.26,25cm,old,flame3
2017-07-06,11:54:06,45.94,25cm,old,flame3
2017-07-06,11:54:07,42.97,25cm,old,flame3
2017-07-06,11:54:08,40.32,25cm,old,flame3
2017-07-06,11:54:09,39.99,25cm,old,flame3
2017-07-06,11:54:10,40.98,25cm,old,flame3
2017-07-06,11:54:11,47.91,25cm,old,flame3
2017-07-06,11:54:12,50.54,25cm,old,flame3
2017-07-06,11:54:13,46.92,25cm,old,flame3
2017-07-06,11:54:14,40.65,25cm,old,flame3
2017-07-06,11:54:15,39.99,25cm,old,flame3
2017-07-06,11:54:16,50.87,25cm,old,flame3
2017-07-06,11:54:17,44.95,25cm,old,flame3
2017-07-06,11:54:18,49.88,25cm,old,flame3
2017-07-06,11:54:19,48.9,25cm,old,flame3
2017-07-06,11:54:20,59.06,25cm,old,flame3
2017-07-06,11:54:21,65.92,25cm,old,flame3
2017-07-06,11:54:22,64.94,25cm,old,flame3
2017-07-06,11:54:23,67.87,25cm,old,flame3
2017-07-06,11:54:24,64.28,25cm,old,flame3
2017-07-06,11:54:25,61.02,25cm,old,flame3
2017-07-06,11:54:26,57.75,25cm,old,flame3
2017-07-06,11:54:27,59.39,25cm,old,flame3
2017-07-06,11:54:28,56.12,25cm,old,flame3
2017-07-06,11:54:29,58.08,25cm,old,flame3
2017-07-06,11:54:30,56.77,25cm,old,flame3
2017-07-06,11:54:31,54.15,25cm,old,flame3
2017-07-06,11:54:32,54.48,25cm,old,flame3
2017-07-06,11:54:33,59.39,25cm,old,flame3
2017-07-06,11:54:34,64.61,25cm,old,flame3
2017-07-06,11:54:35,68.2,25cm,old,flame3
2017-07-06,11:54:36,63.63,25cm,old,flame3
2017-07-06,11:54:37,57.1,25cm,old,flame3
2017-07-06,11:54:38,60.69,25cm,old,flame3
2017-07-06,11:54:39,49.56,25cm,old,flame3
2017-07-06,11:54:40,54.15,25cm,old,flame3
2017-07-06,11:54:41,50.21,25cm,old,flame3
2017-07-06,11:54:42,52.18,25cm,old,flame3
2017-07-06,11:54:43,58.41,25cm,old,flame3
2017-07-06,11:54:44,56.77,25cm,old,flame3
2017-07-06,11:54:45,55.46,25cm,old,flame3
2017-07-06,11:54:46,50.54,25cm,old,flame3
2017-07-06,11:54:47,60.04,25cm,old,flame3
2017-07-06,11:54:48,60.04,25cm,old,flame3
2017-07-06,11:54:49,61.02,25cm,old,flame3
2017-07-06,11:54:50,58.73,25cm,old,flame3
2017-07-06,11:54:51,58.41,25cm,old,flame3
2017-07-06,11:54:52,76.34,25cm,old,flame3
2017-07-06,11:54:53,103.79,25cm,old,flame3
2017-07-06,11:54:54,80.25,25cm,old,flame3
2017-07-06,11:54:55,70.81,25cm,old,flame3
2017-07-06,11:54:56,62.98,25cm,old,flame3
2017-07-06,11:54:57,50.87,25cm,old,flame3
2017-07-06,11:54:58,44.62,25cm,old,flame3
2017-07-06,11:54:59,45.28,25cm,old,flame3
2017-07-06,11:55:00,47.58,25cm,old,flame3
2017-07-06,11:55:01,60.04,25cm,old,flame3
2017-07-06,11:55:02,64.28,25cm,old,flame3
2017-07-06,11:55:03,53.82,25cm,old,flame3
2017-07-06,11:55:04,52.18,25cm,old,flame3
2017-07-06,11:55:05,53.17,25cm,old,flame3
2017-07-06,11:55:06,61.35,25cm,old,flame3
2017-07-06,11:55:07,56.44,25cm,old,flame3
2017-07-06,11:55:08,75.04,25cm,old,flame3
2017-07-06,11:55:09,70.15,25cm,old,flame3
2017-07-06,11:55:10,76.67,25cm,old,flame3
2017-07-06,11:55:11,73.09,25cm,old,flame3
2017-07-06,11:55:12,61.67,25cm,old,flame3
2017-07-06,11:55:13,69.83,25cm,old,flame3
2017-07-06,11:55:14,63.96,25cm,old,flame3
2017-07-06,11:55:15,69.5,25cm,old,flame3
2017-07-06,11:55:16,96.9,25cm,old,flame3
2017-07-06,11:55:17,79.6,25cm,old,flame3
2017-07-06,11:55:18,77.32,25cm,old,flame3
2017-07-06,11:55:19,77.97,25cm,old,flame3
2017-07-06,11:55:20,70.48,25cm,old,flame3
2017-07-06,11:55:21,54.48,25cm,old,flame3
2017-07-06,11:55:22,47.91,25cm,old,flame3
2017-07-06,11:55:23,44.95,25cm,old,flame3
2017-07-06,11:55:24,52.84,25cm,old,flame3
2017-07-06,11:55:25,53.17,25cm,old,flame3
2017-07-06,11:55:26,54.81,25cm,old,flame3
2017-07-06,11:55:27,71.78,25cm,old,flame3
2017-07-06,11:55:28,91.67,25cm,old,flame3
2017-07-06,11:55:29,163.21,25cm,old,flame3
2017-07-06,11:55:30,109.71,25cm,old,flame3
2017-07-06,11:55:31,86.45,25cm,old,flame3
2017-07-06,11:55:32,72.43,25cm,old,flame3
2017-07-06,11:55:33,73.41,25cm,old,flame3
2017-07-06,11:55:34,81.88,25cm,old,flame3
2017-07-06,11:55:35,96.9,25cm,old,flame3
2017-07-06,11:55:36,100.18,25cm,old,flame3
2017-07-06,11:55:37,98.21,25cm,old,flame3
2017-07-06,11:55:38,84.16,25cm,old,flame3
2017-07-06,11:55:39,70.48,25cm,old,flame3
2017-07-06,11:55:40,74.39,25cm,old,flame3
2017-07-06,11:55:41,65.59,25cm,old,flame3
2017-07-06,11:55:42,58.73,25cm,old,flame3
2017-07-06,11:55:43,68.52,25cm,old,flame3
2017-07-06,11:55:44,77,25cm,old,flame3
2017-07-06,11:55:45,64.94,25cm,old,flame3
2017-07-06,11:55:46,64.61,25cm,old,flame3
2017-07-06,11:55:47,63.63,25cm,old,flame3
2017-07-06,11:55:48,64.28,25cm,old,flame3
2017-07-06,11:55:49,63.63,25cm,old,flame3
2017-07-06,11:55:50,61.02,25cm,old,flame3
2017-07-06,11:55:51,63.96,25cm,old,flame3
2017-07-06,11:55:52,56.77,25cm,old,flame3
2017-07-06,11:55:53,50.87,25cm,old,flame3
2017-07-06,11:55:54,52.18,25cm,old,flame3
2017-07-06,11:55:55,51.85,25cm,old,flame3
2017-07-06,11:55:56,53.82,25cm,old,flame3
2017-07-06,11:55:57,57.1,25cm,old,flame3
2017-07-06,11:55:58,57.75,25cm,old,flame3
2017-07-06,11:55:59,57.1,25cm,old,flame3
2017-07-06,11:56:00,59.39,25cm,old,flame3
2017-07-06,11:56:01,59.06,25cm,old,flame3
2017-07-06,11:56:02,60.04,25cm,old,flame3
2017-07-06,11:56:03,65.26,25cm,old,flame3
2017-07-06,11:56:04,71.46,25cm,old,flame3
2017-07-06,11:56:05,66.57,25cm,old,flame3
2017-07-06,11:56:06,64.61,25cm,old,flame3
2017-07-06,11:56:07,54.48,25cm,old,flame3
2017-07-06,11:56:08,53.17,25cm,old,flame3
2017-07-06,11:56:09,46.26,25cm,old,flame3
2017-07-06,11:56:10,43.63,25cm,old,flame3
2017-07-06,11:56:11,44.29,25cm,old,flame3
2017-07-06,11:56:12,44.95,25cm,old,flame3
2017-07-06,11:56:13,44.95,25cm,old,flame3
2017-07-06,11:56:14,44.95,25cm,old,flame3
2017-07-06,11:56:15,44.62,25cm,old,flame3
2017-07-06,11:56:16,45.28,25cm,old,flame3
2017-07-06,11:56:17,46.59,25cm,old,flame3
2017-07-06,11:56:18,47.25,25cm,old,flame3
2017-07-06,11:56:19,47.91,25cm,old,flame3
2017-07-06,11:56:20,48.57,25cm,old,flame3
2017-07-06,11:56:21,51.53,25cm,old,flame3
2017-07-06,11:56:22,50.21,25cm,old,flame3
2017-07-06,11:56:23,47.91,25cm,old,flame3
2017-07-06,11:56:24,49.23,25cm,old,flame3
2017-07-06,11:56:25,49.23,25cm,old,flame3
2017-07-06,11:56:26,47.58,25cm,old,flame3
2017-07-06,11:56:27,46.26,25cm,old,flame3
2017-07-06,11:56:28,44.62,25cm,old,flame3
2017-07-06,11:56:29,44.62,25cm,old,flame3
2017-07-06,11:56:30,46.92,25cm,old,flame3
2017-07-06,12:24:40,57.75,0cm,old,flame4
2017-07-06,12:24:41,59.06,0cm,old,flame4
2017-07-06,12:24:42,61.02,0cm,old,flame4
2017-07-06,12:24:43,62.98,0cm,old,flame4
2017-07-06,12:24:44,63.63,0cm,old,flame4
2017-07-06,12:24:45,64.61,0cm,old,flame4
2017-07-06,12:24:46,65.26,0cm,old,flame4
2017-07-06,12:24:47,65.59,0cm,old,flame4
2017-07-06,12:24:48,66.24,0cm,old,flame4
2017-07-06,12:24:49,66.57,0cm,old,flame4
2017-07-06,12:24:50,67.55,0cm,old,flame4
2017-07-06,12:24:51,70.15,0cm,old,flame4
2017-07-06,12:24:52,75.04,0cm,old,flame4
2017-07-06,12:24:53,82.53,0cm,old,flame4
2017-07-06,12:24:54,92.98,0cm,old,flame4
2017-07-06,12:24:55,116.65,0cm,old,flame4
2017-07-06,12:24:56,160.5,0cm,old,flame4
2017-07-06,12:24:57,205.24,0cm,old,flame4
2017-07-06,12:24:58,301.76,0cm,old,flame4
2017-07-06,12:24:59,315.46,0cm,old,flame4
2017-07-06,12:25:00,344.68,0cm,old,flame4
2017-07-06,12:25:01,396.29,0cm,old,flame4
2017-07-06,12:25:02,427.06,0cm,old,flame4
2017-07-06,12:25:03,478.1,0cm,old,flame4
2017-07-06,12:25:04,632.56,0cm,old,flame4
2017-07-06,12:25:05,678.48,0cm,old,flame4
2017-07-06,12:25:06,713.09,0cm,old,flame4
2017-07-06,12:25:07,684.94,0cm,old,flame4
2017-07-06,12:25:08,607,0cm,old,flame4
2017-07-06,12:25:09,457.06,0cm,old,flame4
2017-07-06,12:25:10,428.98,0cm,old,flame4
2017-07-06,12:25:11,360.53,0cm,old,flame4
2017-07-06,12:25:12,279.46,0cm,old,flame4
2017-07-06,12:25:13,246.97,0cm,old,flame4
2017-07-06,12:25:14,204.57,0cm,old,flame4
2017-07-06,12:25:15,177.1,0cm,old,flame4
2017-07-06,12:25:16,154.76,0cm,old,flame4
2017-07-06,12:25:17,131.27,0cm,old,flame4
2017-07-06,12:25:18,109.38,0cm,old,flame4
2017-07-06,12:25:19,116.98,0cm,old,flame4
2017-07-06,12:25:20,111.36,0cm,old,flame4
2017-07-06,12:25:21,93.63,0cm,old,flame4
2017-07-06,12:25:22,81.88,0cm,old,flame4
2017-07-06,12:25:23,89.39,0cm,old,flame4
2017-07-06,12:25:24,82.21,0cm,old,flame4
2017-07-06,12:25:25,80.58,0cm,old,flame4
2017-07-06,12:25:26,76.67,0cm,old,flame4
2017-07-06,12:25:27,73.74,0cm,old,flame4
2017-07-06,12:25:28,67.87,0cm,old,flame4
2017-07-06,12:25:29,70.15,0cm,old,flame4
2017-07-06,12:25:30,73.09,0cm,old,flame4
2017-07-06,12:25:31,67.87,0cm,old,flame4
2017-07-06,12:25:32,68.85,0cm,old,flame4
2017-07-06,12:25:33,68.85,0cm,old,flame4
2017-07-06,12:25:34,65.59,0cm,old,flame4
2017-07-06,12:25:35,66.57,0cm,old,flame4
2017-07-06,12:25:36,64.61,0cm,old,flame4
2017-07-06,12:25:37,62.98,0cm,old,flame4
2017-07-06,12:25:38,64.28,0cm,old,flame4
2017-07-06,12:25:39,61.67,0cm,old,flame4
2017-07-06,12:25:40,62,0cm,old,flame4
2017-07-06,12:25:41,59.71,0cm,old,flame4
2017-07-06,12:25:42,56.77,0cm,old,flame4
2017-07-06,12:25:43,60.37,0cm,old,flame4
2017-07-06,12:25:44,59.06,0cm,old,flame4
2017-07-06,12:25:45,60.69,0cm,old,flame4
2017-07-06,12:25:46,62.98,0cm,old,flame4
2017-07-06,12:25:47,60.04,0cm,old,flame4
2017-07-06,12:25:48,60.04,0cm,old,flame4
2017-07-06,12:25:49,55.46,0cm,old,flame4
2017-07-06,12:25:50,56.12,0cm,old,flame4
2017-07-06,12:25:51,55.46,0cm,old,flame4
2017-07-06,12:25:52,52.51,0cm,old,flame4
2017-07-06,12:25:53,55.13,0cm,old,flame4
2017-07-06,12:25:54,57.42,0cm,old,flame4
2017-07-06,12:25:55,53.82,0cm,old,flame4
2017-07-06,12:25:56,53.82,0cm,old,flame4
2017-07-06,12:25:57,51.2,0cm,old,flame4
2017-07-06,12:25:58,49.88,0cm,old,flame4
2017-07-06,12:25:59,49.88,0cm,old,flame4
2017-07-06,12:26:00,48.9,0cm,old,flame4
2017-07-06,12:26:01,47.91,0cm,old,flame4
2017-07-06,12:26:02,48.57,0cm,old,flame4
2017-07-06,12:26:03,48.9,0cm,old,flame4
2017-07-06,12:26:04,47.25,0cm,old,flame4
2017-07-06,12:26:05,49.88,0cm,old,flame4
2017-07-06,12:26:06,51.2,0cm,old,flame4
2017-07-06,12:26:07,49.23,0cm,old,flame4
2017-07-06,12:26:08,49.56,0cm,old,flame4
2017-07-06,12:26:09,51.85,0cm,old,flame4
2017-07-06,12:26:10,51.53,0cm,old,flame4
2017-07-06,12:26:11,51.2,0cm,old,flame4
2017-07-06,12:26:12,50.21,0cm,old,flame4
2017-07-06,12:26:13,48.9,0cm,old,flame4
2017-07-06,12:26:14,46.59,0cm,old,flame4
2017-07-06,12:26:15,46.92,0cm,old,flame4
2017-07-06,12:26:16,44.62,0cm,old,flame4
2017-07-06,12:26:17,42.97,0cm,old,flame4
2017-07-06,12:26:18,42.64,0cm,old,flame4
2017-07-06,12:26:19,42.3,0cm,old,flame4
2017-07-06,12:26:20,43.96,0cm,old,flame4
2017-07-06,12:26:21,49.56,0cm,old,flame4
2017-07-06,12:26:22,51.53,0cm,old,flame4
2017-07-06,12:26:23,51.85,0cm,old,flame4
2017-07-06,12:26:24,50.54,0cm,old,flame4
2017-07-06,12:26:25,47.91,0cm,old,flame4
2017-07-06,12:26:26,46.59,0cm,old,flame4
2017-07-06,12:26:27,46.59,0cm,old,flame4
2017-07-06,12:26:28,47.91,0cm,old,flame4
2017-07-06,12:26:29,50.21,0cm,old,flame4
2017-07-06,12:26:30,49.88,0cm,old,flame4
2017-07-06,12:26:31,49.88,0cm,old,flame4
2017-07-06,12:26:32,50.21,0cm,old,flame4
2017-07-06,12:26:33,50.21,0cm,old,flame4
2017-07-06,12:26:34,46.59,0cm,old,flame4
2017-07-06,12:26:35,44.29,0cm,old,flame4
2017-07-06,12:26:36,44.62,0cm,old,flame4
2017-07-06,12:26:37,44.95,0cm,old,flame4
2017-07-06,12:26:38,44.29,0cm,old,flame4
2017-07-06,12:26:39,43.96,0cm,old,flame4
2017-07-06,12:26:40,45.28,0cm,old,flame4
2017-07-06,12:26:41,46.26,0cm,old,flame4
2017-07-06,12:26:42,47.25,0cm,old,flame4
2017-07-06,12:26:43,48.57,0cm,old,flame4
2017-07-06,12:26:44,48.57,0cm,old,flame4
2017-07-06,12:26:45,48.24,0cm,old,flame4
2017-07-06,12:26:46,47.25,0cm,old,flame4
2017-07-06,12:26:47,46.26,0cm,old,flame4
2017-07-06,12:26:48,43.63,0cm,old,flame4
2017-07-06,12:26:49,43.3,0cm,old,flame4
2017-07-06,12:26:50,44.62,0cm,old,flame4
2017-07-06,12:24:40,57.75,25cm,old,flame4
2017-07-06,12:24:41,59.06,25cm,old,flame4
2017-07-06,12:24:42,61.02,25cm,old,flame4
2017-07-06,12:24:43,62.98,25cm,old,flame4
2017-07-06,12:24:44,63.63,25cm,old,flame4
2017-07-06,12:24:45,64.61,25cm,old,flame4
2017-07-06,12:24:46,65.26,25cm,old,flame4
2017-07-06,12:24:47,65.59,25cm,old,flame4
2017-07-06,12:24:48,66.24,25cm,old,flame4
2017-07-06,12:24:49,66.57,25cm,old,flame4
2017-07-06,12:24:50,67.55,25cm,old,flame4
2017-07-06,12:24:51,70.15,25cm,old,flame4
2017-07-06,12:24:52,75.04,25cm,old,flame4
2017-07-06,12:24:53,82.53,25cm,old,flame4
2017-07-06,12:24:54,92.98,25cm,old,flame4
2017-07-06,12:24:55,116.65,25cm,old,flame4
2017-07-06,12:24:56,160.5,25cm,old,flame4
2017-07-06,12:24:57,205.24,25cm,old,flame4
2017-07-06,12:24:58,301.76,25cm,old,flame4
2017-07-06,12:24:59,315.46,25cm,old,flame4
2017-07-06,12:25:00,344.68,25cm,old,flame4
2017-07-06,12:25:01,396.29,25cm,old,flame4
2017-07-06,12:25:02,427.06,25cm,old,flame4
2017-07-06,12:25:03,478.1,25cm,old,flame4
2017-07-06,12:25:04,632.56,25cm,old,flame4
2017-07-06,12:25:05,678.48,25cm,old,flame4
2017-07-06,12:25:06,713.09,25cm,old,flame4
2017-07-06,12:25:07,684.94,25cm,old,flame4
2017-07-06,12:25:08,607,25cm,old,flame4
2017-07-06,12:25:09,457.06,25cm,old,flame4
2017-07-06,12:25:10,428.98,25cm,old,flame4
2017-07-06,12:25:11,360.53,25cm,old,flame4
2017-07-06,12:25:12,279.46,25cm,old,flame4
2017-07-06,12:25:13,246.97,25cm,old,flame4
2017-07-06,12:25:14,204.57,25cm,old,flame4
2017-07-06,12:25:15,177.1,25cm,old,flame4
2017-07-06,12:25:16,154.76,25cm,old,flame4
2017-07-06,12:25:17,131.27,25cm,old,flame4
2017-07-06,12:25:18,109.38,25cm,old,flame4
2017-07-06,12:25:19,116.98,25cm,old,flame4
2017-07-06,12:25:20,111.36,25cm,old,flame4
2017-07-06,12:25:21,93.63,25cm,old,flame4
2017-07-06,12:25:22,81.88,25cm,old,flame4
2017-07-06,12:25:23,89.39,25cm,old,flame4
2017-07-06,12:25:24,82.21,25cm,old,flame4
2017-07-06,12:25:25,80.58,25cm,old,flame4
2017-07-06,12:25:26,76.67,25cm,old,flame4
2017-07-06,12:25:27,73.74,25cm,old,flame4
2017-07-06,12:25:28,67.87,25cm,old,flame4
2017-07-06,12:25:29,70.15,25cm,old,flame4
2017-07-06,12:25:30,73.09,25cm,old,flame4
2017-07-06,12:25:31,67.87,25cm,old,flame4
2017-07-06,12:25:32,68.85,25cm,old,flame4
2017-07-06,12:25:33,68.85,25cm,old,flame4
2017-07-06,12:25:34,65.59,25cm,old,flame4
2017-07-06,12:25:35,66.57,25cm,old,flame4
2017-07-06,12:25:36,64.61,25cm,old,flame4
2017-07-06,12:25:37,62.98,25cm,old,flame4
2017-07-06,12:25:38,64.28,25cm,old,flame4
2017-07-06,12:25:39,61.67,25cm,old,flame4
2017-07-06,12:25:40,62,25cm,old,flame4
2017-07-06,12:25:41,59.71,25cm,old,flame4
2017-07-06,12:25:42,56.77,25cm,old,flame4
2017-07-06,12:25:43,60.37,25cm,old,flame4
2017-07-06,12:25:44,59.06,25cm,old,flame4
2017-07-06,12:25:45,60.69,25cm,old,flame4
2017-07-06,12:25:46,62.98,25cm,old,flame4
2017-07-06,12:25:47,60.04,25cm,old,flame4
2017-07-06,12:25:48,60.04,25cm,old,flame4
2017-07-06,12:25:49,55.46,25cm,old,flame4
2017-07-06,12:25:50,56.12,25cm,old,flame4
2017-07-06,12:25:51,55.46,25cm,old,flame4
2017-07-06,12:25:52,52.51,25cm,old,flame4
2017-07-06,12:25:53,55.13,25cm,old,flame4
2017-07-06,12:25:54,57.42,25cm,old,flame4
2017-07-06,12:25:55,53.82,25cm,old,flame4
2017-07-06,12:25:56,53.82,25cm,old,flame4
2017-07-06,12:25:57,51.2,25cm,old,flame4
2017-07-06,12:25:58,49.88,25cm,old,flame4
2017-07-06,12:25:59,49.88,25cm,old,flame4
2017-07-06,12:26:00,48.9,25cm,old,flame4
2017-07-06,12:26:01,47.91,25cm,old,flame4
2017-07-06,12:26:02,48.57,25cm,old,flame4
2017-07-06,12:26:03,48.9,25cm,old,flame4
2017-07-06,12:26:04,47.25,25cm,old,flame4
2017-07-06,12:26:05,49.88,25cm,old,flame4
2017-07-06,12:26:06,51.2,25cm,old,flame4
2017-07-06,12:26:07,49.23,25cm,old,flame4
2017-07-06,12:26:08,49.56,25cm,old,flame4
2017-07-06,12:26:09,51.85,25cm,old,flame4
2017-07-06,12:26:10,51.53,25cm,old,flame4
2017-07-06,12:26:11,51.2,25cm,old,flame4
2017-07-06,12:26:12,50.21,25cm,old,flame4
2017-07-06,12:26:13,48.9,25cm,old,flame4
2017-07-06,12:26:14,46.59,25cm,old,flame4
2017-07-06,12:26:15,46.92,25cm,old,flame4
2017-07-06,12:26:16,44.62,25cm,old,flame4
2017-07-06,12:26:17,42.97,25cm,old,flame4
2017-07-06,12:26:18,42.64,25cm,old,flame4
2017-07-06,12:26:19,42.3,25cm,old,flame4
2017-07-06,12:26:20,43.96,25cm,old,flame4
2017-07-06,12:26:21,49.56,25cm,old,flame4
2017-07-06,12:26:22,51.53,25cm,old,flame4
2017-07-06,12:26:23,51.85,25cm,old,flame4
2017-07-06,12:26:24,50.54,25cm,old,flame4
2017-07-06,12:26:25,47.91,25cm,old,flame4
2017-07-06,12:26:26,46.59,25cm,old,flame4
2017-07-06,12:26:27,46.59,25cm,old,flame4
2017-07-06,12:26:28,47.91,25cm,old,flame4
2017-07-06,12:26:29,50.21,25cm,old,flame4
2017-07-06,12:26:30,49.88,25cm,old,flame4
2017-07-06,12:26:31,49.88,25cm,old,flame4
2017-07-06,12:26:32,50.21,25cm,old,flame4
2017-07-06,12:26:33,50.21,25cm,old,flame4
2017-07-06,12:26:34,46.59,25cm,old,flame4
2017-07-06,12:26:35,44.29,25cm,old,flame4
2017-07-06,12:26:36,44.62,25cm,old,flame4
2017-07-06,12:26:37,44.95,25cm,old,flame4
2017-07-06,12:26:38,44.29,25cm,old,flame4
2017-07-06,12:26:39,43.96,25cm,old,flame4
2017-07-06,12:26:40,45.28,25cm,old,flame4
2017-07-06,12:26:41,46.26,25cm,old,flame4
2017-07-06,12:26:42,47.25,25cm,old,flame4
2017-07-06,12:26:43,48.57,25cm,old,flame4
2017-07-06,12:26:44,48.57,25cm,old,flame4
2017-07-06,12:26:45,48.24,25cm,old,flame4
2017-07-06,12:26:46,47.25,25cm,old,flame4
2017-07-06,12:26:47,46.26,25cm,old,flame4
2017-07-06,12:26:48,43.63,25cm,old,flame4
2017-07-06,12:26:49,43.3,25cm,old,flame4
2017-07-06,12:26:50,44.62,25cm,old,flame4
2017-07-06,12:24:40,33.68,50cm,old,flame4
2017-07-06,12:24:41,33.68,50cm,old,flame4
2017-07-06,12:24:42,34.01,50cm,old,flame4
2017-07-06,12:24:43,34.01,50cm,old,flame4
2017-07-06,12:24:44,34.34,50cm,old,flame4
2017-07-06,12:24:45,34.01,50cm,old,flame4
2017-07-06,12:24:46,34.01,50cm,old,flame4
2017-07-06,12:24:47,34.01,50cm,old,flame4
2017-07-06,12:24:48,34.34,50cm,old,flame4
2017-07-06,12:24:49,34.34,50cm,old,flame4
2017-07-06,12:24:50,35.34,50cm,old,flame4
2017-07-06,12:24:51,35.68,50cm,old,flame4
2017-07-06,12:24:52,35.68,50cm,old,flame4
2017-07-06,12:24:53,36.01,50cm,old,flame4
2017-07-06,12:24:54,35.68,50cm,old,flame4
2017-07-06,12:24:55,36.34,50cm,old,flame4
2017-07-06,12:24:56,36.34,50cm,old,flame4
2017-07-06,12:24:57,36.01,50cm,old,flame4
2017-07-06,12:24:58,35.68,50cm,old,flame4
2017-07-06,12:24:59,36.67,50cm,old,flame4
2017-07-06,12:25:00,37,50cm,old,flame4
2017-07-06,12:25:01,37.34,50cm,old,flame4
2017-07-06,12:25:02,37,50cm,old,flame4
2017-07-06,12:25:03,36.01,50cm,old,flame4
2017-07-06,12:25:04,36.67,50cm,old,flame4
2017-07-06,12:25:05,39.66,50cm,old,flame4
2017-07-06,12:25:06,42.97,50cm,old,flame4
2017-07-06,12:25:07,44.95,50cm,old,flame4
2017-07-06,12:25:08,44.62,50cm,old,flame4
2017-07-06,12:25:09,42.97,50cm,old,flame4
2017-07-06,12:25:10,40.32,50cm,old,flame4
2017-07-06,12:25:11,38.99,50cm,old,flame4
2017-07-06,12:25:12,39.66,50cm,old,flame4
2017-07-06,12:25:13,39.33,50cm,old,flame4
2017-07-06,12:25:14,38.33,50cm,old,flame4
2017-07-06,12:25:15,39.33,50cm,old,flame4
2017-07-06,12:25:16,39.66,50cm,old,flame4
2017-07-06,12:25:17,38,50cm,old,flame4
2017-07-06,12:25:18,36.67,50cm,old,flame4
2017-07-06,12:25:19,36.34,50cm,old,flame4
2017-07-06,12:25:20,36.67,50cm,old,flame4
2017-07-06,12:25:21,37,50cm,old,flame4
2017-07-06,12:25:22,37,50cm,old,flame4
2017-07-06,12:25:23,37,50cm,old,flame4
2017-07-06,12:25:24,40.32,50cm,old,flame4
2017-07-06,12:25:25,41.64,50cm,old,flame4
2017-07-06,12:25:26,44.62,50cm,old,flame4
2017-07-06,12:25:27,42.64,50cm,old,flame4
2017-07-06,12:25:28,40.65,50cm,old,flame4
2017-07-06,12:25:29,39.99,50cm,old,flame4
2017-07-06,12:25:30,38.66,50cm,old,flame4
2017-07-06,12:25:31,38.33,50cm,old,flame4
2017-07-06,12:25:32,38.99,50cm,old,flame4
2017-07-06,12:25:33,38.99,50cm,old,flame4
2017-07-06,12:25:34,42.64,50cm,old,flame4
2017-07-06,12:25:35,56.77,50cm,old,flame4
2017-07-06,12:25:36,56.44,50cm,old,flame4
2017-07-06,12:25:37,84.16,50cm,old,flame4
2017-07-06,12:25:38,82.86,50cm,old,flame4
2017-07-06,12:25:39,82.53,50cm,old,flame4
2017-07-06,12:25:40,78.62,50cm,old,flame4
2017-07-06,12:25:41,73.74,50cm,old,flame4
2017-07-06,12:25:42,93.31,50cm,old,flame4
2017-07-06,12:25:43,125.6,50cm,old,flame4
2017-07-06,12:25:44,146.01,50cm,old,flame4
2017-07-06,12:25:45,164.22,50cm,old,flame4
2017-07-06,12:25:46,165.24,50cm,old,flame4
2017-07-06,12:25:47,239.95,50cm,old,flame4
2017-07-06,12:25:48,187.61,50cm,old,flame4
2017-07-06,12:25:49,151.73,50cm,old,flame4
2017-07-06,12:25:50,128.6,50cm,old,flame4
2017-07-06,12:25:51,147.69,50cm,old,flame4
2017-07-06,12:25:52,164.22,50cm,old,flame4
2017-07-06,12:25:53,132.6,50cm,old,flame4
2017-07-06,12:25:54,136.61,50cm,old,flame4
2017-07-06,12:25:55,105.43,50cm,old,flame4
2017-07-06,12:25:56,93.96,50cm,old,flame4
2017-07-06,12:25:57,128.6,50cm,old,flame4
2017-07-06,12:25:58,268.9,50cm,old,flame4
2017-07-06,12:25:59,278.8,50cm,old,flame4
2017-07-06,12:26:00,210.66,50cm,old,flame4
2017-07-06,12:26:01,147.69,50cm,old,flame4
2017-07-06,12:26:02,125.6,50cm,old,flame4
2017-07-06,12:26:03,260.62,50cm,old,flame4
2017-07-06,12:26:04,271.21,50cm,old,flame4
2017-07-06,12:26:05,185.24,50cm,old,flame4
2017-07-06,12:26:06,133.27,50cm,old,flame4
2017-07-06,12:26:07,115.99,50cm,old,flame4
