"Plot Title:  20381821"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20381821, SEN S/N: 20381821, LBL: temp_C)","RH, % (LGR S/N: 20381821, SEN S/N: 20381821, LBL: RH_pct)","Coupler Detached (LGR S/N: 20381821)","Coupler Attached (LGR S/N: 20381821)","Host Connected (LGR S/N: 20381821)","Stopped (LGR S/N: 20381821)","End Of File (LGR S/N: 20381821)"
1,06/07/19 12:00:00 PM,26.207,92.000,Logged,,,,
2,06/07/19 12:05:00 PM,26.036,92.177,,,,,
3,06/07/19 12:10:00 PM,25.841,92.349,,,,,
4,06/07/19 12:15:00 PM,25.623,92.650,,,,,
5,06/07/19 12:20:00 PM,25.404,92.951,,,,,
6,06/07/19 12:25:00 PM,25.234,93.236,,,,,
7,06/07/19 12:30:00 PM,25.089,93.553,,,,,
8,06/07/19 12:35:00 PM,25.016,93.915,,,,,
9,06/07/19 12:40:00 PM,24.968,94.092,,,,,
10,06/07/19 12:45:00 PM,24.968,94.282,,,,,
11,06/07/19 12:50:00 PM,25.040,94.543,,,,,
12,06/07/19 12:55:00 PM,25.234,94.754,,,,,
13,06/07/19 01:00:00 PM,25.598,94.901,,,,,
14,06/07/19 01:05:00 PM,25.939,94.879,,,,,
15,06/07/19 01:10:00 PM,26.109,94.759,,,,,
16,06/07/19 01:15:00 PM,26.182,94.642,,,,,
17,06/07/19 01:20:00 PM,26.182,94.533,,,,,
18,06/07/19 01:25:00 PM,26.280,94.639,,,,,
19,06/07/19 01:30:00 PM,26.426,94.730,,,,,
20,06/07/19 01:35:00 PM,26.500,94.694,,,,,
21,06/07/19 01:40:00 PM,26.549,94.652,,,,,
22,06/07/19 01:45:00 PM,26.598,94.610,,,,,
23,06/07/19 01:50:00 PM,26.744,94.756,,,,,
24,06/07/19 01:55:00 PM,26.818,94.747,,,,,
25,06/07/19 02:00:00 PM,26.940,94.805,,,,,
26,06/07/19 02:05:00 PM,27.136,94.746,,,,,
27,06/07/19 02:10:00 PM,27.210,94.710,,,,,
28,06/07/19 02:15:00 PM,27.308,94.735,,,,,
29,06/07/19 02:20:00 PM,27.431,94.684,,,,,
30,06/07/19 02:25:00 PM,27.751,94.682,,,,,
31,06/07/19 02:30:00 PM,28.072,94.653,,,,,
32,06/07/19 02:35:00 PM,28.147,94.453,,,,,
33,06/07/19 02:40:00 PM,28.221,94.526,,,,,
34,06/07/19 02:45:00 PM,28.841,94.297,,,,,
35,06/07/19 02:50:00 PM,29.290,94.023,,,,,
36,06/07/19 02:55:00 PM,29.515,93.858,,,,,
37,06/07/19 03:00:00 PM,29.765,93.727,,,,,
38,06/07/19 03:05:00 PM,29.190,93.281,,,,,
39,06/07/19 03:10:00 PM,28.891,93.152,,,,,
40,06/07/19 03:15:00 PM,28.667,93.263,,,,,
41,06/07/19 03:20:00 PM,28.270,92.945,,,,,
42,06/07/19 03:25:00 PM,27.801,93.325,,,,,
43,06/07/19 03:30:00 PM,27.677,93.953,,,,,
44,06/07/19 03:35:00 PM,27.653,94.138,,,,,
45,06/07/19 03:40:00 PM,27.702,94.232,,,,,
46,06/07/19 03:45:00 PM,27.677,94.117,,,,,
47,06/07/19 03:50:00 PM,27.505,93.855,,,,,
48,06/07/19 03:55:00 PM,27.284,93.855,,,,,
49,06/07/19 04:00:00 PM,27.087,93.860,,,,,
50,06/07/19 04:05:00 PM,27.038,94.176,,,,,
51,06/07/19 04:10:00 PM,27.087,94.243,,,,,
52,06/07/19 04:15:00 PM,27.161,94.316,,,,,
53,06/07/19 04:20:00 PM,27.112,94.276,,,,,
54,06/07/19 04:25:00 PM,27.063,94.346,,,,,
55,06/07/19 04:30:00 PM,27.014,94.443,,,,,
56,06/07/19 04:35:00 PM,26.965,94.458,,,,,
57,06/07/19 04:40:00 PM,26.940,94.560,,,,,
58,06/07/19 04:45:00 PM,26.965,94.621,,,,,
59,06/07/19 04:50:00 PM,26.940,94.588,,,,,
60,06/07/19 04:55:00 PM,26.818,94.502,,,,,
61,06/07/19 05:00:00 PM,26.720,94.641,,,,,
62,06/07/19 05:05:00 PM,26.720,94.804,,,,,
63,06/07/19 05:10:00 PM,26.744,94.892,,,,,
64,06/07/19 05:15:00 PM,26.793,94.877,,,,,
65,06/07/19 05:20:00 PM,26.818,94.829,,,,,
66,06/07/19 05:25:00 PM,26.793,94.796,,,,,
67,06/07/19 05:30:00 PM,26.744,94.810,,,,,
68,06/07/19 05:35:00 PM,26.769,94.871,,,,,
69,06/07/19 05:40:00 PM,26.769,94.898,,,,,
70,06/07/19 05:45:00 PM,26.769,94.817,,,,,
71,06/07/19 05:50:00 PM,26.769,94.789,,,,,
72,06/07/19 05:55:00 PM,26.769,94.789,,,,,
73,06/07/19 06:00:00 PM,26.769,94.817,,,,,
74,06/07/19 06:05:00 PM,26.769,94.817,,,,,
75,06/07/19 06:10:00 PM,26.695,94.744,,,,,
76,06/07/19 06:15:00 PM,26.573,94.713,,,,,
77,06/07/19 06:20:00 PM,26.426,94.703,,,,,
78,06/07/19 06:25:00 PM,26.280,94.748,,,,,
79,06/07/19 06:30:00 PM,26.158,94.825,,,,,
80,06/07/19 06:35:00 PM,25.939,94.770,,,,,
81,06/07/19 06:40:00 PM,25.768,94.890,,,,,
82,06/07/19 06:45:00 PM,25.695,95.061,,,,,
