"Plot Title:  20381833"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20381833, SEN S/N: 20381833, LBL: temp_C)","RH, % (LGR S/N: 20381833, SEN S/N: 20381833, LBL: RH_pct)","Coupler Detached (LGR S/N: 20381833)","Coupler Attached (LGR S/N: 20381833)","Host Connected (LGR S/N: 20381833)","Stopped (LGR S/N: 20381833)","End Of File (LGR S/N: 20381833)"
1,06/12/19 12:00:00 PM,23.521,98.160,Logged,,,,
2,06/12/19 12:05:00 PM,23.280,98.361,,,,,
3,06/12/19 12:10:00 PM,23.184,98.704,,,,,
4,06/12/19 12:15:00 PM,23.136,98.981,,,,,
5,06/12/19 12:20:00 PM,23.112,99.211,,,,,
6,06/12/19 12:25:00 PM,23.112,99.368,,,,,
7,06/12/19 12:30:00 PM,23.088,99.519,,,,,
8,06/12/19 12:35:00 PM,23.112,99.630,,,,,
9,06/12/19 12:40:00 PM,23.136,99.742,,,,,
10,06/12/19 12:45:00 PM,23.184,99.781,,,,,
11,06/12/19 12:50:00 PM,23.232,99.846,,,,,
12,06/12/19 12:55:00 PM,23.304,99.892,,,,,
13,06/12/19 01:00:00 PM,23.400,99.970,,,,,
14,06/12/19 01:05:00 PM,23.448,100.000,,,,,
15,06/12/19 01:10:00 PM,23.521,100.000,,,,,
16,06/12/19 01:15:00 PM,23.593,100.000,,,,,
17,06/12/19 01:20:00 PM,23.713,100.000,,,,,
18,06/12/19 01:25:00 PM,23.857,100.000,,,,,
19,06/12/19 01:30:00 PM,23.954,100.000,,,,,
20,06/12/19 01:35:00 PM,24.074,100.000,,,,,
21,06/12/19 01:40:00 PM,24.195,100.000,,,,,
22,06/12/19 01:45:00 PM,24.412,100.000,,,,,
23,06/12/19 01:50:00 PM,24.605,100.000,,,,,
24,06/12/19 01:55:00 PM,24.750,99.966,,,,,
25,06/12/19 02:00:00 PM,24.847,99.992,,,,,
26,06/12/19 02:05:00 PM,25.016,99.985,,,,,
27,06/12/19 02:10:00 PM,25.113,99.958,,,,,
28,06/12/19 02:15:00 PM,25.089,99.952,,,,,
29,06/12/19 02:20:00 PM,25.089,99.952,,,,,
30,06/12/19 02:25:00 PM,25.113,99.984,,,,,
31,06/12/19 02:30:00 PM,25.186,99.978,,,,,
32,06/12/19 02:35:00 PM,25.186,100.000,,,,,
33,06/12/19 02:40:00 PM,25.113,100.000,,,,,
34,06/12/19 02:45:00 PM,25.016,100.000,,,,,
35,06/12/19 02:50:00 PM,25.016,100.000,,,,,
36,06/12/19 02:55:00 PM,25.234,100.000,,,,,
37,06/12/19 03:00:00 PM,25.428,100.000,,,,,
38,06/12/19 03:05:00 PM,25.453,100.000,,,,,
39,06/12/19 03:10:00 PM,25.404,100.000,,,,,
40,06/12/19 03:15:00 PM,25.355,100.000,,,,,
41,06/12/19 03:20:00 PM,25.428,100.000,,,,,
42,06/12/19 03:25:00 PM,25.477,100.000,,,,,
43,06/12/19 03:30:00 PM,25.404,100.000,,,,,
44,06/12/19 03:35:00 PM,25.404,100.000,,,,,
45,06/12/19 03:40:00 PM,25.598,100.000,,,,,
46,06/12/19 03:45:00 PM,25.866,100.000,,,,,
47,06/12/19 03:50:00 PM,25.744,100.000,,,,,
48,06/12/19 03:55:00 PM,25.841,100.000,,,,,
49,06/12/19 04:00:00 PM,25.890,100.000,,,,,
50,06/12/19 04:05:00 PM,25.841,100.000,,,,,
51,06/12/19 04:10:00 PM,25.817,100.000,,,,,
52,06/12/19 04:15:00 PM,25.866,100.000,,,,,
53,06/12/19 04:20:00 PM,25.939,100.000,,,,,
54,06/12/19 04:25:00 PM,25.817,100.000,,,,,
55,06/12/19 04:30:00 PM,25.695,100.000,,,,,
56,06/12/19 04:35:00 PM,25.841,100.000,,,,,
57,06/12/19 04:40:00 PM,26.036,100.000,,,,,
58,06/12/19 04:45:00 PM,25.987,100.000,,,,,
59,06/12/19 04:50:00 PM,25.817,100.000,,,,,
60,06/12/19 04:55:00 PM,25.768,100.000,,,,,
61,06/12/19 05:00:00 PM,25.841,100.000,,,,,
62,06/12/19 05:05:00 PM,25.987,100.000,,,,,
63,06/12/19 05:10:00 PM,26.109,100.000,,,,,
64,06/12/19 05:15:00 PM,25.963,100.000,,,,,
65,06/12/19 05:20:00 PM,25.866,100.000,,,,,
66,06/12/19 05:25:00 PM,25.841,100.000,,,,,
67,06/12/19 05:30:00 PM,25.768,100.000,,,,,
68,06/12/19 05:35:00 PM,25.720,100.000,,,,,
69,06/12/19 05:40:00 PM,25.647,100.000,,,,,
70,06/12/19 05:45:00 PM,25.501,100.000,,,,,
71,06/12/19 05:50:00 PM,25.525,100.000,,,,,
72,06/12/19 05:55:00 PM,25.574,100.000,,,,,
73,06/12/19 06:00:00 PM,25.501,100.000,,,,,
74,06/12/19 06:05:00 PM,25.477,100.000,,,,,
75,06/12/19 06:10:00 PM,25.574,100.000,,,,,
