date,time,tempC,location,probe_type,fire_id
2017-07-12,13:04:22,29.67,25cm,old,12
2017-07-12,13:04:23,29.67,25cm,old,12
2017-07-12,13:04:24,29.67,25cm,old,12
2017-07-12,13:04:25,29.67,25cm,old,12
2017-07-12,13:04:26,29.67,25cm,old,12
2017-07-12,13:04:27,29.67,25cm,old,12
2017-07-12,13:04:28,29.67,25cm,old,12
2017-07-12,13:04:29,29.67,25cm,old,12
2017-07-12,13:04:30,29.67,25cm,old,12
2017-07-12,13:04:31,29.67,25cm,old,12
2017-07-12,13:04:32,29.67,25cm,old,12
2017-07-12,13:04:33,29.67,25cm,old,12
2017-07-12,13:04:34,29.67,25cm,old,12
2017-07-12,13:04:35,29.67,25cm,old,12
2017-07-12,13:04:36,29.67,25cm,old,12
2017-07-12,13:04:37,29.67,25cm,old,12
2017-07-12,13:04:38,29.67,25cm,old,12
2017-07-12,13:04:39,29.67,25cm,old,12
2017-07-12,13:04:40,29.67,25cm,old,12
2017-07-12,13:04:41,29.67,25cm,old,12
2017-07-12,13:04:42,29.67,25cm,old,12
2017-07-12,13:04:43,29.67,25cm,old,12
2017-07-12,13:04:44,29.67,25cm,old,12
2017-07-12,13:04:45,29.67,25cm,old,12
2017-07-12,13:04:46,29.67,25cm,old,12
2017-07-12,13:04:47,29.67,25cm,old,12
2017-07-12,13:04:48,29.67,25cm,old,12
2017-07-12,13:04:49,29.67,25cm,old,12
2017-07-12,13:04:50,29.67,25cm,old,12
2017-07-12,13:04:51,29.67,25cm,old,12
2017-07-12,13:04:52,29.67,25cm,old,12
2017-07-12,13:04:53,29.67,25cm,old,12
2017-07-12,13:04:54,29.67,25cm,old,12
2017-07-12,13:04:55,29.67,25cm,old,12
2017-07-12,13:04:56,29.67,25cm,old,12
2017-07-12,13:04:57,29.67,25cm,old,12
2017-07-12,13:04:58,29.67,25cm,old,12
2017-07-12,13:04:59,29.67,25cm,old,12
2017-07-12,13:05:00,29.67,25cm,old,12
2017-07-12,13:05:01,29.67,25cm,old,12
2017-07-12,13:05:02,29.67,25cm,old,12
2017-07-12,13:05:03,29.67,25cm,old,12
2017-07-12,13:05:04,29.67,25cm,old,12
2017-07-12,13:05:05,29.67,25cm,old,12
2017-07-12,13:05:06,29.67,25cm,old,12
2017-07-12,13:05:07,29.67,25cm,old,12
2017-07-12,13:05:08,29.67,25cm,old,12
2017-07-12,13:05:09,29.67,25cm,old,12
2017-07-12,13:05:10,29.67,25cm,old,12
2017-07-12,13:05:11,29.67,25cm,old,12
2017-07-12,13:05:12,29.67,25cm,old,12
2017-07-12,13:05:13,29.67,25cm,old,12
2017-07-12,13:05:14,29.34,25cm,old,12
2017-07-12,13:05:15,29.67,25cm,old,12
2017-07-12,13:05:16,29.67,25cm,old,12
2017-07-12,13:05:17,29.67,25cm,old,12
2017-07-12,13:05:18,29.67,25cm,old,12
2017-07-12,13:05:19,29.67,25cm,old,12
2017-07-12,13:05:20,29.67,25cm,old,12
2017-07-12,13:05:21,29.67,25cm,old,12
2017-07-12,13:05:22,30.01,25cm,old,12
2017-07-12,13:05:23,30.01,25cm,old,12
2017-07-12,13:05:24,30.34,25cm,old,12
2017-07-12,13:05:25,30.34,25cm,old,12
2017-07-12,13:05:26,30.34,25cm,old,12
2017-07-12,13:05:27,30.34,25cm,old,12
2017-07-12,13:05:28,30.68,25cm,old,12
2017-07-12,13:05:29,31.01,25cm,old,12
2017-07-12,13:05:30,31.01,25cm,old,12
2017-07-12,13:05:31,31.34,25cm,old,12
2017-07-12,13:05:32,31.01,25cm,old,12
2017-07-12,13:05:33,31.01,25cm,old,12
2017-07-12,13:05:34,30.68,25cm,old,12
2017-07-12,13:05:35,30.68,25cm,old,12
2017-07-12,13:05:36,30.34,25cm,old,12
2017-07-12,13:05:37,30.34,25cm,old,12
2017-07-12,13:05:38,30.34,25cm,old,12
2017-07-12,13:05:39,30.34,25cm,old,12
2017-07-12,13:05:40,30.01,25cm,old,12
2017-07-12,13:05:41,30.01,25cm,old,12
2017-07-12,13:05:42,29.67,25cm,old,12
2017-07-12,13:05:43,29.67,25cm,old,12
2017-07-12,13:05:44,29.67,25cm,old,12
2017-07-12,13:05:45,29.67,25cm,old,12
2017-07-12,13:05:46,29.67,25cm,old,12
2017-07-12,13:05:47,29.67,25cm,old,12
2017-07-12,13:05:48,30.01,25cm,old,12
2017-07-12,13:05:49,29.67,25cm,old,12
2017-07-12,13:05:50,29.67,25cm,old,12
2017-07-12,13:05:51,29.67,25cm,old,12
2017-07-12,13:05:52,29.67,25cm,old,12
2017-07-12,13:05:53,29.67,25cm,old,12
2017-07-12,13:05:54,30.01,25cm,old,12
2017-07-12,13:05:55,30.01,25cm,old,12
2017-07-12,13:05:56,29.67,25cm,old,12
2017-07-12,13:05:57,29.67,25cm,old,12
2017-07-12,13:05:58,29.67,25cm,old,12
2017-07-12,13:05:59,29.67,25cm,old,12
2017-07-12,13:06:00,29.67,25cm,old,12
2017-07-12,13:06:01,29.67,25cm,old,12
2017-07-12,13:06:02,29.67,25cm,old,12
2017-07-12,13:06:03,29.67,25cm,old,12
2017-07-12,13:06:04,30.01,25cm,old,12
2017-07-12,13:06:05,30.01,25cm,old,12
2017-07-12,13:06:06,30.01,25cm,old,12
2017-07-12,13:06:07,30.01,25cm,old,12
2017-07-12,13:06:08,30.34,25cm,old,12
2017-07-12,13:06:09,29.67,25cm,old,12
2017-07-12,13:06:10,30.01,25cm,old,12
2017-07-12,13:06:11,30.01,25cm,old,12
2017-07-12,13:06:12,30.01,25cm,old,12
2017-07-12,13:06:13,30.01,25cm,old,12
2017-07-12,13:06:14,30.01,25cm,old,12
2017-07-12,13:06:15,29.67,25cm,old,12
2017-07-12,13:06:16,29.67,25cm,old,12
2017-07-12,13:06:17,29.67,25cm,old,12
2017-07-12,13:06:18,30.01,25cm,old,12
2017-07-12,13:06:19,30.01,25cm,old,12
2017-07-12,13:06:20,29.67,25cm,old,12
2017-07-12,13:06:21,29.67,25cm,old,12
2017-07-12,13:06:22,29.67,25cm,old,12
2017-07-12,13:06:23,29.67,25cm,old,12
2017-07-12,13:06:24,29.34,25cm,old,12
2017-07-12,13:06:25,29.67,25cm,old,12
2017-07-12,13:06:26,29.67,25cm,old,12
2017-07-12,13:06:27,29.67,25cm,old,12
2017-07-12,13:06:28,29.67,25cm,old,12
2017-07-12,13:06:29,29.67,25cm,old,12
2017-07-12,13:06:30,29.67,25cm,old,12
2017-07-12,13:06:31,29.67,25cm,old,12
2017-07-12,13:06:32,29.67,25cm,old,12
2017-07-12,13:06:33,29.67,25cm,old,12
2017-07-12,13:06:34,29.67,25cm,old,12
2017-07-12,13:06:35,30.01,25cm,old,12
2017-07-12,13:06:36,30.01,25cm,old,12
2017-07-12,13:06:37,30.34,25cm,old,12
2017-07-12,13:06:38,30.01,25cm,old,12
2017-07-12,13:06:39,30.01,25cm,old,12
2017-07-12,13:06:40,30.01,25cm,old,12
2017-07-12,13:06:41,30.01,25cm,old,12
2017-07-12,13:06:42,29.67,25cm,old,12
2017-07-12,13:06:43,29.67,25cm,old,12
2017-07-12,13:06:44,29.67,25cm,old,12
2017-07-12,13:06:45,29.67,25cm,old,12
2017-07-12,13:06:46,29.67,25cm,old,12
2017-07-12,13:06:47,29.67,25cm,old,12
2017-07-12,13:06:48,29.34,25cm,old,12
2017-07-12,13:06:49,29.67,25cm,old,12
2017-07-12,13:06:50,29.67,25cm,old,12
2017-07-12,13:06:51,29.67,25cm,old,12
2017-07-12,13:06:52,29.67,25cm,old,12
2017-07-12,13:06:53,29.67,25cm,old,12
2017-07-12,13:06:54,29.67,25cm,old,12
2017-07-12,13:06:55,29.67,25cm,old,12
2017-07-12,13:06:56,29.67,25cm,old,12
2017-07-12,13:06:57,29.67,25cm,old,12
2017-07-12,13:06:58,29.67,25cm,old,12
2017-07-12,13:06:59,29.67,25cm,old,12
2017-07-12,13:07:00,29.67,25cm,old,12
2017-07-12,13:07:01,29.67,25cm,old,12
2017-07-12,13:07:02,29.67,25cm,old,12
2017-07-12,13:07:03,29.67,25cm,old,12
2017-07-12,13:07:04,29.67,25cm,old,12
2017-07-12,13:07:05,29.67,25cm,old,12
2017-07-12,13:07:06,29.34,25cm,old,12
2017-07-12,13:07:07,29.34,25cm,old,12
2017-07-12,13:07:08,29.67,25cm,old,12
2017-07-12,13:07:09,29.34,25cm,old,12
2017-07-12,13:07:10,29.67,25cm,old,12
2017-07-12,13:07:11,29.67,25cm,old,12
2017-07-12,13:07:12,29.67,25cm,old,12
2017-07-12,13:07:13,29.67,25cm,old,12
2017-07-12,13:07:14,30.01,25cm,old,12
2017-07-12,13:07:15,29.67,25cm,old,12
2017-07-12,13:07:16,29.34,25cm,old,12
2017-07-12,13:07:17,29.34,25cm,old,12
2017-07-12,13:07:18,29.34,25cm,old,12
2017-07-12,13:07:19,29.67,25cm,old,12
2017-07-12,13:07:20,29.34,25cm,old,12
2017-07-12,13:07:21,29.67,25cm,old,12
2017-07-12,13:07:22,29.34,25cm,old,12
2017-07-12,13:07:23,29.34,25cm,old,12
2017-07-12,13:07:24,29.34,25cm,old,12
2017-07-12,13:07:25,29.34,25cm,old,12
2017-07-12,13:07:26,29.34,25cm,old,12
2017-07-12,13:07:27,29.34,25cm,old,12
2017-07-12,13:07:28,29.34,25cm,old,12
2017-07-12,13:07:29,29.34,25cm,old,12
2017-07-12,13:07:30,29.34,25cm,old,12
2017-07-12,13:07:31,29.34,25cm,old,12
2017-07-12,13:07:32,29.34,25cm,old,12
2017-07-12,13:07:33,29.34,25cm,old,12
2017-07-12,13:07:34,29.34,25cm,old,12
2017-07-12,13:07:35,29.34,25cm,old,12
2017-07-12,13:07:36,29.34,25cm,old,12
2017-07-12,13:07:37,29.34,25cm,old,12
2017-07-12,13:07:38,29.34,25cm,old,12
2017-07-12,13:07:39,29.34,25cm,old,12
2017-07-12,13:07:40,29.34,25cm,old,12
2017-07-12,13:07:41,29.34,25cm,old,12
2017-07-12,13:07:42,29.34,25cm,old,12
2017-07-12,13:07:43,29.34,25cm,old,12
2017-07-12,13:07:44,29.67,25cm,old,12
2017-07-12,13:07:45,29.34,25cm,old,12
2017-07-12,13:07:46,29.34,25cm,old,12
2017-07-12,13:07:47,29.67,25cm,old,12
2017-07-12,13:07:48,29.67,25cm,old,12
2017-07-12,13:07:49,29.34,25cm,old,12
2017-07-12,13:07:50,29.34,25cm,old,12
2017-07-12,13:07:51,29.34,25cm,old,12
2017-07-12,13:07:52,29.34,25cm,old,12
2017-07-12,13:07:53,29.67,25cm,old,12
2017-07-12,13:07:54,29.67,25cm,old,12
2017-07-12,13:07:55,29.67,25cm,old,12
2017-07-12,13:07:56,29.67,25cm,old,12
2017-07-12,13:07:57,30.01,25cm,old,12
2017-07-12,13:07:58,29.67,25cm,old,12
2017-07-12,13:07:59,29.67,25cm,old,12
2017-07-12,13:08:00,29.67,25cm,old,12
2017-07-12,13:08:01,30.01,25cm,old,12
2017-07-12,13:08:02,29.67,25cm,old,12
2017-07-12,13:08:03,29.34,25cm,old,12
2017-07-12,13:08:04,29.34,25cm,old,12
2017-07-12,13:08:05,29.34,25cm,old,12
2017-07-12,13:08:06,29.34,25cm,old,12
2017-07-12,13:08:07,29.34,25cm,old,12
2017-07-12,13:08:08,29.34,25cm,old,12
2017-07-12,13:08:09,29.34,25cm,old,12
2017-07-12,13:08:10,29.34,25cm,old,12
2017-07-12,13:08:11,29.34,25cm,old,12
2017-07-12,13:08:12,29.34,25cm,old,12
2017-07-12,13:08:13,29.34,25cm,old,12
2017-07-12,13:08:14,29.34,25cm,old,12
2017-07-12,13:08:15,29.34,25cm,old,12
2017-07-12,13:08:16,29.34,25cm,old,12
2017-07-12,13:08:17,29.67,25cm,old,12
2017-07-12,13:08:18,29.67,25cm,old,12
2017-07-12,13:08:19,29.67,25cm,old,12
2017-07-12,13:08:20,29.67,25cm,old,12
2017-07-12,13:08:21,29.34,25cm,old,12
2017-07-12,13:08:22,29.34,25cm,old,12
2017-07-12,13:08:23,29.34,25cm,old,12
2017-07-12,13:08:24,29.34,25cm,old,12
2017-07-12,13:08:25,29.34,25cm,old,12
2017-07-12,13:08:26,29.34,25cm,old,12
2017-07-12,13:08:27,29.67,25cm,old,12
2017-07-12,13:08:28,29.67,25cm,old,12
2017-07-12,13:08:29,29.34,25cm,old,12
2017-07-12,13:08:30,29.67,25cm,old,12
2017-07-12,13:08:31,29.67,25cm,old,12
2017-07-12,13:08:32,29.34,25cm,old,12
2017-07-12,13:08:33,29.34,25cm,old,12
2017-07-12,13:08:34,29.34,25cm,old,12
2017-07-12,13:08:35,29.34,25cm,old,12
2017-07-12,13:08:36,29.67,25cm,old,12
2017-07-12,13:08:37,29.67,25cm,old,12
2017-07-12,13:08:38,29.67,25cm,old,12
2017-07-12,13:08:39,29.34,25cm,old,12
2017-07-12,13:08:40,29.67,25cm,old,12
2017-07-12,13:08:41,29.34,25cm,old,12
2017-07-12,13:08:42,29.67,25cm,old,12
2017-07-12,13:08:43,29.34,25cm,old,12
2017-07-12,13:08:44,29.34,25cm,old,12
2017-07-12,13:08:45,29.67,25cm,old,12
2017-07-12,13:08:46,29.34,25cm,old,12
2017-07-12,13:08:47,29.34,25cm,old,12
2017-07-12,13:08:48,29.34,25cm,old,12
2017-07-12,13:08:49,29.34,25cm,old,12
2017-07-12,13:08:50,29.34,25cm,old,12
2017-07-12,13:08:51,29.34,25cm,old,12
2017-07-12,13:08:52,29.34,25cm,old,12
2017-07-12,13:08:53,29.34,25cm,old,12
2017-07-12,13:08:54,29.34,25cm,old,12
2017-07-12,13:08:55,29.34,25cm,old,12
2017-07-12,13:08:56,29.34,25cm,old,12
2017-07-12,13:08:57,29.34,25cm,old,12
2017-07-12,13:08:58,29.34,25cm,old,12
2017-07-12,13:08:59,29.34,25cm,old,12
2017-07-12,13:09:00,29.34,25cm,old,12
2017-07-12,13:09:01,29.34,25cm,old,12
2017-07-12,13:09:02,29.34,25cm,old,12
2017-07-12,13:09:03,29.34,25cm,old,12
2017-07-12,13:09:04,29.34,25cm,old,12
2017-07-12,13:09:05,29.01,25cm,old,12
2017-07-12,13:09:06,29.34,25cm,old,12
2017-07-12,13:09:07,29.34,25cm,old,12
2017-07-12,13:09:08,29.34,25cm,old,12
2017-07-12,13:09:09,29.34,25cm,old,12
2017-07-12,13:09:10,29.34,25cm,old,12
2017-07-12,13:09:11,29.34,25cm,old,12
2017-07-12,13:09:12,29.34,25cm,old,12
2017-07-12,13:09:13,29.34,25cm,old,12
2017-07-12,13:09:14,29.67,25cm,old,12
2017-07-12,13:09:15,29.34,25cm,old,12
2017-07-12,13:09:16,29.34,25cm,old,12
2017-07-12,13:09:17,29.34,25cm,old,12
2017-07-12,13:09:18,29.34,25cm,old,12
2017-07-12,13:09:19,29.01,25cm,old,12
2017-07-12,13:09:20,29.34,25cm,old,12
2017-07-12,13:09:21,29.34,25cm,old,12
2017-07-12,13:09:22,29.34,25cm,old,12
2017-07-12,13:09:23,29.34,25cm,old,12
2017-07-12,13:09:24,29.34,25cm,old,12
2017-07-12,13:09:25,29.34,25cm,old,12
2017-07-12,13:09:26,29.34,25cm,old,12
2017-07-12,13:09:27,29.34,25cm,old,12
2017-07-12,13:09:28,29.34,25cm,old,12
2017-07-12,13:09:29,29.34,25cm,old,12
2017-07-12,13:09:30,29.01,25cm,old,12
2017-07-12,13:09:31,29.01,25cm,old,12
2017-07-12,13:09:32,29.01,25cm,old,12
2017-07-12,13:09:33,29.34,25cm,old,12
2017-07-12,13:09:34,29.34,25cm,old,12
2017-07-12,13:09:35,29.34,25cm,old,12
2017-07-12,13:09:36,29.01,25cm,old,12
2017-07-12,13:09:37,29.01,25cm,old,12
2017-07-12,13:09:38,29.34,25cm,old,12
2017-07-12,13:09:39,29.34,25cm,old,12
2017-07-12,13:09:40,29.34,25cm,old,12
2017-07-12,13:09:41,29.01,25cm,old,12
2017-07-12,13:09:42,29.34,25cm,old,12
2017-07-12,13:09:43,29.34,25cm,old,12
2017-07-12,13:09:44,29.34,25cm,old,12
2017-07-12,13:09:45,29.34,25cm,old,12
2017-07-12,13:09:46,29.34,25cm,old,12
2017-07-12,13:09:47,29.34,25cm,old,12
2017-07-12,13:09:48,29.34,25cm,old,12
2017-07-12,13:09:49,29.34,25cm,old,12
2017-07-12,13:09:50,29.34,25cm,old,12
2017-07-12,13:09:51,29.34,25cm,old,12
2017-07-12,13:09:52,29.01,25cm,old,12
2017-07-12,13:09:53,29.01,25cm,old,12
2017-07-12,13:09:54,29.34,25cm,old,12
2017-07-12,13:09:55,29.01,25cm,old,12
2017-07-12,13:09:56,29.01,25cm,old,12
2017-07-12,13:09:57,29.01,25cm,old,12
2017-07-12,13:09:58,29.01,25cm,old,12
2017-07-12,13:09:59,29.34,25cm,old,12
2017-07-12,13:10:00,29.01,25cm,old,12
2017-07-12,13:10:01,29.01,25cm,old,12
2017-07-12,13:10:02,29.01,25cm,old,12
2017-07-12,13:10:03,29.01,25cm,old,12
2017-07-12,13:10:04,29.01,25cm,old,12
2017-07-12,13:10:05,29.01,25cm,old,12
2017-07-12,13:10:06,29.01,25cm,old,12
2017-07-12,13:10:07,29.01,25cm,old,12
2017-07-12,13:10:08,29.34,25cm,old,12
2017-07-12,13:10:09,29.01,25cm,old,12
2017-07-12,13:10:10,29.01,25cm,old,12
2017-07-12,13:10:11,29.01,25cm,old,12
2017-07-12,13:10:12,29.01,25cm,old,12
2017-07-12,13:10:13,29.34,25cm,old,12
2017-07-12,13:10:14,29.34,25cm,old,12
2017-07-12,13:10:15,29.34,25cm,old,12
2017-07-12,13:10:16,29.01,25cm,old,12
2017-07-12,13:10:17,29.01,25cm,old,12
2017-07-12,13:10:18,29.01,25cm,old,12
2017-07-12,13:10:19,29.01,25cm,old,12
2017-07-12,13:10:20,29.01,25cm,old,12
2017-07-12,13:10:21,29.01,25cm,old,12
2017-07-12,13:10:22,29.01,25cm,old,12
2017-07-12,13:10:23,29.01,25cm,old,12
2017-07-12,13:10:24,29.01,25cm,old,12
2017-07-12,13:10:25,29.01,25cm,old,12
2017-07-12,13:10:26,29.34,25cm,old,12
2017-07-12,13:10:27,29.34,25cm,old,12
2017-07-12,13:10:28,29.34,25cm,old,12
2017-07-12,13:10:29,29.34,25cm,old,12
2017-07-12,13:10:30,29.34,25cm,old,12
2017-07-12,13:10:31,29.34,25cm,old,12
2017-07-12,13:10:32,29.34,25cm,old,12
2017-07-12,13:10:33,29.34,25cm,old,12
2017-07-12,13:10:34,29.01,25cm,old,12
2017-07-12,13:10:35,29.34,25cm,old,12
2017-07-12,13:10:36,29.34,25cm,old,12
2017-07-12,13:10:37,29.34,25cm,old,12
2017-07-12,13:10:38,29.01,25cm,old,12
2017-07-12,13:10:39,29.01,25cm,old,12
2017-07-12,13:10:40,29.01,25cm,old,12
2017-07-12,13:10:41,29.01,25cm,old,12
2017-07-12,13:10:42,29.01,25cm,old,12
2017-07-12,13:10:43,29.01,25cm,old,12
2017-07-12,13:10:44,29.01,25cm,old,12
2017-07-12,13:10:45,29.01,25cm,old,12
2017-07-12,13:10:46,29.01,25cm,old,12
2017-07-12,13:10:47,29.01,25cm,old,12
2017-07-12,13:10:48,29.01,25cm,old,12
2017-07-12,13:10:49,29.01,25cm,old,12
2017-07-12,13:10:50,29.01,25cm,old,12
2017-07-12,13:10:51,29.01,25cm,old,12
2017-07-12,13:10:52,29.01,25cm,old,12
2017-07-12,13:10:53,29.01,25cm,old,12
2017-07-12,13:10:54,29.01,25cm,old,12
2017-07-12,13:10:55,29.01,25cm,old,12
2017-07-12,13:10:56,29.01,25cm,old,12
2017-07-12,13:10:57,29.01,25cm,old,12
2017-07-12,13:10:58,29.01,25cm,old,12
2017-07-12,13:10:59,29.01,25cm,old,12
2017-07-12,13:11:00,29.01,25cm,old,12
2017-07-12,13:11:01,29.01,25cm,old,12
2017-07-12,13:11:02,29.01,25cm,old,12
2017-07-12,13:11:03,29.01,25cm,old,12
2017-07-12,13:11:04,29.01,25cm,old,12
2017-07-12,13:11:05,29.01,25cm,old,12
2017-07-12,13:11:06,29.01,25cm,old,12
2017-07-12,13:11:07,29.01,25cm,old,12
2017-07-12,13:11:08,29.34,25cm,old,12
2017-07-12,13:11:09,29.34,25cm,old,12
2017-07-12,13:11:10,29.01,25cm,old,12
2017-07-12,13:11:11,29.01,25cm,old,12
2017-07-12,13:11:12,29.01,25cm,old,12
2017-07-12,13:11:13,29.01,25cm,old,12
2017-07-12,13:11:14,29.01,25cm,old,12
2017-07-12,13:11:15,29.01,25cm,old,12
2017-07-12,13:11:16,29.01,25cm,old,12
2017-07-12,13:11:17,29.01,25cm,old,12
2017-07-12,13:11:18,29.01,25cm,old,12
2017-07-12,13:11:19,29.01,25cm,old,12
2017-07-12,13:11:20,29.01,25cm,old,12
2017-07-12,13:11:21,28.67,25cm,old,12
2017-07-12,13:11:22,29.01,25cm,old,12
2017-07-12,13:11:23,28.67,25cm,old,12
2017-07-12,13:11:24,29.01,25cm,old,12
2017-07-12,13:11:25,29.01,25cm,old,12
2017-07-12,13:11:26,29.01,25cm,old,12
2017-07-12,13:11:27,29.01,25cm,old,12
2017-07-12,13:11:28,29.01,25cm,old,12
2017-07-12,13:11:29,29.01,25cm,old,12
2017-07-12,13:11:30,29.01,25cm,old,12
2017-07-12,13:11:31,29.01,25cm,old,12
2017-07-12,13:11:32,29.01,25cm,old,12
2017-07-12,13:11:33,29.01,25cm,old,12
2017-07-12,13:11:34,28.67,25cm,old,12
2017-07-12,13:11:35,28.67,25cm,old,12
2017-07-12,13:11:36,29.01,25cm,old,12
2017-07-12,13:11:37,29.01,25cm,old,12
2017-07-12,13:11:38,28.67,25cm,old,12
2017-07-12,13:11:39,29.01,25cm,old,12
2017-07-12,13:11:40,28.67,25cm,old,12
2017-07-12,13:11:41,29.01,25cm,old,12
2017-07-12,13:11:42,29.01,25cm,old,12
2017-07-12,13:11:43,29.01,25cm,old,12
2017-07-12,13:11:44,29.01,25cm,old,12
2017-07-12,13:11:45,29.01,25cm,old,12
2017-07-12,13:11:46,29.01,25cm,old,12
2017-07-12,13:11:47,29.01,25cm,old,12
2017-07-12,13:11:48,29.01,25cm,old,12
2017-07-12,13:11:49,29.01,25cm,old,12
2017-07-12,13:11:50,28.67,25cm,old,12
2017-07-12,13:11:51,28.67,25cm,old,12
2017-07-12,13:11:52,28.67,25cm,old,12
2017-07-12,13:11:53,28.67,25cm,old,12
2017-07-12,13:11:54,28.67,25cm,old,12
2017-07-12,13:11:55,28.67,25cm,old,12
2017-07-12,13:11:56,29.01,25cm,old,12
2017-07-12,13:11:57,28.67,25cm,old,12
2017-07-12,13:11:58,28.67,25cm,old,12
2017-07-12,13:11:59,28.67,25cm,old,12
2017-07-12,13:12:00,28.67,25cm,old,12
2017-07-12,13:12:01,29.01,25cm,old,12
2017-07-12,13:12:02,29.01,25cm,old,12
2017-07-12,13:12:03,29.01,25cm,old,12
2017-07-12,13:12:04,29.01,25cm,old,12
2017-07-12,13:12:05,29.01,25cm,old,12
2017-07-12,13:12:06,28.67,25cm,old,12
2017-07-12,13:12:07,28.67,25cm,old,12
2017-07-12,13:12:08,28.67,25cm,old,12
2017-07-12,13:12:09,28.67,25cm,old,12
2017-07-12,13:12:10,29.01,25cm,old,12
2017-07-12,13:12:11,29.01,25cm,old,12
2017-07-12,13:12:12,29.01,25cm,old,12
2017-07-12,13:12:13,29.01,25cm,old,12
2017-07-12,13:12:14,29.01,25cm,old,12
2017-07-12,13:12:15,29.01,25cm,old,12
2017-07-12,13:12:16,28.67,25cm,old,12
2017-07-12,13:12:17,28.67,25cm,old,12
2017-07-12,13:12:18,29.01,25cm,old,12
2017-07-12,13:12:19,29.01,25cm,old,12
2017-07-12,13:12:20,29.34,25cm,old,12
2017-07-12,13:12:21,29.01,25cm,old,12
2017-07-12,13:12:22,29.01,25cm,old,12
2017-07-12,13:12:23,29.01,25cm,old,12
2017-07-12,13:12:24,28.67,25cm,old,12
2017-07-12,13:12:25,28.67,25cm,old,12
2017-07-12,13:12:26,29.01,25cm,old,12
2017-07-12,13:12:27,28.67,25cm,old,12
2017-07-12,13:12:28,28.67,25cm,old,12
2017-07-12,13:12:29,28.67,25cm,old,12
2017-07-12,13:12:30,28.67,25cm,old,12
2017-07-12,13:12:31,28.67,25cm,old,12
2017-07-12,13:12:32,28.67,25cm,old,12
2017-07-12,13:12:33,28.67,25cm,old,12
2017-07-12,13:12:34,28.67,25cm,old,12
2017-07-12,13:12:35,28.67,25cm,old,12
2017-07-12,13:12:36,28.67,25cm,old,12
2017-07-12,13:12:37,29.01,25cm,old,12
2017-07-12,13:12:38,29.01,25cm,old,12
2017-07-12,13:12:39,29.01,25cm,old,12
2017-07-12,13:12:40,29.01,25cm,old,12
2017-07-12,13:12:41,28.67,25cm,old,12
2017-07-12,13:12:42,28.67,25cm,old,12
2017-07-12,13:12:43,29.01,25cm,old,12
2017-07-12,13:12:44,28.67,25cm,old,12
2017-07-12,13:12:45,28.67,25cm,old,12
2017-07-12,13:12:46,28.67,25cm,old,12
2017-07-12,13:12:47,28.67,25cm,old,12
2017-07-12,13:12:48,28.67,25cm,old,12
2017-07-12,13:12:49,28.67,25cm,old,12
2017-07-12,13:12:50,28.67,25cm,old,12
2017-07-12,13:12:51,28.67,25cm,old,12
2017-07-12,13:12:52,28.67,25cm,old,12
2017-07-12,13:12:53,28.67,25cm,old,12
2017-07-12,13:12:54,28.67,25cm,old,12
2017-07-12,13:12:55,28.67,25cm,old,12
2017-07-12,13:12:56,28.67,25cm,old,12
2017-07-12,13:12:57,28.67,25cm,old,12
2017-07-12,13:12:58,28.67,25cm,old,12
2017-07-12,13:12:59,28.67,25cm,old,12
2017-07-12,13:13:00,28.67,25cm,old,12
2017-07-12,13:13:01,28.67,25cm,old,12
2017-07-12,13:13:02,28.67,25cm,old,12
2017-07-12,13:13:03,28.67,25cm,old,12
2017-07-12,13:13:04,28.67,25cm,old,12
2017-07-12,13:13:05,28.67,25cm,old,12
2017-07-12,13:13:06,28.67,25cm,old,12
2017-07-12,13:13:07,28.67,25cm,old,12
2017-07-12,13:13:08,28.67,25cm,old,12
2017-07-12,13:13:09,28.67,25cm,old,12
2017-07-12,13:13:10,28.34,25cm,old,12
2017-07-12,13:13:11,28.34,25cm,old,12
2017-07-12,13:13:12,28.34,25cm,old,12
2017-07-12,13:13:13,28.34,25cm,old,12
2017-07-12,13:13:14,28.34,25cm,old,12
2017-07-12,13:13:15,28.34,25cm,old,12
2017-07-12,13:13:16,28.34,25cm,old,12
2017-07-12,13:13:17,28.34,25cm,old,12
2017-07-12,13:13:18,28.67,25cm,old,12
2017-07-12,13:13:19,28.67,25cm,old,12
2017-07-12,13:13:20,28.34,25cm,old,12
2017-07-12,13:13:21,28.34,25cm,old,12
2017-07-12,13:13:22,28.67,25cm,old,12
2017-07-12,13:13:23,28.67,25cm,old,12
2017-07-12,13:13:24,28.67,25cm,old,12
2017-07-12,13:13:25,28.34,25cm,old,12
2017-07-12,13:13:26,28.67,25cm,old,12
2017-07-12,13:13:27,29.01,25cm,old,12
2017-07-12,13:13:28,29.67,25cm,old,12
2017-07-12,13:13:29,30.01,25cm,old,12
2017-07-12,13:13:30,30.01,25cm,old,12
2017-07-12,13:13:31,30.01,25cm,old,12
2017-07-12,13:13:32,29.67,25cm,old,12
2017-07-12,13:13:33,29.67,25cm,old,12
2017-07-12,13:13:34,29.67,25cm,old,12
2017-07-12,13:13:35,29.67,25cm,old,12
2017-07-12,13:13:36,29.67,25cm,old,12
2017-07-12,13:13:37,30.01,25cm,old,12
2017-07-12,13:13:38,30.01,25cm,old,12
2017-07-12,13:13:39,30.34,25cm,old,12
2017-07-12,13:13:40,30.34,25cm,old,12
