FORMATTED DATE-TIME,DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,m/s,°C,°C,%,°C,°C,°C,mb,m,m
7/6/17 13:31,552663082,0.8,32.7,32.7,52.5,37.9,21.7,24.7,1012.8,2,719,
7/6/17 13:31,552663084,0.8,32.5,32.5,52.4,37.4,21.5,24.5,1012.8,2,713,
7/6/17 13:31,552663086,0.7,32.4,32.4,52.3,37.1,21.4,24.4,1012.8,2,709,
7/6/17 13:31,552663088,0.7,32.4,32.4,52.3,37.1,21.3,24.3,1012.8,2,707,
7/6/17 13:31,552663090,0.7,32.3,32.3,52.3,36.9,21.3,24.3,1012.8,1,706,
7/6/17 13:31,552663092,1,32.3,32.3,52.3,36.9,21.3,24.3,1012.8,2,706,
7/6/17 13:31,552663094,1.2,32.3,32.3,52.3,36.9,21.3,24.3,1012.8,2,703,
7/6/17 13:31,552663096,1.2,32.2,32.2,52.3,36.7,21.2,24.3,1012.8,2,700,
7/6/17 13:31,552663098,1.2,32.1,32.1,52.3,36.5,21.1,24.2,1012.8,2,698,
7/6/17 13:31,552663100,1.1,32.1,32.1,52.3,36.5,21.1,24.2,1012.8,2,696,
7/6/17 13:31,552663102,1,32.1,32.1,52.4,36.5,21.1,24.2,1012.8,2,695,
7/6/17 13:31,552663104,1,32,32,52.4,36.3,21.1,24.1,1012.8,2,695,
7/6/17 13:31,552663106,0.9,32,32,52.5,36.3,21.1,24.1,1012.8,2,696,
7/6/17 13:31,552663108,0.9,32,32,52.6,36.3,21.1,24.1,1012.8,2,696,
7/6/17 13:31,552663110,0.8,32.1,32.1,52.7,36.5,21.2,24.2,1012.8,2,697,
7/6/17 13:31,552663112,0.8,32.1,32.1,52.8,36.6,21.2,24.2,1012.8,2,698,
7/6/17 13:31,552663114,0.8,32.1,32.1,52.9,36.6,21.3,24.3,1012.8,2,700,
7/6/17 13:31,552663116,0.7,32.2,32.2,53,36.9,21.3,24.3,1012.8,1,700,
7/6/17 13:31,552663118,0.7,32.2,32.2,53,36.9,21.4,24.4,1012.8,1,701,
7/6/17 13:32,552663120,0.6,32.2,32.2,53.1,36.9,21.4,24.4,1012.8,1,703,
7/6/17 13:32,552663122,0.6,32.3,32.3,53.1,37.1,21.5,24.5,1012.8,2,706,
7/6/17 13:32,552663124,0.6,32.3,32.3,53.1,37.1,21.6,24.5,1012.8,2,708,
7/6/17 13:32,552663126,0.6,32.3,32.3,53.1,37.1,21.5,24.5,1012.7,2,707,
7/6/17 13:32,552663128,0.5,32.3,32.3,53.1,37.1,21.5,24.5,1012.8,2,706,
7/6/17 13:32,552663130,0.5,32.3,32.3,53.1,37.1,21.5,24.5,1012.8,2,706,
7/6/17 13:32,552663132,0.4,32.3,32.3,53.1,37.1,21.5,24.5,1012.8,2,706,
7/6/17 13:32,552663134,0.4,32.3,32.3,53.1,37.1,21.5,24.5,1012.8,2,706,
7/6/17 13:32,552663136,0.4,32.3,32.3,53.1,37.1,21.5,24.5,1012.8,2,707,
7/6/17 13:32,552663138,0.4,32.4,32.4,53.1,37.3,21.6,24.6,1012.8,2,709,
7/6/17 13:32,552663140,0.4,32.4,32.4,53.1,37.3,21.6,24.6,1012.8,2,709,
7/6/17 13:32,552663142,0.4,32.3,32.3,53.1,37.1,21.6,24.5,1012.8,2,707,
7/6/17 13:32,552663144,0.4,32.4,32.4,53.1,37.3,21.6,24.6,1012.8,2,709,
7/6/17 13:32,552663146,0.4,32.4,32.4,53.1,37.3,21.6,24.6,1012.8,2,709,
7/6/17 13:32,552663148,0.3,32.5,32.5,53.1,37.5,21.7,24.7,1012.8,2,713,
7/6/17 13:32,552663150,0.3,32.5,32.5,53.2,37.6,21.8,24.7,1012.8,2,714,
7/6/17 13:32,552663152,0,32.6,32.6,53.2,37.8,21.8,24.7,1012.8,2,716,
7/6/17 13:32,552663154,0,32.6,32.6,53.2,37.8,21.9,24.8,1012.8,2,719,
7/6/17 13:32,552663156,0,32.7,32.7,53.2,38.1,22,24.9,1012.8,2,722,
7/6/17 13:32,552663158,0,32.8,32.8,53.2,38.3,22.1,25,1012.7,2,728,
7/6/17 13:32,552663160,0,32.9,32.9,53.2,38.5,22.1,25,1012.8,2,729,
7/6/17 13:32,552663162,0,32.9,32.9,53.2,38.5,22.1,25,1012.8,2,731,
7/6/17 13:32,552663164,0,33,33,53.1,38.7,22.2,25.1,1012.8,2,734,
7/6/17 13:32,552663166,0,33.1,33.1,53.1,38.9,22.2,25.1,1012.7,2,737,
7/6/17 13:32,552663168,0,33.2,33.2,53.1,39.1,22.3,25.2,1012.8,2,741,
7/6/17 13:32,552663170,0,33.2,33.2,53,39.1,22.4,25.3,1012.8,2,742,
7/6/17 13:32,552663172,0,33.3,33.3,52.9,39.3,22.4,25.3,1012.8,2,747,
7/6/17 13:32,552663174,0,33.4,33.4,52.9,39.5,22.4,25.3,1012.8,2,748,
7/6/17 13:32,552663176,0,33.4,33.4,52.8,39.5,22.4,25.3,1012.8,2,748,
7/6/17 13:32,552663178,0,33.4,33.4,52.6,39.4,22.4,25.3,1012.8,2,748,
7/6/17 13:33,552663180,0,33.3,33.3,52.5,39.2,22.3,25.2,1012.8,2,746,
7/6/17 13:33,552663182,0,33.3,33.3,52.4,39.2,22.2,25.2,1012.8,2,744,
7/6/17 13:33,552663184,0,33.3,33.3,52.3,39.1,22.2,25.2,1012.8,2,742,
7/6/17 13:33,552663186,0,33.2,33.2,52.2,38.9,22.1,25.1,1012.8,2,740,
7/6/17 13:33,552663188,0,33.2,33.2,52.1,38.9,22,25,1012.8,2,739,
7/6/17 13:33,552663190,0,33.2,33.2,52.1,38.9,22.1,25.1,1012.8,2,739,
7/6/17 13:33,552663192,0,33.2,33.2,52.1,38.9,22.1,25.1,1012.8,2,740,
7/6/17 13:33,552663194,0,33.2,33.2,52.1,38.9,22.1,25.1,1012.8,2,740,
7/6/17 13:33,552663196,0,33.1,33.1,52.1,38.7,22,25,1012.8,2,738,
7/6/17 13:33,552663198,0,33,33,52.1,38.4,21.8,24.8,1012.7,2,732,
7/6/17 13:33,552663200,0,32.9,32.9,52.1,38.2,21.8,24.8,1012.7,2,728,
7/6/17 13:33,552663202,0.5,32.8,32.8,52.2,38,21.7,24.7,1012.7,2,724,
7/6/17 13:33,552663204,0.4,32.8,32.8,52.2,38,21.7,24.7,1012.8,2,722,
7/6/17 13:33,552663206,0.4,32.8,32.8,52.3,38,21.7,24.7,1012.8,2,725,
7/6/17 13:33,552663208,0.5,32.9,32.9,52.3,38.2,21.8,24.8,1012.8,2,728,
7/6/17 13:33,552663210,0.6,32.9,32.9,52.3,38.2,21.9,24.9,1012.8,2,730,
7/6/17 13:33,552663212,0.6,33,33,52.3,38.5,21.9,24.9,1012.8,2,731,
7/6/17 13:33,552663214,0.6,32.9,32.9,52.2,38.2,21.8,24.8,1012.8,2,730,
7/6/17 13:33,552663216,0.5,32.9,32.9,52.2,38.2,21.8,24.8,1012.7,3,730,
7/6/17 13:33,552663218,0.5,33,33,52.1,38.4,21.8,24.8,1012.7,3,731,
7/6/17 13:33,552663220,0.4,33,33,52.1,38.4,21.9,24.9,1012.8,2,732,
7/6/17 13:33,552663222,0.4,33.1,33.1,52.1,38.7,22,25,1012.7,2,737,
7/6/17 13:33,552663224,0.9,33.2,33.2,52.1,38.9,22,25,1012.7,2,739,
7/6/17 13:33,552663226,1.4,33.2,33.2,52.1,38.9,22,25,1012.7,2,740,
7/6/17 13:33,552663228,1.6,33.2,33.2,52,38.8,22,25,1012.8,2,740,
7/6/17 13:33,552663230,1.5,33,33,52,38.4,21.8,24.8,1012.7,2,732,
7/6/17 13:33,552663232,1.4,32.8,32.8,51.9,37.9,21.6,24.7,1012.8,2,724,
7/6/17 13:33,552663234,1.5,32.6,32.6,51.8,37.4,21.4,24.5,1012.7,2,716,
7/6/17 13:33,552663236,1.4,32.6,32.6,51.8,37.4,21.3,24.4,1012.7,2,715,
7/6/17 13:33,552663238,1.3,32.6,32.6,51.7,37.4,21.3,24.4,1012.7,3,715,
7/6/17 13:34,552663240,1.3,32.5,32.5,51.7,37.2,21.3,24.4,1012.7,2,712,
7/6/17 13:34,552663242,1.3,32.5,32.5,51.8,37.2,21.3,24.4,1012.7,2,711,
7/6/17 13:34,552663244,1.2,32.6,32.6,51.8,37.4,21.4,24.5,1012.7,2,715,
7/6/17 13:34,552663246,1.1,32.6,32.6,51.9,37.5,21.4,24.5,1012.7,2,716,
7/6/17 13:34,552663248,1,32.7,32.7,52,37.7,21.5,24.6,1012.7,2,719,
7/6/17 13:34,552663250,0.9,32.7,32.7,52,37.7,21.5,24.6,1012.7,3,719,
7/6/17 13:34,552663252,0.8,32.6,32.6,52.1,37.5,21.5,24.6,1012.7,2,715,
7/6/17 13:34,552663254,0.8,32.5,32.5,52.1,37.3,21.4,24.4,1012.7,3,712,
7/6/17 13:34,552663256,0.9,32.5,32.5,52.1,37.3,21.4,24.4,1012.7,2,712,
7/6/17 13:34,552663258,0.9,32.4,32.4,52.1,37.1,21.3,24.3,1012.7,3,709,
7/6/17 13:34,552663260,0.9,32.3,32.3,52.2,36.9,21.2,24.3,1012.7,3,705,
7/6/17 13:34,552663262,0.8,32.2,32.2,52.2,36.6,21.2,24.3,1012.7,3,703,
7/6/17 13:34,552663264,0.7,32.2,32.2,52.2,36.6,21.2,24.3,1012.7,3,702,
7/6/17 13:34,552663266,0.6,32.2,32.2,52.2,36.6,21.2,24.3,1012.7,3,702,
7/6/17 13:34,552663268,0.6,32.3,32.3,52.3,36.9,21.2,24.3,1012.7,3,703,
7/6/17 13:34,552663270,0.5,32.3,32.3,52.4,37,21.3,24.3,1012.7,3,703,
7/6/17 13:34,552663272,0.6,32.2,32.2,52.5,36.7,21.3,24.3,1012.7,3,703,
7/6/17 13:34,552663274,0.6,32.3,32.3,52.6,37,21.3,24.3,1012.7,3,706,
7/6/17 13:34,552663276,0.6,32.3,32.3,52.6,37,21.4,24.4,1012.7,3,708,
7/6/17 13:34,552663278,0.6,32.4,32.4,52.7,37.2,21.5,24.5,1012.6,3,711,
7/6/17 13:34,552663280,0.6,32.4,32.4,52.8,37.3,21.5,24.5,1012.6,3,712,
7/6/17 13:34,552663282,0.8,32.4,32.4,52.8,37.3,21.5,24.5,1012.7,3,711,
7/6/17 13:34,552663284,0.8,32.4,32.4,52.9,37.3,21.6,24.6,1012.7,2,712,
7/6/17 13:34,552663286,0.8,32.4,32.4,52.9,37.3,21.5,24.5,1012.7,3,709,
7/6/17 13:34,552663288,0.7,32.4,32.4,52.9,37.3,21.5,24.5,1012.7,3,710,
7/6/17 13:34,552663290,0.6,32.4,32.4,53,37.3,21.6,24.6,1012.7,3,711,
7/6/17 13:34,552663292,0.6,32.5,32.5,53,37.5,21.6,24.6,1012.7,3,713,
7/6/17 13:34,552663294,0.6,32.5,32.5,53,37.5,21.7,24.7,1012.7,2,715,
7/6/17 13:34,552663296,0.7,32.6,32.6,53.1,37.8,21.8,24.7,1012.7,3,718,
7/6/17 13:34,552663298,0.7,32.7,32.7,53.1,38,21.9,24.8,1012.6,3,723,
7/6/17 13:35,552663300,0.9,32.6,32.6,53.1,37.8,21.8,24.7,1012.7,3,719,
7/6/17 13:35,552663302,1.2,32.5,32.5,53.1,37.5,21.7,24.7,1012.7,2,714,
7/6/17 13:35,552663304,1.2,32.4,32.4,53,37.3,21.6,24.6,1012.7,3,711,
7/6/17 13:35,552663306,1.2,32.3,32.3,52.9,37.1,21.5,24.5,1012.7,3,707,
7/6/17 13:35,552663308,1.2,32.3,32.3,52.8,37.1,21.4,24.4,1012.6,3,707,
7/6/17 13:35,552663310,1.2,32.3,32.3,52.8,37.1,21.4,24.4,1012.7,3,706,
7/6/17 13:35,552663312,1.2,32.2,32.2,52.8,36.8,21.4,24.4,1012.7,3,705,
7/6/17 13:35,552663314,1.1,32.2,32.2,52.8,36.8,21.4,24.4,1012.7,3,704,
7/6/17 13:35,552663316,1,32.2,32.2,52.8,36.8,21.4,24.4,1012.7,2,703,
7/6/17 13:35,552663318,1,32.2,32.2,52.9,36.8,21.4,24.4,1012.7,3,703,
7/6/17 13:35,552663320,1,32.3,32.3,52.9,37.1,21.5,24.5,1012.7,3,707,
7/6/17 13:35,552663322,0.8,32.4,32.4,53,37.3,21.6,24.6,1012.7,3,709,
7/6/17 13:35,552663324,0.7,32.5,32.5,53.1,37.5,21.7,24.7,1012.7,3,713,
7/6/17 13:35,552663326,1,32.5,32.5,53.1,37.5,21.7,24.7,1012.7,3,715,
7/6/17 13:35,552663328,1,32.6,32.6,53.2,37.8,21.8,24.7,1012.7,3,719,
7/6/17 13:35,552663330,0.9,32.7,32.7,53.2,38.1,21.9,24.8,1012.7,3,722,
7/6/17 13:35,552663332,0.8,32.7,32.7,53.2,38.1,22,24.9,1012.7,3,724,
7/6/17 13:35,552663334,0.8,32.7,32.7,53.3,38.1,22,24.9,1012.7,3,723,
7/6/17 13:35,552663336,0.7,32.7,32.7,53.3,38.1,21.9,24.8,1012.8,2,722,
7/6/17 13:35,552663338,0.6,32.7,32.7,53.3,38.1,21.9,24.8,1013.2,-1,716,
7/6/17 13:35,552663340,0.6,32.7,32.7,53.3,38.1,22,24.9,1012.9,1,721,
7/6/17 13:35,552663342,0.6,32.7,32.7,53.3,38.1,22,24.9,1013,0,721,
7/6/17 13:35,552663344,0.6,32.8,32.8,53.3,38.3,22.1,25,1012.9,1,726,
7/6/17 13:35,552663346,0.5,33,33,53.5,38.8,22.3,25.1,1012.9,1,734,
7/6/17 13:35,552663348,0.4,33.1,33.1,53.9,39.2,22.5,25.3,1012.9,1,740,
7/6/17 13:35,552663350,0.3,33.3,33.3,54.3,39.7,22.8,25.6,1012.8,2,746,
7/6/17 13:35,552663352,0.3,33.4,33.4,54.5,40,22.9,25.6,1012.7,3,753,
7/6/17 13:35,552663354,0,33.4,33.4,54.6,40.1,23,25.7,1012.2,7,760,
7/6/17 13:35,552663356,0,33.5,33.5,54.4,40.3,23,25.7,1012.1,7,762,
7/6/17 13:35,552663358,0.8,33.4,33.4,54,39.9,22.8,25.6,1012.3,6,756,
7/6/17 13:36,552663360,1.3,33.1,33.1,53.5,39.1,22.4,25.2,1012.5,4,742,
7/6/17 13:36,552663362,1.5,32.8,32.8,53,38.2,21.9,24.9,1012.6,4,727,
7/6/17 13:36,552663364,1.4,32.6,32.6,52.5,37.6,21.6,24.6,1012.7,3,716,
7/6/17 13:36,552663366,1.3,32.5,32.5,52.1,37.3,21.4,24.4,1012.7,3,712,
7/6/17 13:36,552663368,1.2,32.4,32.4,51.8,37,21.2,24.3,1012.7,3,708,
7/6/17 13:36,552663370,1.1,32.3,32.3,51.6,36.7,21.1,24.2,1012.7,3,705,
7/6/17 13:36,552663372,1.1,32.3,32.3,51.5,36.7,21,24.2,1012.6,3,704,
7/6/17 13:36,552663374,1,32.2,32.2,51.5,36.5,20.9,24.1,1012.7,3,700,
7/6/17 13:36,552663376,0.9,32.2,32.2,51.5,36.5,20.9,24.1,1012.7,3,698,
7/6/17 13:36,552663378,0.9,32.2,32.2,51.5,36.5,20.9,24.1,1012.6,3,701,
7/6/17 13:36,552663380,0.8,32.2,32.2,51.6,36.5,21,24.1,1012.6,3,703,
7/6/17 13:36,552663382,0.8,32.4,32.4,51.7,36.9,21.1,24.2,1012.6,3,709,
7/6/17 13:36,552663384,0.9,32.5,32.5,51.7,37.2,21.3,24.4,1012.6,3,714,
7/6/17 13:36,552663386,1.1,32.5,32.5,51.8,37.2,21.3,24.4,1012.6,4,714,
7/6/17 13:36,552663388,1.3,32.4,32.4,51.9,37,21.2,24.3,1012.6,3,710,
7/6/17 13:36,552663390,1.2,32.4,32.4,51.9,37,21.2,24.3,1012.6,3,709,
7/6/17 13:36,552663392,1.1,32.3,32.3,51.9,36.8,21.1,24.2,1012.6,3,706,
7/6/17 13:36,552663394,1,32.2,32.2,51.9,36.6,21.1,24.2,1012.6,3,703,
7/6/17 13:36,552663396,0.9,32.2,32.2,51.9,36.6,21,24.1,1012.7,3,700,
7/6/17 13:36,552663398,0.8,32.1,32.1,52,36.4,21,24.1,1012.6,3,700,
7/6/17 13:36,552663400,0.7,32.1,32.1,52,36.4,21,24.1,1012.7,3,697,
7/6/17 13:36,552663402,0.7,32.1,32.1,52.1,36.4,21,24.1,1012.7,3,696,
7/6/17 13:36,552663404,0.7,32.1,32.1,52.2,36.4,21,24.1,1012.6,3,696,
7/6/17 13:36,552663406,0.7,32.1,32.1,52.3,36.5,21.1,24.2,1012.6,3,697,
7/6/17 13:36,552663408,0.6,32.1,32.1,52.3,36.5,21.1,24.2,1012.6,4,699,
7/6/17 13:36,552663410,0.6,32.2,32.2,52.4,36.7,21.2,24.3,1012.6,3,700,
7/6/17 13:36,552663412,0.8,32.2,32.2,52.5,36.7,21.3,24.3,1012.7,3,703,
7/6/17 13:36,552663414,0.9,32.2,32.2,52.6,36.7,21.3,24.3,1012.6,3,706,
7/6/17 13:36,552663416,0.9,32.3,32.3,52.7,37,21.4,24.4,1012.7,3,706,
7/6/17 13:36,552663418,0.8,32.3,32.3,52.7,37,21.4,24.4,1012.7,3,707,
7/6/17 13:37,552663420,0.8,32.3,32.3,52.8,37.1,21.4,24.4,1012.6,4,706,
7/6/17 13:37,552663422,0.9,32.2,32.2,52.8,36.8,21.4,24.4,1012.7,3,703,
7/6/17 13:37,552663424,0.9,32.2,32.2,52.9,36.8,21.4,24.4,1012.7,3,702,
7/6/17 13:37,552663426,0.7,32.2,32.2,53,36.9,21.4,24.4,1012.6,3,703,
7/6/17 13:37,552663428,0.5,32.2,32.2,53,36.9,21.5,24.4,1012.6,3,706,
7/6/17 13:37,552663430,0.4,32.3,32.3,53.1,37.1,21.6,24.5,1012.6,3,709,
7/6/17 13:37,552663432,0.5,32.4,32.4,53.1,37.3,21.7,24.6,1012.6,3,712,
7/6/17 13:37,552663434,0.6,32.5,32.5,53.2,37.6,21.7,24.7,1012.6,3,715,
7/6/17 13:37,552663436,0.6,32.5,32.5,53.2,37.6,21.7,24.7,1012.6,3,715,
7/6/17 13:37,552663438,0.6,32.5,32.5,53.1,37.5,21.7,24.7,1012.6,3,715,
7/6/17 13:37,552663440,0.6,32.5,32.5,53.1,37.5,21.7,24.7,1012.6,3,715,
7/6/17 13:37,552663442,0.5,32.5,32.5,53.1,37.5,21.7,24.7,1012.6,3,715,
7/6/17 13:37,552663444,0.5,32.5,32.5,53,37.5,21.7,24.7,1012.6,3,715,
7/6/17 13:37,552663446,0.6,32.5,32.5,53,37.5,21.7,24.7,1012.5,4,716,
7/6/17 13:37,552663448,0.6,32.5,32.5,53,37.5,21.7,24.7,1012.6,4,715,
7/6/17 13:37,552663450,0.6,32.5,32.5,53,37.5,21.7,24.7,1012.7,3,715,
7/6/17 13:37,552663452,0.5,32.6,32.6,53,37.8,21.7,24.7,1012.6,3,719,
7/6/17 13:37,552663454,0.5,32.6,32.6,53,37.8,21.8,24.7,1012.7,3,720,
7/6/17 13:37,552663456,0.5,32.7,32.7,53,38,21.9,24.8,1012.6,3,723,
7/6/17 13:37,552663458,0.5,32.8,32.8,53,38.2,21.9,24.9,1012.7,3,725,
7/6/17 13:37,552663460,0.6,32.8,32.8,53,38.2,22,24.9,1012.6,3,728,
7/6/17 13:37,552663462,0.7,32.8,32.8,52.9,38.2,21.9,24.9,1012.6,3,728,
7/6/17 13:37,552663464,0.7,32.8,32.8,52.9,38.2,21.9,24.9,1012.7,3,726,
7/6/17 13:37,552663466,0.6,32.8,32.8,52.8,38.2,21.9,24.9,1012.6,3,727,
7/6/17 13:37,552663468,0.6,32.8,32.8,52.8,38.2,21.9,24.9,1012.6,3,728,
7/6/17 13:37,552663470,0.5,32.8,32.8,52.7,38.1,21.9,24.9,1012.7,3,727,
7/6/17 13:37,552663472,0.5,32.8,32.8,52.6,38.1,21.9,24.9,1012.7,3,728,
7/6/17 13:37,552663474,0.6,32.8,32.8,52.6,38.1,21.9,24.9,1012.7,3,728,
7/6/17 13:37,552663476,0.6,32.8,32.8,52.5,38.1,21.8,24.8,1012.7,3,725,
7/6/17 13:37,552663478,0.7,32.9,32.9,52.4,38.3,21.8,24.8,1012.7,3,727,
7/6/17 13:38,552663480,0.7,32.9,32.9,52.4,38.3,21.9,24.9,1012.7,3,728,
7/6/17 13:38,552663482,0.6,33.1,33.1,52.4,38.8,22,25,1012.7,3,735,
7/6/17 13:38,552663484,0.6,33.3,33.3,52.4,39.2,22.2,25.2,1012.6,3,745,
7/6/17 13:38,552663486,0.6,33.3,33.3,52.4,39.2,22.2,25.2,1012.7,3,745,
7/6/17 13:38,552663488,0.5,33.2,33.2,52.4,39,22.2,25.1,1012.6,3,742,
7/6/17 13:38,552663490,0.5,33.3,33.3,52.3,39.1,22.2,25.2,1012.6,3,745,
7/6/17 13:38,552663492,0.5,33.4,33.4,52.2,39.3,22.2,25.2,1012.6,3,748,
7/6/17 13:38,552663494,0.8,33.5,33.5,52.2,39.6,22.3,25.3,1012.7,3,752,
7/6/17 13:38,552663496,1.3,33.2,33.2,52,38.8,22.1,25.1,1012.7,3,742,
7/6/17 13:38,552663498,1.8,32.9,32.9,51.9,38.1,21.7,24.8,1012.7,3,729,
7/6/17 13:38,552663500,1.9,32.7,32.7,51.6,37.6,21.5,24.6,1012.6,3,722,
7/6/17 13:38,552663502,1.8,32.6,32.6,51.5,37.3,21.2,24.4,1012.6,3,714,
7/6/17 13:38,552663504,1.7,32.4,32.4,51.3,36.8,21,24.2,1012.6,3,707,
7/6/17 13:38,552663506,1.6,32.2,32.2,51.2,36.4,20.9,24.1,1012.6,3,702,
7/6/17 13:38,552663508,1.3,32.3,32.3,51.2,36.6,20.9,24.1,1012.6,3,703,
7/6/17 13:38,552663510,1,32.3,32.3,51.2,36.6,21,24.2,1012.6,3,706,
7/6/17 13:38,552663512,1,32.5,32.5,51.3,37.1,21.1,24.3,1012.6,3,711,
7/6/17 13:38,552663514,1,32.5,32.5,51.4,37.1,21.2,24.3,1012.7,3,712,
7/6/17 13:38,552663516,0.8,32.7,32.7,51.5,37.6,21.4,24.5,1012.6,4,722,
7/6/17 13:38,552663518,0.9,33,33,51.7,38.3,21.7,24.8,1012.6,3,732,
7/6/17 13:38,552663520,1.2,32.9,32.9,51.8,38.1,21.6,24.7,1012.6,3,728,
7/6/17 13:38,552663522,1.2,32.8,32.8,51.8,37.9,21.6,24.7,1012.6,3,726,
7/6/17 13:38,552663524,1.3,32.8,32.8,51.8,37.9,21.6,24.7,1012.6,3,726,
7/6/17 13:38,552663526,1.6,32.6,32.6,51.7,37.4,21.4,24.5,1012.6,3,719,
7/6/17 13:38,552663528,1.7,32.4,32.4,51.6,36.9,21.2,24.3,1012.7,3,710,
7/6/17 13:38,552663530,1.7,32.3,32.3,51.6,36.7,21.1,24.2,1012.6,3,707,
7/6/17 13:38,552663532,1.8,32.3,32.3,51.5,36.7,21,24.2,1012.7,3,702,
7/6/17 13:38,552663534,1.6,32.4,32.4,51.5,36.9,21.1,24.2,1012.6,3,706,
7/6/17 13:38,552663536,1.3,32.4,32.4,51.5,36.9,21.1,24.2,1012.6,4,709,
7/6/17 13:38,552663538,1.2,32.5,32.5,51.5,37.1,21.2,24.3,1012.6,4,714,
7/6/17 13:39,552663540,1.3,32.6,32.6,51.6,37.4,21.3,24.4,1012.6,4,717,
7/6/17 13:39,552663542,1.3,32.6,32.6,51.6,37.4,21.4,24.5,1012.7,3,717,
7/6/17 13:39,552663544,1.4,32.6,32.6,51.7,37.4,21.3,24.4,1012.6,3,716,
7/6/17 13:39,552663546,1.4,32.5,32.5,51.7,37.2,21.3,24.4,1012.6,3,713,
7/6/17 13:39,552663548,1.5,32.4,32.4,51.7,36.9,21.2,24.3,1012.6,4,712,
7/6/17 13:39,552663550,1.5,32.5,32.5,51.7,37.2,21.3,24.4,1012.6,3,715,
7/6/17 13:39,552663552,1.3,32.8,32.8,51.8,37.9,21.6,24.7,1012.6,3,725,
7/6/17 13:39,552663554,1.3,33,33,51.9,38.4,21.8,24.8,1012.6,4,732,
7/6/17 13:39,552663556,1.3,32.9,32.9,52,38.1,21.7,24.8,1012.7,3,727,
7/6/17 13:39,552663558,1.4,32.9,32.9,51.9,38.1,21.7,24.8,1012.7,3,728,
7/6/17 13:39,552663560,1.4,33,33,51.9,38.4,21.8,24.8,1012.7,3,732,
7/6/17 13:39,552663562,1.2,32.9,32.9,51.9,38.1,21.7,24.8,1012.7,3,728,
7/6/17 13:39,552663564,1.1,32.8,32.8,51.8,37.9,21.6,24.7,1012.7,3,725,
7/6/17 13:39,552663566,1,32.8,32.8,51.8,37.9,21.6,24.7,1012.7,3,725,
7/6/17 13:39,552663568,1,32.9,32.9,51.8,38.1,21.7,24.8,1012.6,3,731,
7/6/17 13:39,552663570,1,32.9,32.9,51.7,38,21.6,24.7,1012.6,3,728,
7/6/17 13:39,552663572,1,32.8,32.8,51.7,37.8,21.6,24.7,1012.6,3,726,
7/6/17 13:39,552663574,0.9,32.9,32.9,51.7,38,21.6,24.7,1012.7,3,728,
7/6/17 13:39,552663576,1,32.8,32.8,51.7,37.8,21.5,24.6,1012.6,3,725,
7/6/17 13:39,552663578,1,32.7,32.7,51.6,37.6,21.4,24.5,1012.6,3,722,
7/6/17 13:39,552663580,1,32.7,32.7,51.6,37.6,21.4,24.5,1012.6,3,722,
7/6/17 13:39,552663582,1,32.7,32.7,51.5,37.6,21.4,24.5,1012.6,3,722,
7/6/17 13:39,552663584,1,32.8,32.8,51.5,37.8,21.5,24.6,1012.6,3,725,
7/6/17 13:39,552663586,1.1,32.8,32.8,51.6,37.8,21.5,24.6,1012.7,3,725,
7/6/17 13:39,552663588,1.2,32.8,32.8,51.6,37.8,21.5,24.6,1012.7,3,723,
7/6/17 13:39,552663590,1,32.8,32.8,51.5,37.8,21.5,24.6,1012.7,3,725,
7/6/17 13:39,552663592,0.9,33,33,51.5,38.2,21.7,24.8,1012.7,3,732,
7/6/17 13:39,552663594,0.9,33,33,51.6,38.3,21.7,24.8,1012.7,3,733,
7/6/17 13:39,552663596,1,32.9,32.9,51.6,38,21.6,24.7,1012.7,3,730,
7/6/17 13:39,552663598,0.9,33.1,33.1,51.6,38.5,21.8,24.9,1012.6,3,738,
7/6/17 13:40,552663600,0.9,33.1,33.1,51.6,38.5,21.8,24.9,1012.6,3,737,
7/6/17 13:40,552663602,0.9,32.9,32.9,51.5,38,21.6,24.7,1012.7,3,729,
7/6/17 13:40,552663604,0.9,32.8,32.8,51.4,37.8,21.5,24.6,1012.7,3,724,
7/6/17 13:40,552663606,0.9,32.9,32.9,51.4,38,21.5,24.7,1012.7,3,725,
7/6/17 13:40,552663608,0.9,33,33,51.4,38.2,21.6,24.7,1012.6,4,732,
7/6/17 13:40,552663610,0.9,33,33,51.4,38.2,21.6,24.7,1012.7,3,730,
7/6/17 13:40,552663612,0.9,33,33,51.4,38.2,21.6,24.7,1012.7,3,731,
7/6/17 13:40,552663614,1,32.8,32.8,51.3,37.7,21.5,24.6,1012.7,3,724,
7/6/17 13:40,552663616,1,32.7,32.7,51.3,37.5,21.3,24.4,1012.7,3,719,
7/6/17 13:40,552663618,1,32.6,32.6,51.2,37.2,21.3,24.4,1012.7,3,716,
7/6/17 13:40,552663620,0.9,32.7,32.7,51.2,37.5,21.3,24.4,1012.7,3,720,
7/6/17 13:40,552663622,0.8,32.7,32.7,51.3,37.5,21.3,24.4,1012.7,3,719,
7/6/17 13:40,552663624,0.7,32.7,32.7,51.2,37.5,21.3,24.4,1012.6,3,719,
7/6/17 13:40,552663626,0.8,32.6,32.6,51.2,37.2,21.2,24.4,1012.6,3,716,
7/6/17 13:40,552663628,0.9,32.6,32.6,51.3,37.3,21.2,24.4,1012.7,3,715,
