Installation,plot_ID,date,sample_ID,life_stage,collection_method,tboid,tbo,Human,Wildlife,Domestic_Animals,Endosymbiont,Human_Endo,Human_Animal,Unknown
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN10,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN11,nymph,Whalen,tbo1,Rickettsia rhipicephali,NA,Yes,Yes,NA,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN11,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN13,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN14,nymph,Whalen,tbo1,Theileria sp. H8,NA,Yes,NA,NA,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN14,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN15,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN16,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN17,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN17,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN18,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN18,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN19,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN20,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN20,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN21,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN21,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN22,nymph,Whalen,tbo1,Theileria cervi,NA,Yes,NA,NA,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN22,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN23,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN23,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN24,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN25,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN26,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN27,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN28,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN28,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN28,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-20T00:00:00Z,BH1XHAN29,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN1,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN2,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN2,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN3,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN4,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN4,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN5,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN5,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN6,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN6,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-23T00:00:00Z,BH1XLAN7,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAA1,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAA2,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAA3,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN1,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN2,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN2,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN3,nymph,Whalen,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN3,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN4,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN5,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWAN6,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-14T00:00:00Z,BH1XWVA1,adult,Whalen,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,i1,2018-06-20T00:00:00Z,BI1BTAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,i1,2018-06-20T00:00:00Z,BI1BTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,i1,2018-06-20T00:00:00Z,BI1BTAA2,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,i1,2018-06-20T00:00:00Z,BI1BTAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,i1,2018-06-20T00:00:00Z,BI1DTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,i1,2018-06-20T00:00:00Z,BI1FTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA3,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA4,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA5,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA5,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA6,adult,trap,tbo1,Theileria sp. North Texas white-tailed deer,NA,Yes,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA6,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA7,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAA7,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN2,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN2,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN3,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN3,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN4,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN5,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN5,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN6,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN7,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN7,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN8,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN8,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN9,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN9,nymph,trap,tbo2,Theileria cervi,NA,Yes,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN9,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1ATAN9,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1BTAA1,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1BTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1BTVA1,adult,trap,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,j1,2018-06-20T00:00:00Z,BJ1DTAA1,adult,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,j1,2018-06-20T00:00:00Z,BJ1DTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA2,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA3,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA3,adult,trap,tbo8,Coxiella sp.,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA4,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAA4,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN2,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN3,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN4,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN4,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN5,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN5,nymph,trap,tbo8,Coxiella sp.,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN6,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN6,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTAN7,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,j1,2018-06-20T00:00:00Z,BJ1FTVA1,adult,trap,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,j1,2018-06-20T00:00:00Z,BJ1XEAN1,nymph,people,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA1,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA3,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA4,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAA5,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN1,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN2,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN2,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN3,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN3,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN3,nymph,trap,tbo8,Coxiella sp.,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN4,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN4,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN5,nymph,trap,tbo1,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN5,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN5,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN6,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN6,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1ATAN6,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA01,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA01,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA02,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA03,adult,trap,tbo8,Coxiella sp.,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA04,adult,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA04,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA05,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA05,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA06,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA06,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA07,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA07,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA08,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA09,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA09,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA09,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA10,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA10,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA11,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAA11,adult,trap,tbo8,Coxiella sp.,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN1,nymph,trap,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN2,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN3,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN3,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN4,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN4,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN5,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1BTAN5,nymph,trap,tbo8,Coxiella sp.,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA1,adult,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA2,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA3,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA3,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,k1,2018-05-24T00:00:00Z,BK1DTAA4,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
