Installation,plot_id,date,sample_ID,life_stage,collection_method,tboid,tbo,Human,Wildlife,Domestic_Animals,Endosymbiont,Unknown,inst_name
gordon,gordon w1,2018-08-23T00:00:00Z,GW1DTAN09,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Gordon
gordon,gordon w1,2018-08-23T00:00:00Z,GW1DTAN18,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Fort Gordon
gordon,gordon w1,2018-08-23T00:00:00Z,GW1DTAN18,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Gordon
gordon,gordon w1,2018-08-23T00:00:00Z,GW1DTAN23,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Fort Gordon
jackson,jackson b1,2018-07-11T00:00:00Z,JB1XEAN1,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Jackson
jackson,jackson g1,2018-07-12T00:00:00Z,JG1BTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Jackson
jackson,jackson l1,2018-07-13T00:00:00Z,JL1ATAA1,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Fort Jackson
jackson,jackson l1,2018-07-13T00:00:00Z,JL1ATAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Jackson
jackson,jackson m1,2018-07-13T00:00:00Z,JM1BTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Jackson
jackson,jackson extra,2018-07-14T00:00:00Z,JXXEAN1,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Jackson
moody,moody x,2017-09-01T00:00:00Z,MXXTAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Moody AFB
benning,benning a1,2018-07-26T00:00:00Z,NA1DTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Benning
benning,benning a1,2018-07-26T00:00:00Z,NA1FTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Benning
benning,benning d1,2018-07-26T00:00:00Z,ND1ATAN1,nymph,trap,tbo1,Ehrlichia ewingii,Yes,Yes,Yes,No,No,Fort Benning
benning,benning i1,2018-07-28T00:00:00Z,NI1FTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Benning
benning,benning extra,2018-07-24T00:00:00Z,NXXEAA1,adult,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Fort Benning
benning,benning extra,2018-07-24T00:00:00Z,NXXEAN1,nymph,people,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Fort Benning
shelby,shelby b1,2017-09-23T00:00:00Z,SB1NTAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Camp Shelby
shelby,shelby b3,2017-09-24T00:00:00Z,SB3TTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby d1,2017-09-23T00:00:00Z,SD1NTMA1,adult,trap,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1NTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1NTAN3,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1NTAN4,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1NTAN5,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1NTAN6,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1TTAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1TTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1TTMA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN01,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN02,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN04,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN06,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN07,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN08,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN09,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN11,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN12,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby g1,2017-09-26T00:00:00Z,SG1XPAN16,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby h1,2018-08-13T00:00:00Z,SH1ATAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby j1,2018-08-16T00:00:00Z,SJ1DTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
shelby,shelby j1,2018-08-16T00:00:00Z,SJ1DTAN3,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Camp Shelby
tyndall,tyndall 0,2017-07-17T00:00:00Z,T0XWMA1,adult,Whalen,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall 1,2017-07-18T00:00:00Z,T1XWMA1,adult,Whalen,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall 2,2017-07-20T00:00:00Z,T2XWAA1,adult,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall 2,2017-07-20T00:00:00Z,T2XWAA1,adult,Whalen,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall b2,2018-06-27T00:00:00Z,TB2BTAN1,nymph,trap,tbo3,Borrelia sp.,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall b2,2018-06-27T00:00:00Z,TB2BTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall b2,2017-07-19T00:00:00Z,TB2NTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall b2,2017-07-19T00:00:00Z,TB2NTAA2,adult,trap,tbo1,Anaplasma phagocytophilum,Yes,Yes,Yes,No,No,Tyndall AFB
tyndall,tyndall b2,2017-07-19T00:00:00Z,TB2NTAA2,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall b2,2017-07-19T00:00:00Z,TB2NTAA3,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall b2,2017-07-19T00:00:00Z,TB2STAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall b3,2018-06-29T00:00:00Z,TB3FTMA2,adult,trap,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1ATAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN01,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN02,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN04,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN05,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN06,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN07,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN07,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN10,nymph,trap,tbo2,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN12,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN14,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN15,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN17,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN18,nymph,trap,tbo2,Borrelia burgdorferi,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN18,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN19,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN20,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN20,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN22,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN23,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN25,nymph,trap,tbo1,Borrelia sp.,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN25,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN26,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN26,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN27,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN28,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN30,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN31,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN31,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN32,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN32,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN34,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN35,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN37,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN38,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1BTAN39,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAA3,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN01,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN03,nymph,trap,tbo1,Borrelia sp.,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN06,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN07,nymph,trap,tbo1,Borrelia burgdorferi,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN07,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN09,nymph,trap,tbo3,Borrelia burgdorferi,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN09,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN10,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN11,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN11,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1DTAN12,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1FTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1FTAA2,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-28T00:00:00Z,TC1FTVA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-26T00:00:00Z,TC1XEAA1,adult,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-26T00:00:00Z,TC1XEAA3,adult,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-26T00:00:00Z,TC1XEAN2,nymph,people,tbo1,Anaplasma phagocytophilum,Yes,Yes,Yes,No,No,Tyndall AFB
tyndall,tyndall c1,2018-06-26T00:00:00Z,TC1XEAN2,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-26T00:00:00Z,TC1XEAN3,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c1,2018-06-26T00:00:00Z,TC1XEAN7,nymph,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATAN2,nymph,trap,tbo1,Ehrlichia chaffeensis,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATAN3,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATAN4,nymph,trap,tbo1,Ehrlichia chaffeensis,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATAN4,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATAN5,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2ATMA2,adult,trap,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAA3,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN01,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN02,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN03,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN04,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN05,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN07,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN09,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN11,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN12,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN14,nymph,trap,tbo2,Borrelia burgdorferi,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN14,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN15,nymph,trap,tbo2,Borrelia sp.,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN15,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN16,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN17,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN18,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN19,nymph,trap,tbo1,Ehrlichia ewingii,Yes,Yes,Yes,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN19,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN20,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTAN21,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTVA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTVA2,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2BTVA2,adult,trap,tbo2,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2DTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2DTAN3,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2FTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2FTVA1,adult,trap,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall c2,2018-06-28T00:00:00Z,TC2FTVA2,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall c2,2018-06-26T00:00:00Z,TC2XEAA1,adult,people,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d1,2017-07-21T00:00:00Z,TD1WTAN4,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall d1,2017-07-21T00:00:00Z,TD1WTAN4,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d1,2017-07-21T00:00:00Z,TD1XWAN2,nymph,Whalen,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATAA1,adult,trap,tbo1,Borrelia burgdorferi,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATAA1,adult,trap,tbo2,Borrelia kurtenbachii,Yes,No,No,No,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATAA3,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATVA2,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATVA7,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2ATVA8,adult,trap,tbo1,Rickettsia parkeri,Yes,No,Yes,No,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2BTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2BTAA3,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2BTAA4,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2BTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2BTAN2,nymph,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
tyndall,tyndall d2,2018-06-27T00:00:00Z,TD2DTAA1,adult,trap,tbo6,Rickettsia amblyommatis,Yes,No,No,Yes,No,Tyndall AFB
