installation,plot_id,status,camera_number,sd_card,camera_out,camera_in,position_from_center,notes,ctime,mtime,file_name,path,relpath,size,type,empty,cow,deer,pig,turkey,armadillo,bobcat,raccoon,squirrel,fox,other,unknown
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:39,5-1-104EK113-04180044.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180044.JPG,5-1-104EK113-04180044.JPG,1135091,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:39,5-1-104EK113-04180045.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180045.JPG,5-1-104EK113-04180045.JPG,1133548,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:39,5-1-104EK113-04180046.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180046.JPG,5-1-104EK113-04180046.JPG,1133367,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:49,4/18/2019 13:39,5-1-104EK113-04180048.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180048.JPG,5-1-104EK113-04180048.JPG,1126775,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:49,4/18/2019 13:39,5-1-104EK113-04180049.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180049.JPG,5-1-104EK113-04180049.JPG,1128039,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:39,5-1-104EK113-04180050.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180050.JPG,5-1-104EK113-04180050.JPG,1134027,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:39,5-1-104EK113-04180051.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180051.JPG,5-1-104EK113-04180051.JPG,1134609,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:39,5-1-104EK113-04180052.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180052.JPG,5-1-104EK113-04180052.JPG,1134724,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:39,5-1-104EK113-04180053.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180053.JPG,5-1-104EK113-04180053.JPG,1133817,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:41,4/18/2019 13:39,5-1-104EK113-04180054.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180054.JPG,5-1-104EK113-04180054.JPG,1133871,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:41,4/18/2019 13:39,5-1-104EK113-04180055.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180055.JPG,5-1-104EK113-04180055.JPG,1134229,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:39,4/18/2019 13:40,5-1-104EK113-04180056.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180056.JPG,5-1-104EK113-04180056.JPG,1133634,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:39,4/18/2019 13:40,5-1-104EK113-04180057.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180057.JPG,5-1-104EK113-04180057.JPG,1133401,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:40,5-1-104EK113-04180058.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180058.JPG,5-1-104EK113-04180058.JPG,1133776,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:40,5-1-104EK113-04180059.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180059.JPG,5-1-104EK113-04180059.JPG,1130035,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:49,4/18/2019 13:40,5-1-104EK113-04180060.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180060.JPG,5-1-104EK113-04180060.JPG,1130905,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:49,4/18/2019 13:40,5-1-104EK113-04180061.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180061.JPG,5-1-104EK113-04180061.JPG,1131221,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:46,4/18/2019 13:40,5-1-104EK113-04180062.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180062.JPG,5-1-104EK113-04180062.JPG,1132307,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:46,4/18/2019 13:40,5-1-104EK113-04180063.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180063.JPG,5-1-104EK113-04180063.JPG,1132721,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:40,5-1-104EK113-04180064.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180064.JPG,5-1-104EK113-04180064.JPG,1132785,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:40,5-1-104EK113-04180065.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180065.JPG,5-1-104EK113-04180065.JPG,1132928,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:40,5-1-104EK113-04180066.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180066.JPG,5-1-104EK113-04180066.JPG,1134003,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:40,5-1-104EK113-04180067.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180067.JPG,5-1-104EK113-04180067.JPG,1129031,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:41,4/18/2019 13:40,5-1-104EK113-04180068.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180068.JPG,5-1-104EK113-04180068.JPG,1132919,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:41,4/18/2019 13:40,5-1-104EK113-04180069.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180069.JPG,5-1-104EK113-04180069.JPG,1134163,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:40,5-1-104EK113-04180070.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180070.JPG,5-1-104EK113-04180070.JPG,1127053,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:41,5-1-104EK113-04180071.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180071.JPG,5-1-104EK113-04180071.JPG,1133235,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:41,5-1-104EK113-04180072.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180072.JPG,5-1-104EK113-04180072.JPG,1130133,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:41,5-1-104EK113-04180073.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180073.JPG,5-1-104EK113-04180073.JPG,1133701,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:49,4/18/2019 13:41,5-1-104EK113-04180074.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180074.JPG,5-1-104EK113-04180074.JPG,1132039,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:49,4/18/2019 13:41,5-1-104EK113-04180075.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180075.JPG,5-1-104EK113-04180075.JPG,1136419,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:46,4/18/2019 13:41,5-1-104EK113-04180076.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180076.JPG,5-1-104EK113-04180076.JPG,1123717,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:46,4/18/2019 13:41,5-1-104EK113-04180077.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180077.JPG,5-1-104EK113-04180077.JPG,1137009,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:41,5-1-104EK113-04180078.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180078.JPG,5-1-104EK113-04180078.JPG,1132415,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:41,5-1-104EK113-04180079.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180079.JPG,5-1-104EK113-04180079.JPG,1132408,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:39,4/18/2019 13:41,5-1-104EK113-04180080.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180080.JPG,5-1-104EK113-04180080.JPG,1127452,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:41,4/18/2019 13:42,5-1-104EK113-04180083.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180083.JPG,5-1-104EK113-04180083.JPG,1127826,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:42,5-1-104EK113-04180084.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180084.JPG,5-1-104EK113-04180084.JPG,1122616,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:42,5-1-104EK113-04180085.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180085.JPG,5-1-104EK113-04180085.JPG,1130433,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:42,5-1-104EK113-04180086.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180086.JPG,5-1-104EK113-04180086.JPG,1130203,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:42,4/18/2019 13:42,5-1-104EK113-04180087.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180087.JPG,5-1-104EK113-04180087.JPG,1129688,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:46,4/18/2019 13:42,5-1-104EK113-04180088.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180088.JPG,5-1-104EK113-04180088.JPG,1126627,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:46,4/18/2019 13:43,5-1-104EK113-04180089.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180089.JPG,5-1-104EK113-04180089.JPG,1126053,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:43,5-1-104EK113-04180090.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180090.JPG,5-1-104EK113-04180090.JPG,1129329,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:43,4/18/2019 13:43,5-1-104EK113-04180091.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180091.JPG,5-1-104EK113-04180091.JPG,1128470,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:44,5-1-104EK113-04180098.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180098.JPG,5-1-104EK113-04180098.JPG,1132067,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:44,5-1-104EK113-04180099.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180099.JPG,5-1-104EK113-04180099.JPG,1124836,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:41,4/18/2019 13:55,5-1-104EK113-04180134.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180134.JPG,5-1-104EK113-04180134.JPG,1111087,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:51,4/18/2019 13:55,5-1-104EK113-04180138.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180138.JPG,5-1-104EK113-04180138.JPG,1123237,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:50,4/18/2019 13:55,5-1-104EK113-04180139.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180139.JPG,5-1-104EK113-04180139.JPG,1124452,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:34,4/18/2019 13:55,5-1-104EK113-04180141.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180141.JPG,5-1-104EK113-04180141.JPG,1121769,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:35,4/18/2019 13:55,5-1-104EK113-04180142.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180142.JPG,5-1-104EK113-04180142.JPG,1121657,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:37,4/18/2019 13:55,5-1-104EK113-04180143.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180143.JPG,5-1-104EK113-04180143.JPG,1122126,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:38,4/18/2019 13:55,5-1-104EK113-04180144.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180144.JPG,5-1-104EK113-04180144.JPG,1117771,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:39,4/18/2019 13:55,5-1-104EK113-04180145.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180145.JPG,5-1-104EK113-04180145.JPG,1120599,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:38,4/18/2019 13:56,5-1-104EK113-04180146.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180146.JPG,5-1-104EK113-04180146.JPG,1127277,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:37,4/18/2019 13:56,5-1-104EK113-04180147.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180147.JPG,5-1-104EK113-04180147.JPG,1125075,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:52,4/18/2019 13:56,5-1-104EK113-04180148.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180148.JPG,5-1-104EK113-04180148.JPG,1124522,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:53,4/18/2019 13:56,5-1-104EK113-04180149.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180149.JPG,5-1-104EK113-04180149.JPG,1127453,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:38,4/18/2019 13:56,5-1-104EK113-04180150.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180150.JPG,5-1-104EK113-04180150.JPG,1127622,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:39,4/18/2019 13:56,5-1-104EK113-04180151.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180151.JPG,5-1-104EK113-04180151.JPG,1126619,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:38,4/18/2019 13:57,5-1-104EK113-04180152.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180152.JPG,5-1-104EK113-04180152.JPG,1117423,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:37,4/18/2019 13:57,5-1-104EK113-04180153.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180153.JPG,5-1-104EK113-04180153.JPG,1122113,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:35,4/18/2019 13:57,5-1-104EK113-04180154.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180154.JPG,5-1-104EK113-04180154.JPG,1121485,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:34,4/18/2019 13:57,5-1-104EK113-04180155.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180155.JPG,5-1-104EK113-04180155.JPG,1124504,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:35,4/18/2019 13:57,5-1-104EK113-04180156.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180156.JPG,5-1-104EK113-04180156.JPG,1125078,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:37,4/18/2019 13:57,5-1-104EK113-04180157.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180157.JPG,5-1-104EK113-04180157.JPG,1125651,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:58,4/18/2019 13:57,5-1-104EK113-04180158.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180158.JPG,5-1-104EK113-04180158.JPG,1119351,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:56,4/18/2019 13:57,5-1-104EK113-04180159.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180159.JPG,5-1-104EK113-04180159.JPG,1122816,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:52,4/18/2019 13:57,5-1-104EK113-04180160.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180160.JPG,5-1-104EK113-04180160.JPG,1119349,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:53,4/18/2019 13:58,5-1-104EK113-04180161.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180161.JPG,5-1-104EK113-04180161.JPG,1121617,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:54,4/18/2019 13:58,5-1-104EK113-04180162.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180162.JPG,5-1-104EK113-04180162.JPG,1125576,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:53,4/18/2019 13:58,5-1-104EK113-04180163.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180163.JPG,5-1-104EK113-04180163.JPG,1125490,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:58,4/18/2019 13:58,5-1-104EK113-04180164.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180164.JPG,5-1-104EK113-04180164.JPG,1124370,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:56,4/18/2019 13:58,5-1-104EK113-04180165.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180165.JPG,5-1-104EK113-04180165.JPG,1124432,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:54,4/18/2019 13:58,5-1-104EK113-04180166.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180166.JPG,5-1-104EK113-04180166.JPG,1126814,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:56,4/18/2019 13:58,5-1-104EK113-04180167.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180167.JPG,5-1-104EK113-04180167.JPG,1125271,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:35,4/18/2019 13:58,5-1-104EK113-04180168.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180168.JPG,5-1-104EK113-04180168.JPG,1128292,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:34,4/18/2019 13:58,5-1-104EK113-04180169.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180169.JPG,5-1-104EK113-04180169.JPG,1122267,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:58,4/18/2019 13:58,5-1-104EK113-04180170.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180170.JPG,5-1-104EK113-04180170.JPG,1120598,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:56,4/18/2019 13:58,5-1-104EK113-04180171.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180171.JPG,5-1-104EK113-04180171.JPG,1118812,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:54,4/18/2019 13:58,5-1-104EK113-04180172.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180172.JPG,5-1-104EK113-04180172.JPG,1121769,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:56,4/18/2019 13:58,5-1-104EK113-04180173.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180173.JPG,5-1-104EK113-04180173.JPG,1129655,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:52,4/18/2019 13:58,5-1-104EK113-04180174.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180174.JPG,5-1-104EK113-04180174.JPG,1128807,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:53,4/18/2019 13:58,5-1-104EK113-04180175.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180175.JPG,5-1-104EK113-04180175.JPG,1130768,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,5,5-1,20190417,20190508,SE,NA,6/10/2019 15:54,4/18/2019 13:59,5-1-104EK113-04180176.JPG,/Users/julesnesmith/Desktop/maybe_critters/5-1-104EK113-04180176.JPG,5-1-104EK113-04180176.JPG,1127599,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
