installation,plot_id,status,camera_number,sd_card,camera_out,camera_in,position_from_center,notes,ctime,mtime,file_name,path,relpath,size,type,empty,cow,deer,pig,turkey,armadillo,bobcat,raccoon,squirrel,fox,other,unknown
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:37,4/20/2019 8:42,2-1-101EK113-04200410.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200410.JPG,2-1-101EK113-04200410.JPG,1082153,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:35,4/20/2019 8:42,2-1-101EK113-04200411.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200411.JPG,2-1-101EK113-04200411.JPG,1080208,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:35,4/20/2019 8:42,2-1-101EK113-04200413.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200413.JPG,2-1-101EK113-04200413.JPG,1084020,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 8:42,2-1-101EK113-04200418.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200418.JPG,2-1-101EK113-04200418.JPG,1074523,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:56,4/20/2019 8:42,2-1-101EK113-04200422.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200422.JPG,2-1-101EK113-04200422.JPG,1074823,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:58,4/20/2019 8:42,2-1-101EK113-04200423.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200423.JPG,2-1-101EK113-04200423.JPG,1074307,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:38,4/20/2019 8:44,2-1-101EK113-04200429.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200429.JPG,2-1-101EK113-04200429.JPG,1074003,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:50,4/20/2019 8:46,2-1-101EK113-04200442.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200442.JPG,2-1-101EK113-04200442.JPG,1079146,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:45,4/20/2019 8:46,2-1-101EK113-04200444.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200444.JPG,2-1-101EK113-04200444.JPG,1069632,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:47,4/20/2019 8:46,2-1-101EK113-04200445.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200445.JPG,2-1-101EK113-04200445.JPG,1071065,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:44,4/20/2019 8:46,2-1-101EK113-04200449.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200449.JPG,2-1-101EK113-04200449.JPG,1075348,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:45,4/20/2019 8:46,2-1-101EK113-04200450.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200450.JPG,2-1-101EK113-04200450.JPG,1074795,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:40,4/20/2019 8:47,2-1-101EK113-04200458.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200458.JPG,2-1-101EK113-04200458.JPG,1065859,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:39,4/20/2019 8:47,2-1-101EK113-04200459.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200459.JPG,2-1-101EK113-04200459.JPG,1069211,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:40,4/20/2019 8:49,2-1-101EK113-04200464.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200464.JPG,2-1-101EK113-04200464.JPG,1068798,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:39,4/20/2019 8:49,2-1-101EK113-04200465.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200465.JPG,2-1-101EK113-04200465.JPG,1071561,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:40,4/20/2019 8:49,2-1-101EK113-04200466.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200466.JPG,2-1-101EK113-04200466.JPG,1067477,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:52,4/20/2019 8:49,2-1-101EK113-04200468.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200468.JPG,2-1-101EK113-04200468.JPG,1075377,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 8:49,2-1-101EK113-04200469.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200469.JPG,2-1-101EK113-04200469.JPG,1064091,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:40,4/20/2019 8:49,2-1-101EK113-04200472.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200472.JPG,2-1-101EK113-04200472.JPG,1073509,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:41,4/20/2019 8:49,2-1-101EK113-04200473.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200473.JPG,2-1-101EK113-04200473.JPG,1065845,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:43,4/20/2019 8:49,2-1-101EK113-04200474.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200474.JPG,2-1-101EK113-04200474.JPG,1066490,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:43,4/20/2019 8:49,2-1-101EK113-04200476.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200476.JPG,2-1-101EK113-04200476.JPG,1067139,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:41,4/20/2019 8:50,2-1-101EK113-04200477.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200477.JPG,2-1-101EK113-04200477.JPG,1065126,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:49,4/20/2019 8:50,2-1-101EK113-04200485.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200485.JPG,2-1-101EK113-04200485.JPG,1067660,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:45,4/20/2019 8:51,2-1-101EK113-04200487.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200487.JPG,2-1-101EK113-04200487.JPG,1066809,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:43,4/20/2019 8:51,2-1-101EK113-04200501.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200501.JPG,2-1-101EK113-04200501.JPG,1069465,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 8:52,2-1-101EK113-04200509.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200509.JPG,2-1-101EK113-04200509.JPG,1056596,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:39,4/20/2019 8:52,2-1-101EK113-04200510.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200510.JPG,2-1-101EK113-04200510.JPG,1056074,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:43,4/20/2019 8:52,2-1-101EK113-04200514.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200514.JPG,2-1-101EK113-04200514.JPG,1064120,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:46,4/20/2019 8:53,2-1-101EK113-04200519.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200519.JPG,2-1-101EK113-04200519.JPG,1066547,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:49,4/20/2019 8:55,2-1-101EK113-04200526.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200526.JPG,2-1-101EK113-04200526.JPG,1074296,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:49,4/20/2019 8:55,2-1-101EK113-04200527.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200527.JPG,2-1-101EK113-04200527.JPG,1068105,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:46,4/20/2019 8:55,2-1-101EK113-04200531.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200531.JPG,2-1-101EK113-04200531.JPG,1068775,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:50,4/20/2019 8:57,2-1-101EK113-04200537.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200537.JPG,2-1-101EK113-04200537.JPG,1071087,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:55,4/20/2019 8:58,2-1-101EK113-04200541.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200541.JPG,2-1-101EK113-04200541.JPG,1068646,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:57,4/20/2019 8:58,2-1-101EK113-04200543.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200543.JPG,2-1-101EK113-04200543.JPG,1067143,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:54,4/20/2019 8:58,2-1-101EK113-04200545.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200545.JPG,2-1-101EK113-04200545.JPG,1066236,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 8:58,2-1-101EK113-04200546.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200546.JPG,2-1-101EK113-04200546.JPG,1068156,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 8:58,2-1-101EK113-04200552.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200552.JPG,2-1-101EK113-04200552.JPG,1060589,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:36,4/20/2019 9:00,2-1-101EK113-04200558.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200558.JPG,2-1-101EK113-04200558.JPG,1068960,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:36,4/20/2019 9:00,2-1-101EK113-04200559.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200559.JPG,2-1-101EK113-04200559.JPG,1061943,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:37,4/20/2019 9:00,2-1-101EK113-04200560.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200560.JPG,2-1-101EK113-04200560.JPG,1064886,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:37,4/20/2019 9:00,2-1-101EK113-04200561.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200561.JPG,2-1-101EK113-04200561.JPG,1064075,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:36,4/20/2019 9:02,2-1-101EK113-04200570.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200570.JPG,2-1-101EK113-04200570.JPG,1069025,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:36,4/20/2019 9:03,2-1-101EK113-04200571.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200571.JPG,2-1-101EK113-04200571.JPG,1068384,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:34,4/20/2019 9:03,2-1-101EK113-04200573.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200573.JPG,2-1-101EK113-04200573.JPG,1060779,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:54,4/20/2019 9:03,2-1-101EK113-04200578.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200578.JPG,2-1-101EK113-04200578.JPG,1061513,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:54,4/20/2019 9:03,2-1-101EK113-04200579.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200579.JPG,2-1-101EK113-04200579.JPG,1062747,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:57,4/20/2019 9:03,2-1-101EK113-04200580.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200580.JPG,2-1-101EK113-04200580.JPG,1062328,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:57,4/20/2019 9:03,2-1-101EK113-04200581.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200581.JPG,2-1-101EK113-04200581.JPG,1062232,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:55,4/20/2019 9:03,2-1-101EK113-04200582.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200582.JPG,2-1-101EK113-04200582.JPG,1064059,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:55,4/20/2019 9:03,2-1-101EK113-04200583.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200583.JPG,2-1-101EK113-04200583.JPG,1064105,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:52,4/20/2019 9:03,2-1-101EK113-04200584.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200584.JPG,2-1-101EK113-04200584.JPG,1062417,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 9:03,2-1-101EK113-04200585.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200585.JPG,2-1-101EK113-04200585.JPG,1062944,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 9:05,2-1-101EK113-04200591.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200591.JPG,2-1-101EK113-04200591.JPG,1059746,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 9:05,2-1-101EK113-04200593.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200593.JPG,2-1-101EK113-04200593.JPG,1060204,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:57,4/20/2019 9:05,2-1-101EK113-04200594.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200594.JPG,2-1-101EK113-04200594.JPG,1060542,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:55,4/20/2019 9:05,2-1-101EK113-04200597.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200597.JPG,2-1-101EK113-04200597.JPG,1061381,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:35,4/20/2019 9:05,2-1-101EK113-04200598.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200598.JPG,2-1-101EK113-04200598.JPG,1060849,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:38,4/20/2019 9:06,2-1-101EK113-04200601.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200601.JPG,2-1-101EK113-04200601.JPG,1064054,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:37,4/20/2019 9:06,2-1-101EK113-04200603.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200603.JPG,2-1-101EK113-04200603.JPG,1062640,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:35,4/20/2019 9:06,2-1-101EK113-04200605.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200605.JPG,2-1-101EK113-04200605.JPG,1063797,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:36,4/20/2019 9:06,2-1-101EK113-04200606.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200606.JPG,2-1-101EK113-04200606.JPG,1072881,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:34,4/20/2019 9:06,2-1-101EK113-04200610.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200610.JPG,2-1-101EK113-04200610.JPG,1063319,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:53,4/20/2019 9:10,2-1-101EK113-04200632.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200632.JPG,2-1-101EK113-04200632.JPG,1064159,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:54,4/20/2019 9:10,2-1-101EK113-04200633.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200633.JPG,2-1-101EK113-04200633.JPG,1068308,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:56,4/20/2019 9:10,2-1-101EK113-04200636.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200636.JPG,2-1-101EK113-04200636.JPG,1063157,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:34,4/20/2019 9:10,2-1-101EK113-04200638.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200638.JPG,2-1-101EK113-04200638.JPG,1058000,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 9:11,2-1-101EK113-04200641.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200641.JPG,2-1-101EK113-04200641.JPG,1062418,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:50,4/20/2019 9:16,2-1-101EK113-04200668.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200668.JPG,2-1-101EK113-04200668.JPG,1058136,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 9:16,2-1-101EK113-04200669.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200669.JPG,2-1-101EK113-04200669.JPG,1058473,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:41,4/20/2019 9:17,2-1-101EK113-04200671.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200671.JPG,2-1-101EK113-04200671.JPG,1052333,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:39,4/20/2019 9:18,2-1-101EK113-04200673.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200673.JPG,2-1-101EK113-04200673.JPG,1062162,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:49,4/20/2019 9:18,2-1-101EK113-04200678.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200678.JPG,2-1-101EK113-04200678.JPG,1061638,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 9:18,2-1-101EK113-04200680.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200680.JPG,2-1-101EK113-04200680.JPG,1065703,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 9:18,2-1-101EK113-04200682.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200682.JPG,2-1-101EK113-04200682.JPG,1064754,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:50,4/20/2019 9:18,2-1-101EK113-04200683.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200683.JPG,2-1-101EK113-04200683.JPG,1057899,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:52,4/20/2019 9:23,2-1-101EK113-04200695.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200695.JPG,2-1-101EK113-04200695.JPG,1059613,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 9:23,2-1-101EK113-04200696.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200696.JPG,2-1-101EK113-04200696.JPG,1059152,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:42,4/20/2019 9:24,2-1-101EK113-04200700.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200700.JPG,2-1-101EK113-04200700.JPG,1065613,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:41,4/20/2019 9:25,2-1-101EK113-04200705.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200705.JPG,2-1-101EK113-04200705.JPG,1057777,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:43,4/20/2019 9:27,2-1-101EK113-04200716.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200716.JPG,2-1-101EK113-04200716.JPG,1058607,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:51,4/20/2019 9:27,2-1-101EK113-04200723.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200723.JPG,2-1-101EK113-04200723.JPG,1061533,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:49,4/20/2019 9:27,2-1-101EK113-04200724.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200724.JPG,2-1-101EK113-04200724.JPG,1067371,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
hancock,i2,invaded,2,2-1,20190417,20190508,SW,NA,6/10/2019 15:46,4/20/2019 9:27,2-1-101EK113-04200727.JPG,/Users/julesnesmith/Desktop/maybe_critters/2-1-101EK113-04200727.JPG,2-1-101EK113-04200727.JPG,1058945,image,TRUE,0,0,0,0,0,0,0,0,0,NA,0
