fire_id,location,structure,total_biomass,avg_max_temp,s_abv100,pct_fuel_moisture,avg_air_temp,avg_rh,avg_wind_speed
59,50cm,piled,1000,423.07466666666664,132.33333333333334,15.182522123893794,25.384677419354837,59.708064516129035,0.10141129032258064
60,0cm,standing,1000,499.28066666666666,79.33333333333333,14.289558665231421,25.79078014184397,58.317730496453905,0
60,25cm,standing,1000,513.5593333333334,70.66666666666667,14.289558665231421,25.79078014184397,58.317730496453905,0
60,50cm,standing,1000,648.492,69.66666666666667,14.289558665231421,25.79078014184397,58.317730496453905,0
61,0cm,piled,2000,414.39599999999996,708,10.270793036750488,24.3026706231454,63.52077151335312,0
61,25cm,piled,2000,723.9066666666666,208.66666666666666,10.270793036750488,24.3026706231454,63.52077151335312,0
61,50cm,piled,2000,738.8746666666667,143,10.270793036750488,24.3026706231454,63.52077151335312,0
62,0cm,standing,2000,390.87266666666665,61,15.481793410948725,24.2,62.52626262626263,0
62,25cm,standing,2000,540.094,45,15.481793410948725,24.2,62.52626262626263,0
62,50cm,standing,2000,639.8,41,15.481793410948725,24.2,62.52626262626263,0
63,0cm,piled,250,514.2866666666666,92,13.718070009460748,26.912389380530975,60.607964601769915,1.0924778761061946
63,25cm,piled,250,171.50400000000002,44.333333333333336,13.718070009460748,26.912389380530975,60.607964601769915,1.0924778761061946
63,50cm,piled,250,67.66466666666666,0,13.718070009460748,26.912389380530975,60.607964601769915,1.0924778761061946
64,0cm,standing,250,40.178,0,10.33248081841432,27.082716049382714,60.47901234567901,1.1037037037037036
64,25cm,standing,250,55.91,0,10.33248081841432,27.082716049382714,60.47901234567901,1.1037037037037036
64,50cm,standing,250,45.733333333333334,0,10.33248081841432,27.082716049382714,60.47901234567901,1.1037037037037036
65,0cm,piled,500,552.516,179.33333333333334,10.797060486150379,28.705309734513275,56.63008849557522,0.7234513274336283
65,25cm,piled,500,318.476,55.666666666666664,10.797060486150379,28.705309734513275,56.63008849557522,0.7234513274336283
65,50cm,piled,500,117.71533333333333,32,10.797060486150379,28.705309734513275,56.63008849557522,0.7234513274336283
66,0cm,standing,500,391.5,58.333333333333336,9.531502423263325,29.281896551724138,55.860344827586204,0.6922413793103448
66,25cm,standing,500,293.47066666666666,37.333333333333336,9.531502423263325,29.281896551724138,55.860344827586204,0.6922413793103448
66,50cm,standing,500,158.27266666666668,25,9.531502423263325,29.281896551724138,55.860344827586204,0.6922413793103448
67,0cm,piled,1000,731.7753333333334,161,11.10195674562307,28.21851851851852,55.95925925925926,0.4948148148148148
67,25cm,piled,1000,580.214,127,11.10195674562307,28.21851851851852,55.95925925925926,0.4948148148148148
67,50cm,piled,1000,400.93533333333335,107.66666666666667,11.10195674562307,28.21851851851852,55.95925925925926,0.4948148148148148
68,0cm,standing,1000,602.158,68,10.711493354182954,27.722077922077922,56.955844155844154,0.587012987012987
68,25cm,standing,1000,730.616,62.666666666666664,10.711493354182954,27.722077922077922,56.955844155844154,0.587012987012987
68,50cm,standing,1000,578.7180000000001,51.666666666666664,10.711493354182954,27.722077922077922,56.955844155844154,0.587012987012987
69,0cm,piled,1500,709.9566666666667,171,9.040488075429852,27.112781954887218,59.57443609022556,1.019548872180451
69,25cm,piled,1500,533.7293333333333,128,9.040488075429852,27.112781954887218,59.57443609022556,1.019548872180451
69,50cm,piled,1500,348.94866666666667,114.33333333333333,9.040488075429852,27.112781954887218,59.57443609022556,1.019548872180451
70,0cm,standing,1500,433.236,45.666666666666664,7.364975450081821,27.112781954887218,59.57443609022556,1.019548872180451
70,25cm,standing,1500,635.8506666666667,44.666666666666664,7.364975450081821,27.112781954887218,59.57443609022556,1.019548872180451
70,50cm,standing,1500,734.7753333333334,46.333333333333336,7.364975450081821,27.112781954887218,59.57443609022556,1.019548872180451
71,0cm,piled,2000,673.8000000000001,814,11.096468107538222,28.467236467236468,52.047578347578344,0.711965811965812
71,25cm,piled,2000,714.246,170.33333333333334,11.096468107538222,28.467236467236468,52.047578347578344,0.711965811965812
71,50cm,piled,2000,676.378,110,11.096468107538222,28.467236467236468,52.047578347578344,0.711965811965812
72,0cm,standing,2000,385.178,51.333333333333336,6.841611996251165,28.346153846153847,52.16153846153846,0.4269230769230769
72,25cm,standing,2000,690.9646666666666,48,6.841611996251165,28.346153846153847,52.16153846153846,0.4269230769230769
72,50cm,standing,2000,592.586,42.666666666666664,6.841611996251165,28.346153846153847,52.16153846153846,0.4269230769230769
73,0cm,piled,1500,642.3613333333334,465,8.82691201840138,30.327380952380953,47.63214285714286,0
73,25cm,piled,1500,583.3893333333333,140,8.82691201840138,30.327380952380953,47.63214285714286,0
73,50cm,piled,1500,365.764,103,8.82691201840138,30.327380952380953,47.63214285714286,0
74,0cm,standing,1500,332.7766666666667,40.333333333333336,8.047945205479449,30.327380952380953,47.63214285714286,0
74,25cm,standing,1500,541.6800000000001,58.333333333333336,8.047945205479449,30.327380952380953,47.63214285714286,0
74,50cm,standing,1500,588.28,48.333333333333336,8.047945205479449,30.327380952380953,47.63214285714286,0
