installation,plot_id,veg_id,over_100cm,date,notes,scientific_name,functional_group,Genus,Species,Status,functional_group__1,visit_year,species_name
eglin,eglin i1,PEBO,1,2018-06-12,NA,Persea borbonia,tree,Persea,borbonia,native,tree,2018,Persea borbonia
eglin,eglin i1,QUFA,23,2018-06-12,?? Rubus? Or north/southern red SC 8/30. changed to southern red oak from rubus oak,Quercus falcata,tree,Quercus,falcata,native,tree,2018,Quercus falcata
eglin,eglin i1,QUNI,19,2018-06-12,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
eglin,eglin i1,VACCI,7,2018-06-12,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
eglin,eglin c1,QUHE,1,2018-06-13,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
eglin,eglin j1,QUHE,8,2018-06-13,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
eglin,eglin j1,QULA,1,2018-06-13,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
eglin,eglin c1,QUNI,2,2018-06-13,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
eglin,eglin c1,SERE,1,2018-06-13,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
eglin,eglin j1,SERE,3,2018-06-13,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
eglin,eglin j1,VACCI,3,2018-06-13,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
eglin,eglin f1,CRATA,4,2018-06-15,NA,Crataegus spp.,shrub,Crataegus,spp.,native/introduced,shrub,2018,Crataegus spp.
eglin,eglin f1,CRAR2,15,2018-06-15,NA,Croton argyranthemus,forb,Croton,argyranthemus,native,forb,2018,Croton argyranthemus
eglin,eglin b2,PIPA,5,2018-06-15,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
eglin,eglin f1,PIPA,2,2018-06-15,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
eglin,eglin f1,QUGE,10,2018-06-15,NA,Quercus geminata,tree,Quercus,geminata,native,tree,2018,Quercus geminata
eglin,eglin f1,QUHE,2,2018-06-15,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
eglin,eglin f1,QULA,4,2018-06-15,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
eglin,eglin f1,QUNI,7,2018-06-15,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
eglin,eglin b2,SERE,11,2018-06-15,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
tyndall,tyndall d2,ILGL,5,2018-06-25,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
tyndall,tyndall d2,MAGNO,17,2018-06-25,NA,Magnolia spp.,shrub/tree,Magnolia,spp.,native/introduced,shrub/tree,2018,Magnolia spp.
tyndall,tyndall d2,PIEL,1,2018-06-25,NA,Pinus elliottii,tree,Pinus,elliottii,native,tree,2018,Pinus elliottii
tyndall,tyndall b2,SERE,1,2018-06-25,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
tyndall,tyndall d2,LITR,61,2018-06-25,NA,NA,NA,NA,NA,NA,NA,2018,NA NA
tyndall,tyndall d2,VACCI,27,2018-06-25,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
tyndall,tyndall c1,ILGL,333,2018-06-26,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
tyndall,tyndall c2,ILGL,238,2018-06-26,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
tyndall,tyndall c1,LYFE,1,2018-06-26,changed to rusty staggerbush,Lyonia ferruginea,shrub,Lyonia,ferruginea,native,shrub,2018,Lyonia ferruginea
tyndall,tyndall c2,QUMY,2,2018-06-26,NA,Quercus myrtifolia,tree,Quercus,myrtifolia,native,tree,2018,Quercus myrtifolia
tyndall,tyndall c1,SERE,3,2018-06-26,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
tyndall,tyndall c2,SERE,4,2018-06-26,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
tyndall,tyndall c2,other,1,2018-06-26,"random shrub drews phone time stamp 1:15, 6/26",NA,NA,NA,NA,NA,NA,2018,NA NA
tyndall,tyndall b3,ILGL,23,2018-06-27,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
tyndall,tyndall b4,ILEX,71,2018-06-27,NA,Ilex spp.,shrub,Ilex,spp.,native/introduced,shrub,2018,Ilex spp.
tyndall,tyndall b4,SERE,1,2018-06-27,NA,Serenoa repens,shrub/tree,Serenoa,repens,native,shrub/tree,2018,Serenoa repens
tyndall,tyndall b4,VACCI,1,2018-06-27,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
jackson,jackson d1,CARYA,1,2018-07-09,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
jackson,jackson c1,DIVI,3,2018-07-09,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
jackson,jackson d1,QUNI,1,2018-07-09,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
jackson,jackson d1,QURU,8,2018-07-09,NA,Quercus rubra,tree,Quercus,rubra,native,tree,2018,Quercus rubra
jackson,jackson a1,NA,0,2018-07-09,placeholder zero for plot visit,NA,NA,NA,NA,NA,NA,2018,NA NA
jackson,jackson b1,NA,0,2018-07-09,placeholder zero for plot visit,NA,NA,NA,NA,NA,NA,2018,NA NA
jackson,jackson e1,PIPA,1,2018-07-10,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
jackson,jackson e1,QULA,1,2018-07-10,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
jackson,jackson f1,QULA,3,2018-07-10,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
jackson,jackson e1,SAAL5,8,2018-07-10,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
jackson,jackson e1,VAAR,11,2018-07-10,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
jackson,jackson g1,VAAR,4,2018-07-10,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
jackson,jackson f1,VACCI,26,2018-07-10,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
jackson,jackson g1,VACCI,4,2018-07-10,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
jackson,jackson g1,LINDE2,1,2018-07-10,NA,NA,NA,NA,NA,NA,NA,2018,NA NA
jackson,jackson i1,DIVI,8,2018-07-11,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
jackson,jackson j1,QULA,1,2018-07-11,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
jackson,jackson j1,SAAL5,1,2018-07-11,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
jackson,jackson j1,VACCI,3,2018-07-11,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
jackson,jackson k1,NA,0,2018-07-11,placeholder zero for plot visit,NA,NA,NA,NA,NA,NA,2018,NA NA
jackson,jackson h1,CARYA,2,2018-07-12,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
jackson,jackson h1,CARYA,2,2018-07-12,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
jackson,jackson h1,DIVI,5,2018-07-12,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
jackson,jackson h1,DIVI,5,2018-07-12,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
jackson,jackson h1,QUHE,2,2018-07-12,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
jackson,jackson h1,QUHE,2,2018-07-12,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
jackson,jackson h1,QUMA,3,2018-07-12,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
jackson,jackson h1,QUNI,7,2018-07-12,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
jackson,jackson h1,QUNI,7,2018-07-12,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
jackson,jackson h1,SAAL5,31,2018-07-12,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
jackson,jackson h1,SAAL5,31,2018-07-12,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
jackson,jackson h1,VACCI,37,2018-07-12,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
jackson,jackson h1,VACCI,37,2018-07-12,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
jackson,jackson h1,QUMA,3,2018-07-12,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
jackson,jackson l1,CARYA,3,2018-07-13,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
jackson,jackson l1,DIVI,1,2018-07-13,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
jackson,jackson m1,DIVI,2,2018-07-13,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
jackson,jackson m1,PIPA,1,2018-07-13,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
jackson,jackson l1,PRUNU,5,2018-07-13,Unsure of the ID stated as a shrub either Prunos or sambucus,Prunus  spp.,shrub/tree,Prunus,spp.,native/introduced,shrub/tree,2018,Prunus spp.
jackson,jackson m1,QULA,7,2018-07-13,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
jackson,jackson l1,QUMA,4,2018-07-13,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
benning,benning a1,CAAM,1,2018-07-24,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
benning,benning a1,CARYA,20,2018-07-24,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
benning,benning a1,CRATA,3,2018-07-24,NA,Crataegus spp.,shrub,Crataegus,spp.,native/introduced,shrub,2018,Crataegus spp.
benning,benning a1,LIST,28,2018-07-24,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning b1,LIST,1,2018-07-24,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning a1,MOCE,25,2018-07-24,NA,Morella cerifera,shrub,Morella,cerifera,native,shrub,2018,Morella cerifera
benning,benning a1,PRUNU,4,2018-07-24,NA,Prunus  spp.,shrub/tree,Prunus,spp.,native/introduced,shrub/tree,2018,Prunus spp.
benning,benning a1,QUAL,4,2018-07-24,NA,Quercus alba,tree,Quercus,alba,native,tree,2018,Quercus alba
benning,benning a1,QUHE,8,2018-07-24,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
benning,benning a1,QUMA,16,2018-07-24,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
benning,benning a1,RHCO,38,2018-07-24,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
benning,benning a1,SAAL5,2,2018-07-24,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
benning,benning a1,VAAR,1,2018-07-24,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
benning,benning a1,VACCI,22,2018-07-24,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
benning,benning a1,VACCI,15,2018-07-24,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
benning,benning c1,CAAM,24,2018-07-25,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
benning,benning d1,CARYA,4,2018-07-25,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
benning,benning d1,DIVI,1,2018-07-25,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
benning,benning c1,LIST,31,2018-07-25,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning d1,LIST,24,2018-07-25,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning d1,PITA,3,2018-07-25,NA,Pinus taeda,tree,Pinus,taeda,native,tree,2018,Pinus taeda
benning,benning d1,QULA,13,2018-07-25,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
benning,benning d1,QUMA,17,2018-07-25,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
benning,benning c1,RHCO,2,2018-07-25,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
benning,benning c1,RUBUS,4,2018-07-25,NA,Rubus spp.,forb/shrub,Rubus,spp.,native/introduced,forb/shrub,2018,Rubus spp.
benning,benning d1,VAAR,10,2018-07-25,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
benning,benning d1,VACCI,7,2018-07-25,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
benning,benning f1,DIVI,2,2018-07-26,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
benning,benning e1,LIST,11,2018-07-26,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning f1,LIST,14,2018-07-26,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning f1,MOCE,3,2018-07-26,NA,Morella cerifera,shrub,Morella,cerifera,native,shrub,2018,Morella cerifera
benning,benning i1,CAAM,3,2018-07-27,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
benning,benning i1,CARYA,1,2018-07-27,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
benning,benning j1,DIVI,3,2018-07-27,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
benning,benning j1,LEBI,8,2018-07-27,NA,Lespedeza bicolor Turcz.,forb/shrub,Lespedeza,bicolor Turcz.,invasive,forb/shrub,2018,Lespedeza bicolor Turcz.
benning,benning i1,LIST,1,2018-07-27,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
benning,benning i1,QUMA,3,2018-07-27,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
benning,benning j1,QUMA,11,2018-07-27,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
benning,benning j1,RHCO,49,2018-07-27,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
benning,benning j1,RUBUS,2,2018-07-27,NA,Rubus spp.,forb/shrub,Rubus,spp.,native/introduced,forb/shrub,2018,Rubus spp.
benning,benning j1,VAAR,1,2018-07-27,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
benning,benning j1,thiny,3,2018-07-27,NA,NA,NA,NA,NA,NA,NA,2018,NA NA
benning,benning h1,DIVI,9,2018-07-28,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
benning,benning h1,EUCA5,12,2018-07-28,NA,Eupatorium capillofolium,forb,Eupatorium,capillofolium,native,forb,2018,Eupatorium capillofolium
benning,benning g1,LEBI,1,2018-07-28,NA,Lespedeza bicolor Turcz.,forb/shrub,Lespedeza,bicolor Turcz.,invasive,forb/shrub,2018,Lespedeza bicolor Turcz.
benning,benning g1,QUFA,2,2018-07-28,NA,Quercus falcata,tree,Quercus,falcata,native,tree,2018,Quercus falcata
benning,benning h1,VACCI,12,2018-07-28,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
benning,benning h1,shrub,2,2018-07-28,NA,NA,NA,NA,NA,NA,NA,2018,NA NA
shelby,shelby a1,CAAM,10,2018-08-11,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
shelby,shelby c1,DIVI,13,2018-08-11,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
shelby,shelby c1,ILGL,5,2018-08-11,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
shelby,shelby c1,ILVO,27,2018-08-11,NA,Ilex vomitoria,shrub,Ilex,vomitoria,native,shrub,2018,Ilex vomitoria
shelby,shelby c1,PEBO,5,2018-08-11,NA,Persea borbonia,tree,Persea,borbonia,native,tree,2018,Persea borbonia
shelby,shelby c1,RHCO,1,2018-08-11,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
shelby,shelby c1,VAAR,4,2018-08-11,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
shelby,shelby a2,CAAM,23,2018-08-12,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
shelby,shelby e1,DIVI,7,2018-08-12,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
shelby,shelby e1,ILEX,1,2018-08-12,NA,Ilex spp.,shrub,Ilex,spp.,native/introduced,shrub,2018,Ilex spp.
shelby,shelby a2,LIST,2,2018-08-12,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
shelby,shelby e1,LIST,1,2018-08-12,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
shelby,shelby e1,PIPA,1,2018-08-12,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
shelby,shelby e1,QUHE,1,2018-08-12,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
shelby,shelby e1,QUMA,9,2018-08-12,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
shelby,shelby e1,RHCO,2,2018-08-12,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
shelby,shelby e1,RUBUS,12,2018-08-12,NA,Rubus spp.,forb/shrub,Rubus,spp.,native/introduced,forb/shrub,2018,Rubus spp.
shelby,shelby e1,VACCI,1,2018-08-12,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
shelby,shelby h1,ACRU,24,2018-08-13,NA,Acer  rubrum,tree,Acer,rubrum,native,tree,2018,Acer rubrum
shelby,shelby i1,ACRU,3,2018-08-13,NA,Acer  rubrum,tree,Acer,rubrum,native,tree,2018,Acer rubrum
shelby,shelby h1,BAMBU,29,2018-08-13,NA,Bambusa spp.,graminoid,Bambusa,spp.,introduced,graminoid,2018,Bambusa spp.
shelby,shelby i1,DIVI,5,2018-08-13,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
shelby,shelby h1,ILGL,31,2018-08-13,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
shelby,shelby h1,ILVO,4,2018-08-13,NA,Ilex vomitoria,shrub,Ilex,vomitoria,native,shrub,2018,Ilex vomitoria
shelby,shelby i1,ILVO,20,2018-08-13,NA,Ilex vomitoria,shrub,Ilex,vomitoria,native,shrub,2018,Ilex vomitoria
shelby,shelby h1,MAGNO,21,2018-08-13,NA,Magnolia spp.,shrub/tree,Magnolia,spp.,native/introduced,shrub/tree,2018,Magnolia spp.
shelby,shelby h1,MOCE,11,2018-08-13,NA,Morella cerifera,shrub,Morella,cerifera,native,shrub,2018,Morella cerifera
shelby,shelby i1,MOCE,5,2018-08-13,NA,Morella cerifera,shrub,Morella,cerifera,native,shrub,2018,Morella cerifera
shelby,shelby h1,PEBO,8,2018-08-13,NA,Persea borbonia,tree,Persea,borbonia,native,tree,2018,Persea borbonia
shelby,shelby i1,PIEL,6,2018-08-13,NA,Pinus elliottii,tree,Pinus,elliottii,native,tree,2018,Pinus elliottii
shelby,shelby i1,QULA,1,2018-08-13,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
shelby,shelby i1,QUNI,1,2018-08-13,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
shelby,shelby h1,VACCI,16,2018-08-13,"elena 7:58, changed to vaccinium from berry bush",Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
shelby,shelby h1,VACCI,1,2018-08-13,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
shelby,shelby i1,VACCI,51,2018-08-13,NA,Vaccinium spp.,shrub,Vaccinium,spp.,native,shrub,2018,Vaccinium spp.
shelby,shelby j1,CAAM,32,2018-08-14,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
shelby,shelby k1,CAAM,21,2018-08-14,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
shelby,shelby j1,DIVI,2,2018-08-14,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
shelby,shelby k1,DIVI,1,2018-08-14,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
shelby,shelby j1,ILVO,153,2018-08-14,NA,Ilex vomitoria,shrub,Ilex,vomitoria,native,shrub,2018,Ilex vomitoria
shelby,shelby j1,MOCE,1,2018-08-14,NA,Morella cerifera,shrub,Morella,cerifera,native,shrub,2018,Morella cerifera
shelby,shelby j1,PEBO,8,2018-08-14,NA,Persea borbonia,tree,Persea,borbonia,native,tree,2018,Persea borbonia
shelby,shelby j1,PIEL,7,2018-08-14,NA,Pinus elliottii,tree,Pinus,elliottii,native,tree,2018,Pinus elliottii
shelby,shelby j1,QUMA,2,2018-08-14,NA,Quercus marilandica,tree,Quercus,marilandica,native,tree,2018,Quercus marilandica
shelby,shelby j1,QUNI,1,2018-08-14,NA,Quercus nigra,tree,Quercus,nigra,native,tree,2018,Quercus nigra
shelby,shelby k1,QUST,1,2018-08-14,NA,Quercus stellata,tree,Quercus,stellata,native,tree,2018,Quercus stellata
shelby,shelby j1,RHCO,3,2018-08-14,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
shelby,shelby k1,RHCO,4,2018-08-14,NA,Rhus copallinum,shrub,Rhus,copallinum,native,shrub,2018,Rhus copallinum
shelby,shelby j1,RUBUS,1,2018-08-14,NA,Rubus spp.,forb/shrub,Rubus,spp.,native/introduced,forb/shrub,2018,Rubus spp.
shelby,shelby k1,VAAR,14,2018-08-14,NA,Vaccinium arboreum,shrub/tree,Vaccinium,arboreum,native,shrub/tree,2018,Vaccinium arboreum
shelby,shelby b3,CAAM,8,2018-08-15,NA,Callicarpa americana,shrub,Callicarpa,americana,native,shrub,2018,Callicarpa americana
shelby,shelby b2,ILGL,2,2018-08-15,NA,Ilex glabra,shrub,Ilex,glabra,native,shrub,2018,Ilex glabra
shelby,shelby b2,MAGNO,10,2018-08-15,NA,Magnolia spp.,shrub/tree,Magnolia,spp.,native/introduced,shrub/tree,2018,Magnolia spp.
shelby,shelby b3,PIPA,2,2018-08-15,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
gordon,gordon x1,DIVI,7,2018-08-20,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
gordon,gordon y1,DIVI,2,2018-08-20,NA,Diospyros virginiana,tree,Diospyros,virginiana,native,tree,2018,Diospyros virginiana
gordon,gordon z1,PIPA,1,2018-08-20,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
gordon,gordon z1,PRUNU,1,2018-08-20,NA,Prunus  spp.,shrub/tree,Prunus,spp.,native/introduced,shrub/tree,2018,Prunus spp.
gordon,gordon x1,QUIN,6,2018-08-20,NA,Quercus incana,tree,Quercus,incana,native,tree,2018,Quercus incana
gordon,gordon z1,QUIN,1,2018-08-20,NA,Quercus incana,tree,Quercus,incana,native,tree,2018,Quercus incana
gordon,gordon x1,QULA,1,2018-08-20,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
gordon,gordon x1,SAAL5,3,2018-08-20,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
gordon,gordon y1,SAAL5,4,2018-08-20,NA,Sassafras albidum,shrub,Sassafras,albidum,native,shrub,2018,Sassafras albidum
gordon,gordon v1,CARYA,2,2018-08-21,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
gordon,gordon w1,CARYA,2,2018-08-21,NA,Carya spp.,tree,Carya,spp.,native,tree,2018,Carya spp.
gordon,gordon v1,COFL,4,2018-08-21,NA,Cornus floridana,tree,Cornus,floridana,native,tree,2018,Cornus floridana
gordon,gordon w1,COFL,1,2018-08-21,NA,Cornus floridana,tree,Cornus,floridana,native,tree,2018,Cornus floridana
gordon,gordon w1,ILVO,1,2018-08-21,NA,Ilex vomitoria,shrub,Ilex,vomitoria,native,shrub,2018,Ilex vomitoria
gordon,gordon w1,ILOP,1,2018-08-21,NA,Ilex  opaca,shrub,Ilex,opaca,native,shrub,2018,Ilex opaca
gordon,gordon v1,JUVI,1,2018-08-21,eastern red cedar,Juniperus virginiana,tree,Juniperus,virginiana,native,tree,2018,Juniperus virginiana
gordon,gordon w1,LIST,2,2018-08-21,NA,Liquidambar styraciflua,tree,Liquidambar,styraciflua,native,tree,2018,Liquidambar styraciflua
gordon,gordon w1,PEBO,2,2018-08-21,NA,Persea borbonia,tree,Persea,borbonia,native,tree,2018,Persea borbonia
gordon,gordon w1,PIPA,1,2018-08-21,NA,Pinus palustris,tree,Pinus,palustris,native,tree,2018,Pinus palustris
gordon,gordon w1,PRUNU,1,2018-08-21,NA,Prunus  spp.,shrub/tree,Prunus,spp.,native/introduced,shrub/tree,2018,Prunus spp.
gordon,gordon v1,QUHE,3,2018-08-21,NA,Quercus hemisphaerica,tree,Quercus,hemisphaerica,native,tree,2018,Quercus hemisphaerica
gordon,gordon t1,QUIN,1,2018-08-21,NA,Quercus incana,tree,Quercus,incana,native,tree,2018,Quercus incana
gordon,gordon t1,QULA,4,2018-08-21,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
gordon,gordon v1,QULA,1,2018-08-21,NA,Quercus laevis,tree,Quercus,laevis,native,tree,2018,Quercus laevis
