date,status,days,avg_daily_tempC,avg_dailymin_tempC,avg_dailymax_tempC,avg_daily_RH,avg_dailymax_rh,avg_dailymin_rh
2018-06-22,invaded,1,27.128682002314815,23.080416666666665,34.39158333333334,92.67269675925925,99.53175,76.339
2018-06-22,native,1,28.945294270833333,23.406416666666665,41.71666666666667,86.51656626157407,100,50.531166666666664
2018-06-23,invaded,2,27.869398726851852,22.61525,36.1725,89.87544849537038,99.18558333333334,69.40458333333333
2018-06-23,native,2,29.205381655092594,22.940416666666668,41.89225,85.94238946759259,100,50.07391666666667
2018-06-24,invaded,3,28.056458622685184,22.214,37.3205,88.3604675925926,99.08816666666667,63.89325
2018-06-24,native,3,29.157080439814816,22.64275,42.97983333333333,86.2303287037037,100,47.91275
2018-06-25,invaded,4,27.385895833333333,21.111583333333332,37.61983333333333,88.29633998842593,99.04283333333333,60.893166666666666
2018-06-25,native,4,28.46542939814815,21.493083333333335,43.23191666666666,86.47092390046296,100,46.15833333333333
2018-06-26,invaded,5,26.520734664351853,22.447416666666665,37.84608333333333,91.39133680555555,99.02833333333334,62.221583333333335
2018-06-26,native,5,27.438145833333333,22.540916666666668,42.1755,90.42667158564815,100,49.88316666666667
2018-06-27,invaded,6,25.68812962962963,21.11525,32.045,97.67549884259259,99.12391666666667,90.49475
2018-06-27,native,6,27.164208622685184,21.49125,39.09308333333333,95.1544525462963,100,70.33233333333334
2018-06-28,invaded,7,25.417974247685187,22.283833333333334,32.25658333333333,97.96939930555556,99.05733333333333,90.49249999999999
2018-06-28,native,7,26.70239525462963,22.527,39.3685,96.06399971064815,100,69.287
2018-06-29,invaded,8,25.14054513888889,21.572583333333334,31.58025,97.83108072916667,99.04183333333333,91.21025
2018-06-29,native,8,26.470292534722223,21.988833333333332,38.38033333333333,95.92931741898148,100,71.05841666666666
2018-06-30,invaded,9,25.347108506944444,22.565083333333334,31.606,98.18130034722222,98.94916666666667,91.71558333333333
2018-06-30,native,9,26.19219386574074,23.19633333333333,36.12991666666667,98.36304542824074,100,80.98541666666667
2018-07-01,invaded,10,25.798228877314816,21.626583333333333,32.440416666666664,97.08673090277777,98.90275,87.49249999999999
2018-07-01,native,10,26.78170920138889,22.200166666666668,35.62733333333333,95.69579976851851,100,77.18725
2018-07-02,invaded,11,26.295816840277777,21.451333333333334,33.555166666666665,94.19539293981481,98.86633333333333,78.56991666666667
2018-07-02,native,11,27.743872106481483,21.99475,39.33625,91.56544733796296,100,63.653083333333335
2018-07-03,invaded,12,25.25364554398148,21.185,31.39475,97.55695862268519,98.89166666666667,89.16283333333334
2018-07-03,native,12,26.184759837962964,21.572666666666667,36.19016666666667,98.07733188657407,100,80.65058333333333
2018-07-04,invaded,13,24.632731770833335,21.169,31.844416666666664,97.28231828703704,98.89808333333333,84.515
2018-07-04,native,13,25.41512702546296,21.624583333333334,37.066,97.04473842592593,100,71.57866666666666
2018-07-05,invaded,14,23.525276041666668,20.269416666666668,28.860833333333332,98.21104079861111,98.92508333333333,95.07375
2018-07-05,native,14,24.60262702546296,20.74975,34.5195,95.90752228009259,100,80.65475
2018-07-06,invaded,15,24.075625578703704,20.918666666666667,29.22375,97.39511226851852,98.92641666666667,92.3325
2018-07-06,native,15,25.21132638888889,21.36775,35.76658333333334,94.92361603009259,100,77.51158333333333
2018-07-07,invaded,16,24.53512008101852,21.04975,30.6285,96.55914149305556,98.92666666666666,85.87950000000001
2018-07-07,native,16,25.55509085648148,21.23075,35.23925,93.24000491898148,100,70.10508333333333
2018-07-08,invaded,17,25.141324363425927,20.5435,30.581916666666665,94.35851041666666,98.92741666666667,82.28133333333334
2018-07-08,native,17,26.235223090277778,20.8035,34.821083333333334,91.21323697916667,100,68.16491666666667
2018-07-09,invaded,18,25.364172164351853,21.40775,32.363,96.08943142361112,98.91791666666667,80.84608333333333
2018-07-09,native,18,26.1372109375,21.546833333333332,36.5135,96.24733101851852,100,70.50591666666666
2018-07-10,invaded,19,27.31095486111111,22.706666666666667,34.77166666666667,91.92702025462962,98.92908333333334,72.93166666666667
2018-07-10,native,19,28.56866087962963,22.784583333333334,40.91191666666666,90.84526157407407,100,58.943583333333336
2018-07-11,invaded,20,27.283464988425926,21.4555,35.53916666666667,89.34149623842593,98.9275,66.21133333333333
2018-07-11,native,20,28.43981568287037,21.52691666666667,41.56341666666667,88.12374971064816,100,52.62925
2018-07-12,invaded,21,27.231144386574073,21.37,35.179249999999996,89.92036979166667,98.9355,70.39516666666667
2018-07-12,native,21,28.067875,21.34,40.55741666666667,89.2984464699074,100,59.79075
2018-07-13,invaded,22,27.756798900462964,22.385666666666665,35.616166666666665,89.72714380787038,98.92283333333333,70.061
2018-07-13,native,22,28.632664641203704,22.375416666666666,40.82458333333334,88.9798828125,100,57.96791666666667
2018-07-14,invaded,23,27.063587962962963,22.82275,34.60208333333333,91.93228993055556,98.90583333333333,72.46141666666666
2018-07-14,native,23,27.772502604166668,22.814583333333335,38.193,92.01122800925926,100,65.56033333333333
2018-07-15,invaded,24,26.472038483796297,22.253916666666665,35.14066666666667,93.09373784722223,98.8935,72.80024999999999
2018-07-15,native,24,27.17196903935185,22.26575,39.91558333333333,93.20434866898148,100,62.210750000000004
2018-07-16,invaded,25,26.806860243055556,22.258,34.742333333333335,92.28225318287036,98.91058333333334,73.62066666666666
2018-07-16,native,25,27.339907118055557,22.283833333333334,38.105583333333335,92.91872395833333,100,67.1165
2018-07-17,invaded,26,25.489693576388888,23.67725,33.94566666666667,96.68151620370371,98.92258333333334,74.39983333333333
2018-07-17,native,26,25.84870601851852,23.586750000000002,37.22675,97.7248527199074,100,67.75216666666667
2018-07-18,invaded,27,25.356007233796298,23.590916666666665,28.983166666666666,98.75528645833333,98.87941666666667,97.6975
2018-07-18,native,27,25.870034143518517,23.775166666666667,31.026333333333334,99.23758246527778,100,96.08983333333333
2018-07-19,invaded,28,24.917493344907406,23.49275,28.47075,98.80089091435185,98.9335,97.71125
2018-07-19,native,28,25.35349691690613,23.761166666666668,29.89425,95.94575216515007,100,93.55975
2018-07-20,invaded,29,25.161507812500002,23.649,29.00958333333333,98.74269328703704,98.95375,97.5845
2018-07-20,native,29,25.665997395833333,23.952416666666664,30.751166666666666,95.26026359953704,99.80016666666667,90.632
2018-07-21,invaded,30,24.83082378472222,22.3775,30.425416666666667,98.55590914351852,98.95333333333333,95.86608333333334
2018-07-21,native,30,25.607925917943806,22.521083333333333,34.111916666666666,92.05672763409962,99.79541666666667,82.12091666666667
2018-07-22,invaded,31,23.313746527777777,20.8135,28.8775,98.27940162037036,98.97475,95.58158333333333
2018-07-22,native,31,23.466816918305245,20.598833333333335,29.877,86.87736447279443,94.889,78.38358333333333
2018-07-23,invaded,32,23.924342303240742,20.573166666666665,28.433083333333332,97.00168663194444,99.01991666666666,93.3275
2018-07-23,native,32,24.717573728862792,20.501666666666665,31.195,85.75940165835479,97.79508333333334,71.0455
2018-07-24,invaded,33,24.590542824074074,21.499166666666667,29.7535,97.34893981481481,99.01525,93.11683333333333
2018-07-24,native,33,25.638158654144917,21.755916666666668,34.4585,88.20698328556115,97.576,70.36183333333334
2018-07-25,invaded,34,24.889969618055556,21.24475,30.74116666666667,96.88936197916667,99.00825,88.99866666666667
2018-07-25,native,34,26.253569140862172,21.50125,36.404583333333335,90.25825921182454,96.68591666666667,70.23175
2018-07-26,invaded,35,25.453430555555556,22.620916666666666,30.771916666666666,97.86737991898148,99.00583333333333,92.11833333333334
2018-07-26,native,35,26.251323464588257,22.918499999999998,33.965833333333336,92.46193025389086,95.95108333333333,79.906
2018-07-27,invaded,36,26.669178819444443,22.988416666666666,32.336666666666666,97.27679456018518,98.99716666666667,89.61408333333333
2018-07-27,native,36,28.232738059527723,23.258416666666665,38.888666666666666,93.60882623479618,100,68.33575
2018-07-28,invaded,37,26.419054976851854,22.353749999999998,32.85166666666667,96.39861226851852,99.011,85.86691666666667
2018-07-28,native,37,27.775718103457823,22.642916666666668,38.67675,92.82425396232057,100,64.4185
2018-07-29,invaded,38,26.30787644675926,22.730833333333333,33.83916666666667,95.52291232638889,99.03641666666667,80.2185
2018-07-29,native,38,27.488755787037036,22.934416666666667,40.432583333333334,92.17999826388889,100,57.62591666666667
2018-07-30,invaded,39,24.603463252314814,22.33566666666667,31.310166666666667,98.06655237268518,99.0495,86.89741666666667
2018-07-30,native,39,25.02693431712963,22.46933333333333,34.362833333333334,98.30122685185185,100,80.08333333333333
2018-07-31,invaded,40,24.022260127314816,22.69475,27.462083333333332,98.85232204861111,99.03533333333334,98.34525
2018-07-31,native,40,24.283276135400364,22.674833333333332,29.127166666666668,93.89785761851199,99.381,90.0755
2018-08-01,invaded,41,24.793575520833333,22.02075,28.581333333333333,98.29428356481482,99.09508333333333,95.63333333333333
2018-08-01,native,41,25.57546535705226,22.202416666666668,30.709,92.33053528903476,97.33533333333334,85.16658333333334
2018-08-02,invaded,42,24.29624710648148,22.301916666666667,30.242166666666666,98.11515596064815,99.12666666666667,93.42325
2018-08-02,native,42,25.097784953703705,22.52916666666667,34.43033333333334,88.62983819444445,97.75866666666667,75.68333333333334
2018-08-03,invaded,43,24.608122685185187,21.487166666666667,30.125666666666667,97.68960619212963,99.12225,92.71625
2018-08-03,native,43,25.707645990980204,21.672666666666668,36.47258333333333,89.61116902538313,99.58266666666667,71.72583333333334
2018-08-04,invaded,44,25.385521412037036,21.905333333333335,30.556833333333334,97.18255787037037,99.1235,90.39441666666667
