inst_name,plot_id,visit_date,avg_15yr_srad..W.m.2.,avg_15yr_tmax..deg.c.,avg_15yr_tmin..deg.c.,avg_15yr_vp..Pa.,sd_15yr_srad..W.m.2.,sd_15yr_tmax..deg.c.,sd_15yr_tmin..deg.c.,sd_15yr_vp..Pa.,cv_15yr_srad..W.m.2.,cv_15yr_tmax..deg.c.,cv_15yr_tmin..deg.c.,cv_15yr_vp..Pa.,avg_15yr_prcp..mm.day.,sd_15yr_prcp..mm.day.,cv_15yr_prcp..mm.day.,avg_15yr_fire_days,cv_15yr_fire_days,avg_30yr_srad..W.m.2.,avg_30yr_tmax..deg.c.,avg_30yr_tmin..deg.c.,avg_30yr_vp..Pa.,sd_30yr_srad..W.m.2.,sd_30yr_tmax..deg.c.,sd_30yr_tmin..deg.c.,sd_30yr_vp..Pa.,cv_30yr_srad..W.m.2.,cv_30yr_tmax..deg.c.,cv_30yr_tmin..deg.c.,cv_30yr_vp..Pa.,avg_30yr_prcp..mm.day.,sd_30yr_prcp..mm.day.,cv_30yr_prcp..mm.day.,avg_30yr_fire_days,cv_30yr_fire_days,avg_1yr_srad..W.m.2.,avg_1yr_tmax..deg.c.,avg_1yr_tmin..deg.c.,avg_1yr_vp..Pa.,sd_1yr_srad..W.m.2.,sd_1yr_tmax..deg.c.,sd_1yr_tmin..deg.c.,sd_1yr_vp..Pa.,cv_1yr_srad..W.m.2.,cv_1yr_tmax..deg.c.,cv_1yr_tmin..deg.c.,cv_1yr_vp..Pa.,tot_1yr_prcp..mm.day.,avg_1yr_prcp..mm.day.,sd_1yr_prcp..mm.day.,cv_1yr_prcp..mm.day.,fire_days_1yr
Avon Park AFR,avonpark a1,2017-06-27,358.0765451699962,28.89391858230804,16.751014768682108,1936.3803715462782,11.835229360510152,0.5098539641316098,0.9121268952858637,194.26394386607225,3.305223288191467,1.7645718862231345,5.445203815300711,10.032323541419945,1292.0625,321.6949836413369,24.89778812103415,279.3125,19.437093169291185,358.4933314156322,28.84443996854469,16.745152656909703,1931.6731779167599,9.513022855624003,0.5162790059401505,0.748853024688737,159.9527247718421,2.653612221476649,1.7898735648990267,4.4720585116895375,8.280527296255434,1331.741935483871,297.1624659723965,22.313817568899065,285.9032258064516,13.624932821568533,360.6619175741117,30.03287671232877,17.453424657534246,1890.1917808219177,83.43965937460044,3.8652102424415244,5.358240090353725,777.4381827220974,23.135145494659714,12.869930108476158,30.70022185039023,41.13012185377516,1232,3.3753424657534246,7.461913934538565,221.071313807352,297
Avon Park AFR,avonpark a1,2018-05-30,357.37150136981745,28.84802582762557,16.719744577625573,1941.0545915778791,9.041407633678915,0.763094145324934,1.2302908063011397,179.81910030522434,2.5299744380911418,2.6452213745391773,7.358311011207191,9.263989847861506,1295.875,343.4444884790942,26.502902554574646,279.6875,19.306255577574333,357.8585785494441,28.826155031908662,16.752034515478186,1936.0995152897813,7.809957007524997,0.6555422890674018,0.8922484446185368,146.78768345085436,2.182414360215183,2.27412323406212,5.326209445152087,7.5816187283577845,1335.0967741935483,312.7737579400068,23.427047685658188,285.8709677419355,13.703298264423,344.63825196646604,29.12568306010929,17.34016393442623,2040.2185792349726,83.5229042231053,4.441158240645337,6.0538450569082,714.8000630766717,24.234948891057,15.248254372196937,34.91227118614041,35.0354648443944,1756,4.797814207650274,13.53544694409259,282.1169465568273,286
Avon Park AFR,avonpark a2,2018-05-30,357.37150136981745,28.84802582762557,16.719744577625573,1941.0545915778791,9.041407633678915,0.763094145324934,1.2302908063011397,179.81910030522434,2.5299744380911418,2.6452213745391773,7.358311011207191,9.263989847861506,1295.875,343.4444884790942,26.502902554574646,279.6875,19.306255577574333,357.8585785494441,28.826155031908662,16.752034515478186,1936.0995152897813,7.809957007524997,0.6555422890674018,0.8922484446185368,146.78768345085436,2.182414360215183,2.27412323406212,5.326209445152087,7.5816187283577845,1335.0967741935483,312.7737579400068,23.427047685658188,285.8709677419355,13.703298264423,344.63825196646604,29.12568306010929,17.34016393442623,2040.2185792349726,83.5229042231053,4.441158240645337,6.0538450569082,714.8000630766717,24.234948891057,15.248254372196937,34.91227118614041,35.0354648443944,1756,4.797814207650274,13.53544694409259,282.1169465568273,286
Avon Park AFR,avonpark b1,2017-06-29,357.62601092964326,28.851834539328326,16.72856589397064,1934.9606532626308,11.626151794125926,0.5054627055766765,0.893760056062761,188.15490700233696,3.250924552133086,1.7519257047161885,5.342717730423579,9.72396553310166,1295,325.19163580879507,25.111323228478383,279,19.563020399449428,358.13800423644426,28.796634617669,16.715001457132583,1929.347901491502,9.246739457528093,0.5105716810728207,0.734058122887607,154.71314409638325,2.581892831296216,1.7730255213904225,4.391612676613747,8.018934479197902,1344.5483870967741,303.8380970966476,22.597780787399717,285.6774193548387,13.663241492229943,357.88273984308114,29.975342465753425,17.447945205479453,1896.986301369863,83.1329325193368,3.8487111022884686,5.3590867063950025,770.4520667598144,23.229098043618322,12.839590095377854,30.714715362081748,40.61452980464071,1263,3.4602739726027396,7.306228332881858,211.14594944591278,291
Avon Park AFR,avonpark c1,2017-06-28,357.6772201232183,28.918831790005356,16.755437627300516,1937.5034836910058,11.826949325696141,0.5121747367489742,0.9108028277287692,196.6016282017314,3.3065984245856663,1.7710768556217646,5.435864153406237,10.147162565467962,1296.125,315.05954463667126,24.30780554627611,279.8125,19.629455249298903,358.2137357841306,28.867426383145297,16.7499830209874,1931.864958242111,9.455615717120171,0.5180485373642653,0.7483625408955062,162.47417370106336,2.639657492871346,1.7945781881918512,4.467840593974469,8.41022417265158,1324.1935483870968,292.44491439754813,22.08475602027769,286.61290322580646,13.431521526558768,360.1446572917782,30.052054794520547,17.454794520547946,1883.2876712328766,83.54021689438552,3.8678411216134845,5.367280838354937,783.9643809092325,23.19629493398365,12.870471413883871,30.74960769109326,41.62743657722867,1269,3.4767123287671233,7.71523611319851,221.9118346191849,296
Avon Park AFR,avonpark c1,2018-05-31,356.9464061603726,28.872643603016105,16.724188456905118,1941.1451109624907,8.901358379623193,0.7587346924518745,1.229477063699874,180.7132412409235,2.4937520664163513,2.627867066431753,7.351490129808032,9.30962039985353,1298.1875,338.9875550813038,26.112372448610376,280.375,19.30516528434506,357.5174157473945,28.84926845890322,16.757376472210886,1936.4309898690465,7.691669923877263,0.6552283380478039,0.8894981738466227,148.7658286544738,2.1514112558118974,2.271213008333987,5.30809924406542,7.682475101502806,1328.258064516129,307.7917009647851,23.17258288786754,286.4516129032258,13.723883996573672,343.61530070487265,29.12568306010929,17.333333333333332,2039.672131147541,83.85632975968363,4.435911538340934,6.055753142155112,717.025745426732,24.404131477168097,15.230240366161182,34.93703735858718,35.15397080134275,1764,4.819672131147541,13.537375796432986,280.87752502803136,286
Avon Park AFR,avonpark c2,2018-05-31,356.9464061603726,28.872643603016105,16.724188456905118,1941.1451109624907,8.901358379623193,0.7587346924518745,1.229477063699874,180.7132412409235,2.4937520664163513,2.627867066431753,7.351490129808032,9.30962039985353,1298.1875,338.9875550813038,26.112372448610376,280.375,19.30516528434506,357.5174157473945,28.84926845890322,16.757376472210886,1936.4309898690465,7.691669923877263,0.6552283380478039,0.8894981738466227,148.7658286544738,2.1514112558118974,2.271213008333987,5.30809924406542,7.682475101502806,1328.258064516129,307.7917009647851,23.17258288786754,286.4516129032258,13.723883996573672,343.61530070487265,29.12568306010929,17.333333333333332,2039.672131147541,83.85632975968363,4.435911538340934,6.055753142155112,717.025745426732,24.404131477168097,15.230240366161182,34.93703735858718,35.15397080134275,1764,4.819672131147541,13.537375796432986,280.87752502803136,286
Avon Park AFR,avonpark d1,2017-06-30,358.0770436431354,28.932052253002265,16.778274723296672,1938.672892789861,12.322942403343156,0.5207894415788878,0.8968231614697323,183.07435405694022,3.4414220688283974,1.800043208220204,5.345145292110942,9.44328229572993,1342.5,376.187719097793,28.02143159015218,279.5625,19.610831460494804,358.5707363070675,28.880823950099078,16.758042068552733,1930.406751798099,9.491752842798968,0.5269629648355577,0.7385430676999799,155.053707173896,2.647107496990653,1.824611949250672,4.407096393951005,8.032178038616445,1332.774193548387,316.5954000168479,23.754616614682654,286.83870967741933,13.24728120194662,360.8197263116706,30.043835616438358,17.497260273972604,1911.6712328767123,83.36168518466881,3.8762798773036913,5.367535005355785,758.1358727202822,23.103416777347217,12.902080569176064,30.67643117442827,39.65827699250502,1329,3.6410958904109587,8.392497886430846,230.4937342774461,299
Avon Park AFR,avonpark e1,2018-05-29,357.8076833918427,28.898381755842138,16.66831590959065,1932.3982542116307,8.944809400733394,0.7720745795922515,1.2314180757422946,181.1360908408199,2.4998930475558696,2.671687937806994,7.387777400077705,9.373641817675871,1288,313.8103461221974,24.364157307624023,280.125,19.587466443148145,357.88350679766046,28.882528470299313,16.714437831452795,1935.4787487413566,7.671159854740812,0.6609122425155902,0.9038905902587544,144.48131119776187,2.1434795705961154,2.288276953297992,5.407843203424028,7.464887500920285,1340.0967741935483,303.5376258762341,22.650425829052445,285.5806451612903,13.831476707457686,346.0721316311529,29.18032786885246,17.24590163934426,2025.136612021858,84.84511105684913,4.429384558089351,6.052027590150468,718.1634552170641,24.516597351235983,15.179351575474746,35.092555418172864,35.46246959112864,1799,4.915300546448087,13.789848789433922,280.54945285896696,285
Avon Park AFR,avonpark e2,2018-05-29,356.4547376051433,28.802135128281932,16.72371246466035,1937.1102427690612,9.006273187571228,0.7672057206198345,1.2174001073919087,177.21990063104516,2.526624627878498,2.663711274191216,7.279484803176647,9.148673974162296,1308.25,332.6897453584445,25.430135322640513,278.625,19.288894320034796,357.0622997773759,28.792208741407258,16.755557238872505,1937.695969562554,7.632967605264069,0.6522049478922813,0.8927549266910557,142.06357111229488,2.1377131133763303,2.265213321249365,5.328112422425946,7.331571791645238,1359.774193548387,316.631195523269,23.285571753425234,285.0967741935484,13.78390183609185,344.0349728526965,29.101092896174862,17.33743169398907,2043.9344262295083,82.95643265075228,4.408198949728538,6.026670674023075,709.5820387107492,24.112790616281693,15.147881096616702,34.761034854502334,34.716477671924686,1875,5.122950819672131,13.773656333851724,268.86177163678565,285
