inst_name,plot_id,visit_date,avg_15yr_srad..W.m.2.,avg_15yr_tmax..deg.c.,avg_15yr_tmin..deg.c.,avg_15yr_vp..Pa.,sd_15yr_srad..W.m.2.,sd_15yr_tmax..deg.c.,sd_15yr_tmin..deg.c.,sd_15yr_vp..Pa.,cv_15yr_srad..W.m.2.,cv_15yr_tmax..deg.c.,cv_15yr_tmin..deg.c.,cv_15yr_vp..Pa.,avg_15yr_prcp..mm.day.,sd_15yr_prcp..mm.day.,cv_15yr_prcp..mm.day.,avg_15yr_fire_days,cv_15yr_fire_days
Camp Blanding,blanding b1,2017-06-08,350.72970255707867,26.91499929608944,14.582356122866885,1776.4441391564062,11.754068394131174,0.6181600829029454,0.9931595178877879,131.62792088070898,3.351318211270768,2.296712238787834,6.810693069896947,7.409629043737685,1320.5,327.6146109887856,24.809891025277214,281.375,20.113902983677935
Camp Blanding,blanding c1,2017-06-07,350.85258853148304,26.934930058372572,14.551369920327527,1773.7413041375999,11.952634124359621,0.6190274016337355,1.0016094021597501,132.37619407470797,3.406739615172335,2.298232816243435,6.8832653395784575,7.463106021487717,1319.4375,333.4212488229667,25.269953963182544,280.6875,20.052426984021743
Camp Blanding,blanding c1,2018-05-16,350.7954899619866,26.83225284548751,14.523177886215535,1775.5372770907052,8.652924682004684,1.111392540238846,1.4329787224775303,150.4462264725005,2.466657904564949,4.142002338151615,9.866839982987617,8.473278956948354,1329.3125,373.3109014838258,28.083005424520252,281.75,19.22215071058328
Camp Blanding,blanding d1,2017-06-20,350.87525836191895,26.83866639398813,14.497025223534777,1768.1022498289983,11.342242266864499,0.6140233936455269,0.9116302503952224,117.60824572918821,3.232556869303467,2.287831238079208,6.2883952834355465,6.651665407957186,1347.875,316.5444413243318,23.48470305661369,278.8125,20.155604494168234
Camp Blanding,blanding e1,2017-06-14,351.244309148442,26.805095707638642,14.540213820375087,1770.0126484637833,11.079022772774035,0.6235562142920696,0.9536492354627963,124.67007076431413,3.1542212882065073,2.3262599809124165,6.5587015930017145,7.043456490128299,1328.75,331.361333491603,24.937823781117814,280.8125,19.756951305544565
Camp Blanding,blanding f1,2017-06-22,350.3106887178015,26.950181143551912,14.681635680400033,1786.2159615360156,10.999086836993609,0.5883238389430584,0.8950362486990181,117.63685614796023,3.139809086971395,2.1830051375510715,6.09629790700971,6.585813735915846,1315.875,296.17086847516475,22.507523015116536,282.25,20.187817002657386
Camp Blanding,blanding g1,2017-06-15,351.1841859713418,26.76564609465258,14.565110398786928,1770.7500783957748,10.980153598708169,0.6202356779521653,0.942177380251086,124.97695593626784,3.1266082122513907,2.317282668084295,6.468728038817724,7.057854039430099,1326.375,328.05403518323016,24.733128653904828,281.4375,19.89190979843332
Camp Blanding,blanding g1,2018-05-18,351.00503339744284,26.668597640617325,14.53813848246659,1772.6846728942667,8.24449666795185,1.0937509649291481,1.4064431660003647,147.69319104600936,2.348825767013036,4.101269139339079,9.674162670114715,8.331610991190571,1332.8125,366.6333715943854,27.508248279062915,282.625,19.66790595477903
Camp Blanding,blanding h1,2017-06-16,351.1168048670315,26.764912047935518,14.566401670397761,1771.030854172429,10.975629996425686,0.6168520930651148,0.9340877588764023,123.68297442943067,3.1259198774556447,2.3047043530736917,6.412618435304314,6.983671353779182,1328.4375,322.5359863643125,24.279349714556577,281.375,19.959248669538688
Camp Blanding,blanding h1,2018-05-17,351.078530739303,26.66729935630891,14.534522388372517,1772.298734100389,8.274382494289027,1.1033242036190962,1.4199008992941198,149.04814182951574,2.356846622567546,4.137367600960587,9.769161045360715,8.409876899515584,1331.75,369.416567035102,27.739182807216217,282.6875,19.61676682762642
Camp Blanding,blanding i1,2018-05-25,350.47941284485404,26.814510389926838,14.472830693994105,1770.2335831247583,8.569774456426716,1.040404099309083,1.3233795705475278,139.9805914895087,2.4451577303401497,3.8800040880102076,9.14388897741131,7.907464462538302,1340.5625,362.27557995721065,27.024146950046017,279.875,19.46729630680399
Camp Blanding,blanding j1,2018-05-25,350.04601225894135,26.843011072293457,14.533724594267051,1776.8237420835853,8.510075772900953,1.037072660136411,1.3205694495219311,139.7636512588202,2.4311306156533927,3.8634736518320256,9.086242421593987,7.865926594099138,1333.4375,362.07714992802295,27.15366486453418,281,19.378087444429916
Camp Blanding,blanding k1,2018-05-22,350.41792608884367,26.833701098930913,14.500903812214037,1773.3081399355035,8.439340438329827,1.0669504816024096,1.3592409613222611,143.2525920585578,2.4083643586744325,3.9761584794760876,9.373491328019012,8.078268453883485,1334.625,361.03977158571695,27.051776460482678,281.0625,19.44528906160589
Camp Blanding,blanding m1,2018-05-15,351.48268150671817,26.71651100041511,14.499107595854172,1770.8088121923738,8.690695455632465,1.1185060174496293,1.4521403917966789,152.20100149313785,2.4725814137918922,4.186572181645464,10.01537772029431,8.594999101269625,1332,377.37443827936556,28.331414285237656,282.5625,19.247072296363097
Camp Blanding,blanding n1,2018-05-24,350.4640062825433,26.789219784853348,14.574535376558066,1779.7412506684766,8.199184493404713,1.044856166615988,1.3287942579926335,140.18308835615107,2.3395225604978527,3.900285917273151,9.117232375928012,7.876599382269633,1329.75,362.2913192446101,27.24507006915662,282.3125,19.281802339267834
Camp Shelby,shelby a1,2018-08-11,348.74943917146703,25.705898537392333,13.043429020914585,1674.083476201911,8.91264193000555,0.5707854779505859,0.6774624957378216,58.39285088438395,2.5556003620190877,2.2204455414009727,5.193898741286047,3.4880489362969613,1605,422.10093579616716,26.29912372561789,272.875,19.413764072891638
Camp Shelby,shelby a2,2018-08-12,348.67504622625853,25.687909364362547,13.027362941562043,1672.2737792336209,9.120839203106655,0.5785077502451071,0.6870490402263565,59.391003727348995,2.615856598234465,2.2520624081914775,5.273891909731165,3.551511987144057,1612.1875,426.95498884542855,26.48296112241464,272.125,19.381992104038684
Camp Shelby,shelby b1,2017-09-22,346.14609811457905,25.39206818798318,12.66591929950943,1636.5995600981655,18.325996337403446,1.2926342935434239,1.1382316278005282,101.75447877559462,5.294295223093138,5.090701096002744,8.986569398437695,6.217432856299389,1654.375,308.1125065080395,18.624103151222634,268.9375,22.34694957227742
Camp Shelby,shelby b2,2017-09-24,346.00916572572464,25.416609462720167,12.665881008795045,1637.1566037471841,18.216558026547407,1.3384712568144022,1.1826310785823178,106.64437065098697,5.2647616973786615,5.26612827244958,9.337140288631419,6.513999357599354,1650.5625,313.1474559479394,18.972165909981562,269.125,22.28244501891916
Camp Shelby,shelby b2,2018-08-15,349.2448707991954,25.63948288897697,12.761040529111922,1647.2562956695172,9.047307785783342,0.6125863633402095,0.7315003264004505,64.08150659545852,2.5905341902602355,2.3892305706507644,5.732293732095511,3.89019649000115,1592.4375,447.8976026950803,28.12654202724316,270.6875,18.821210172699192
Camp Shelby,shelby b3,2017-09-24,346.00916572572464,25.416609462720167,12.665881008795045,1637.1566037471841,18.216558026547407,1.3384712568144022,1.1826310785823178,106.64437065098697,5.2647616973786615,5.26612827244958,9.337140288631419,6.513999357599354,1650.5625,313.1474559479394,18.972165909981562,269.125,22.28244501891916
Camp Shelby,shelby b3,2018-08-15,349.2448707991954,25.63948288897697,12.761040529111922,1647.2562956695172,9.047307785783342,0.6125863633402095,0.7315003264004505,64.08150659545852,2.5905341902602355,2.3892305706507644,5.732293732095511,3.89019649000115,1592.4375,447.8976026950803,28.12654202724316,270.6875,18.821210172699192
Camp Shelby,shelby c1,2018-08-11,348.1573336942869,25.67594000346665,13.072400830019541,1677.2054279033823,9.253135385882722,0.5634836118424797,0.6848480987776349,58.940354198351756,2.6577453611842623,2.194597789862419,5.238885402021529,3.514200062662037,1599.125,422.03094278342513,26.391366702629572,272.5625,19.499217256926485
Camp Shelby,shelby d1,2017-09-23,345.87154396064153,25.41055563781028,12.632407302502832,1635.3198269646718,18.19225034675174,1.3277430231985456,1.1700202997848625,105.54007215635275,5.259828587928566,5.225163283021237,9.26205331863428,6.4537878411372525,1634.25,328.4853116959722,20.10006496533408,269,22.16104001632796
Camp Shelby,shelby e1,2018-08-12,349.2817721838882,25.652700648454083,12.965854039045919,1665.398549257876,9.109744040403044,0.5827399789704786,0.6869603202961634,58.565922694219935,2.6081361141305104,2.27165157757219,5.2982265435614355,3.5166310622954304,1603.0625,426.18719967482207,26.585813071843557,272.125,19.280468071306238
Camp Shelby,shelby f1,2017-09-21,345.5987507566213,25.561346963287182,12.782513052309966,1650.2086019339242,18.294232975198437,1.2658025222209892,1.1165660744738803,100.25650050545985,5.29348932400559,4.95201807650831,8.735106077377345,6.075383462912903,1630.125,307.8235154543373,18.883430132924612,270.875,22.290639720514648
Camp Shelby,shelby g1,2017-09-25,346.40248160920817,25.333576554343882,12.586834092919522,1628.9235074626865,18.161624211623582,1.3649775930486252,1.2012668676263567,108.42464075949233,5.242925549278398,5.388017716805865,9.543836510104681,6.65621438101666,1658.125,331.28313670735895,19.979382537948524,268.9375,22.178025130884805
Camp Shelby,shelby h1,2018-08-13,349.2779275428993,25.705663841121797,12.846603193108585,1655.5920172285373,9.385817363508437,0.5951158876335361,0.7004765052003753,60.75688148744246,2.687205982220461,2.315115809931035,5.4526203905491375,3.6697979245605175,1579.375,445.418136885631,28.20217724641906,272.4375,18.746964723268512
Camp Shelby,shelby i1,2018-08-13,349.2779275428993,25.705663841121797,12.846603193108585,1655.5920172285373,9.385817363508437,0.5951158876335361,0.7004765052003753,60.75688148744246,2.687205982220461,2.315115809931035,5.4526203905491375,3.6697979245605175,1579.375,445.418136885631,28.20217724641906,272.4375,18.746964723268512
Camp Shelby,shelby j1,2018-08-14,348.79208650314456,25.61162105146944,12.741950782995342,1648.4363754048109,8.454724188704906,0.6089191811335618,0.7204189878706713,63.202575504434776,2.424001150217805,2.3775112864190437,5.65391438202775,3.8340925041109912,1539.9375,428.44018933024165,27.821920651340825,271.6875,18.474871178812357
Camp Shelby,shelby k1,2018-08-14,348.870417277023,25.635870202881733,12.734536464376635,1648.144599778328,8.418911432647175,0.6056271739867478,0.7228678543033499,63.373675810251605,2.4131915507075163,2.3624209718407343,5.676436329861613,3.845152653400389,1539.6875,432.51616058439555,28.091165290644724,271.8125,18.477854483469226
Eglin AFB,eglin a1,2018-06-11,344.0662151728693,25.792062199689617,14.271060695650661,1792.836222033207,7.845106022493521,0.8194869183398198,1.0600452727981522,111.90338276963341,2.280115186128316,3.1772834292780265,7.4279361247564335,6.241695777583455,1696.0625,450.47404198244317,26.559990683270406,278,19.337669144914553
Eglin AFB,eglin b1,2017-08-19,344.12155660162773,25.78316317117687,13.637958227084939,1727.0662693470913,13.459633211253138,0.7750532160800123,0.7770773483911138,75.70669929371822,3.911301966715988,3.0060439478831995,5.697900928071775,4.383543390164105,1715.5,467.1620703781505,27.2318315580385,272,20.44990291937262
Eglin AFB,eglin b2,2018-06-15,344.05221666245086,25.79085005260769,14.18974676101667,1784.592344033669,7.469649917596518,0.7930291620547217,1.0129608898145965,105.79915916831581,2.1710803057911936,3.074846933843265,7.138681943200654,5.928477700917434,1678.6875,435.2679969474745,25.92906642525631,277.375,19.063383025711435
Eglin AFB,eglin c1,2018-06-13,345.4956493798613,25.784202536942637,14.147489004872757,1780.0054624156035,8.260213830425473,0.8090049473629869,1.0433331028008639,107.92808045016737,2.390830056833403,3.1375992575449057,7.374687497134745,6.063356699124997,1657.0625,417.012944443375,25.165794557741485,279.5,19.33610954189179
Eglin AFB,eglin d1,2017-08-17,341.8642794141507,25.738250844675356,14.289523023680164,1796.451138510603,12.688344228379464,0.7240213828080693,0.7792819238851935,78.51362634937206,3.7115150638502943,2.8130170429116492,5.4535194953238895,4.370484933671278,1712.375,388.8054997896335,22.705628135754928,275.25,20.590407779132263
Eglin AFB,eglin e1,2018-06-12,345.74103024721916,25.832376352050943,13.769982637113605,1738.2029296662342,8.212826323332392,0.8108727905702571,1.0190399947767206,105.16338272575855,2.3754271564065976,3.1389786968084277,7.400445023293992,6.050121129755073,1677.5625,444.0025478530501,26.46712404772103,273.25,20.05565163311879
Eglin AFB,eglin f1,2018-06-15,343.50379908152513,25.780952792333718,14.220072799760686,1786.8886161082687,7.931686799394933,0.7873615817230909,1.0121251790748436,106.6754891023792,2.30905358852013,3.0540437665950906,7.117580854381258,5.969901433180079,1697.9375,453.6134137860858,26.71555424072357,276.375,19.33519977632983
Eglin AFB,eglin g1,2018-06-11,343.9047286148721,25.78849989989654,14.368207234060545,1801.4099404602023,8.030732069914256,0.8223314052073443,1.0735899243155167,115.4210956793832,2.3351618636531213,3.188752383424378,7.471982459791635,6.407264281549196,1683.3125,439.22897881780676,26.093133557661265,279.125,19.24856370894097
Eglin AFB,eglin h1,2017-08-16,342.1924324648817,25.739155414407072,14.409505318537558,1807.387779118732,13.138583215152257,0.7218160712619218,0.7625606408984383,79.95968839816382,3.8395306174693493,2.804350257964941,5.292066757610467,4.4240471979483855,1704.0625,394.32211346393785,23.140120357318928,278.125,20.65664133416129
Eglin AFB,eglin i1,2018-06-12,345.7108895889887,25.877395350729063,13.735880478220425,1734.5069356327083,8.371540738055302,0.8180965656416761,1.0177141430911028,105.35699456402006,2.4215438362407733,3.1614331912219567,7.409165686209833,6.074175455838592,1717.9375,506.86690807351,29.50438581575348,273.3125,19.843565203697064
Eglin AFB,eglin j1,2018-06-13,345.6260043328285,25.762599696321118,14.032866069715475,1769.2933304773844,7.718649176373451,0.8114964214749391,1.0396272895354044,106.23340988720939,2.233237395222323,3.149901139793824,7.408517150883657,6.0042847648414455,1657.875,411.1452095468623,24.799530094057896,278.125,19.332934854054596
Eglin AFB,eglin p1,2017-08-19,343.80199666035793,25.782097763347764,13.638119947024057,1727.3570670830945,13.356510577207128,0.7766154227893968,0.7785869058458426,75.81958829046302,3.884942701598684,3.0122274374951967,5.708902025133869,4.389340787454903,1704.0625,447.24422392394666,26.245764103367492,271.625,20.55119666536982
Fort Benning,benning a1,2018-07-24,347.55859518022095,25.077573318073433,11.87267581395928,1557.338779097397,8.802304545456918,0.6816236645229942,0.554041910447019,47.495809924543735,2.5326102324969475,2.7180606986073377,4.666529425452729,3.0498058972159785,1284.125,393.31156013182897,30.628759671513983,281.9375,19.32731176727031
Fort Benning,benning b1,2018-07-24,345.7269161125921,25.131352036739973,11.920587828639496,1561.8699864902164,8.800120438211918,0.6835285609084913,0.5567165134443072,48.5862744754841,2.545396388907713,2.7198240664060918,4.6702102400250975,3.1107758581535716,1276.3125,393.99589147604064,30.86986074931027,282.75,19.22456546648086
Fort Benning,benning c1,2018-07-25,348.2572987912429,24.99664768523906,11.829359320970209,1549.5745652679877,8.668237038735835,0.6705769302550806,0.5410015407020415,48.66626768816365,2.489032410468407,2.6826674468475527,4.573379893389443,3.1406212246228478,1319.625,408.1581188706161,30.929856502462144,279.125,19.885286017676485
Fort Benning,benning d1,2018-07-25,347.863970716452,25.021609942312807,11.87380196730782,1555.7851339107594,8.627751155316155,0.6814455922101988,0.5416162629417273,46.522096379012446,2.4802083232553955,2.723428243751174,4.561439246106354,2.9902648743062854,1283.0625,390.49993064446676,30.43498899270041,280.75,19.76403780516734
Fort Benning,benning e1,2018-07-26,348.24373818790997,24.971536892717165,11.806546251137807,1548.6526246655255,8.519782185306722,0.6640210635562331,0.5378424838665923,45.888795557979535,2.4464997503298984,2.6591117175086323,4.555459932363878,2.963143239943205,1331.6875,414.72653138343264,31.142931910334266,278.0625,19.60632906602701
Fort Benning,benning f1,2018-07-26,348.3638518193105,24.98456018232376,11.813677231880312,1549.5273042379474,8.566647672993321,0.6663517530623451,0.5371256632938006,46.28132265498698,2.459109241172552,2.667054165451269,4.5466424446091755,2.9868026544874593,1330.9375,409.81027622547487,30.791098471977453,278.6875,19.711090290175054
Fort Benning,benning g1,2018-07-28,348.512156601945,24.69816881590115,11.629477601698124,1529.157067508743,8.564834743489294,0.6637011731712623,0.5368503766494187,47.632725156488036,2.457542608268803,2.6872485086585,4.616289699642471,3.114966158060522,1274.4375,390.10750120960245,30.610171248853117,280.6875,19.65563436167946
Fort Benning,benning h1,2018-07-28,351.0170675935382,24.3565963221852,11.363983202447743,1502.2749760055842,9.012355941572935,0.6476524172071647,0.5610481870739361,48.98159686083262,2.5674979291915325,2.6590431956917175,4.937073357808988,3.260494759159893,1299.3125,376.17490945037787,28.95184256677111,279.1875,19.819798554777254
Fort Benning,benning i1,2018-07-27,348.5470588906814,24.682049460166265,11.630661439089781,1529.6458789065105,8.47009794564664,0.6655820394693962,0.5393981949276216,47.112637305547985,2.4301160286947674,2.6966238785946937,4.63772587442658,3.0799702045565693,1262.3125,379.00162158843943,30.024389490592817,280.8125,19.603159719227477
Fort Benning,benning j1,2018-07-27,348.5470588906814,24.682049460166265,11.630661439089781,1529.6458789065105,8.47009794564664,0.6655820394693962,0.5393981949276216,47.112637305547985,2.4301160286947674,2.6966238785946937,4.63772587442658,3.0799702045565693,1262.3125,379.00162158843943,30.024389490592817,280.8125,19.603159719227477
Fort Gordon,gordon a1,2018-08-20,346.46824780008325,24.245225666292416,11.219753453960124,1494.9777269474544,9.032710052468492,0.7278565300395428,0.8146135694011942,69.81046725062065,2.607081632969866,3.002061272011442,7.2605300352091815,4.669666041992769,1086.5625,329.81428486346675,30.353917502533612,287.125,18.621712296064118
Fort Gordon,gordon b1,2018-08-20,346.2506103603326,24.27849939566163,11.241506192760806,1496.631916292416,9.011610194281628,0.7271534374879887,0.8162280906331695,69.76723672879122,2.6026265152005124,2.995050994040946,7.260842778868867,4.6616162577652736,1092.125,330.12035683974415,30.227341818907554,286.8125,18.694679201002277
Fort Gordon,gordon c1,2018-08-20,347.1937792479742,24.164236211479214,11.166715221571641,1491.0229335725717,9.179846648062691,0.7184676409836892,0.8042358511269764,69.8832392741896,2.6440124209443923,2.9732685721818153,7.2020807835536935,4.686932554869936,1088.8125,324.64200154426516,29.816153060721213,286.8125,18.489370760692292
Fort Gordon,gordon d1,2018-08-21,346.6817186079267,24.23853190891421,11.21380406414649,1495.4032993147812,9.480748824807204,0.7378738247221502,0.8225834082789906,71.91834380199684,2.7347126531149115,3.044218302886497,7.335453728044064,4.809294177360116,1105.375,338.61499769896,30.633495211938026,285.875,18.616577279562257
Fort Gordon,gordon e1,2018-08-21,346.6817186079267,24.23853190891421,11.21380406414649,1495.4032993147812,9.480748824807204,0.7378738247221502,0.8225834082789906,71.91834380199684,2.7347126531149115,3.044218302886497,7.335453728044064,4.809294177360116,1105.375,338.61499769896,30.633495211938026,285.875,18.616577279562257
Fort Gordon,gordon f1,2018-08-21,346.6817186079267,24.23853190891421,11.21380406414649,1495.4032993147812,9.480748824807204,0.7378738247221502,0.8225834082789906,71.91834380199684,2.7347126531149115,3.044218302886497,7.335453728044064,4.809294177360116,1105.375,338.61499769896,30.633495211938026,285.875,18.616577279562257
Fort Gordon,gordon g1,2018-08-22,347.7388227701738,24.0913074701174,11.063537725117348,1481.7263121201477,9.165857118360858,0.7334090157294432,0.8577227788875376,76.29600261874587,2.635845214331654,3.0442889687044006,7.752699002781589,5.14912922816203,1069.0625,312.370393123292,29.219095527463736,288.125,18.42244064909982
Fort Gordon,gordon h1,2018-08-22,347.7388227701738,24.0913074701174,11.063537725117348,1481.7263121201477,9.165857118360858,0.7334090157294432,0.8577227788875376,76.29600261874587,2.635845214331654,3.0442889687044006,7.752699002781589,5.14912922816203,1069.0625,312.370393123292,29.219095527463736,288.125,18.42244064909982
Fort Jackson,jackson a1,2018-07-09,341.28219696148597,23.867534548690763,11.109441593407944,1500.5186901913876,7.624806188864306,0.7258444364915959,0.7357338063562793,62.72904066706148,2.234164646368815,3.041137051717022,6.622599346422999,4.180490458206858,1128.3125,276.60988624173694,24.5153613242552,287.875,18.968760161785745
Fort Jackson,jackson b1,2018-07-09,341.15428051306947,23.929539975503047,11.157075671208299,1504.7265660844203,7.6036143131504295,0.7260157841873158,0.7334038339916962,62.11383505244724,2.2287905348029593,3.033973009638074,6.573441425016968,4.1279150945064425,1107.4375,269.45598743888894,24.331484841256408,289.25,19.01259777354707
Fort Jackson,jackson c1,2018-07-09,341.15428051306947,23.929539975503047,11.157075671208299,1504.7265660844203,7.6036143131504295,0.7260157841873158,0.7334038339916962,62.11383505244724,2.2287905348029593,3.033973009638074,6.573441425016968,4.1279150945064425,1107.4375,269.45598743888894,24.331484841256408,289.25,19.01259777354707
Fort Jackson,jackson d1,2018-07-09,341.15428051306947,23.929539975503047,11.157075671208299,1504.7265660844203,7.6036143131504295,0.7260157841873158,0.7334038339916962,62.11383505244724,2.2287905348029593,3.033973009638074,6.573441425016968,4.1279150945064425,1107.4375,269.45598743888894,24.331484841256408,289.25,19.01259777354707
Fort Jackson,jackson e1,2018-07-10,341.7451780090698,23.855750478990995,11.094595188573887,1498.8292865851784,7.84830031922963,0.7155997000304702,0.7231088549228175,61.37196234041645,2.296535788727746,2.999694772380673,6.517667770947908,4.0946599382403175,1119.25,277.5222513601387,24.79537648962597,288.125,18.99039839871307
Fort Jackson,jackson f1,2018-07-10,340.66509466244,24.00397881425395,11.219480717410683,1510.6979477669286,7.7841894268772895,0.7103435969401153,0.7153744681478532,60.52188620963857,2.2849976557153666,2.959274387120779,6.376181626995592,4.006220191077928,1093.25,268.7341933336111,24.581220519882102,289.1875,19.037118450744302
Fort Jackson,jackson g1,2018-07-10,340.80021851000095,24.026215100255122,11.237442674767676,1511.906227395211,7.817055710318086,0.7106308664704438,0.7153717703603302,60.726397339916225,2.2937355335318514,2.9577312261010182,6.365965914705944,4.016545222155659,1087.625,270.17990919632297,24.841274262390343,289.6875,18.886220887076046
Fort Jackson,jackson h1,2018-07-12,341.66853920114244,23.933509936522444,11.190149427339904,1506.9217056146372,8.684150470358583,0.7039162204489855,0.7000824365683813,59.38636610203175,2.5416886467402167,2.9411324219303583,6.256238498995659,3.940905879898351,1118.875,262.78632003968545,23.48665579619577,288.5,18.612367063647618
Fort Jackson,jackson i1,2018-07-11,341.6393312763992,23.932091802718077,11.18944645159227,1506.853002971973,8.59831734569866,0.7135923078959376,0.7134832197787919,60.695310943994215,2.5167820442612605,2.9817381354641626,6.376394246716847,4.027951686347944,1119.625,261.0690521681955,23.317544014129332,288.4375,18.670542956579382
Fort Jackson,jackson j1,2018-07-11,341.57439348471013,23.974394718843488,11.222484525074792,1509.1508891316328,8.771273398800489,0.7145538963970841,0.7120369886298187,60.035035241839466,2.567895476390011,2.98048774443284,6.344735758279634,3.978067115368676,1107.5,260.3241569018647,23.505567214615322,289.125,18.777491648297
