inst_name,avg_30yr_tmax..deg.c.,sd_30yr_tmax..deg.c.,cv_30yr_tmax..deg.c.,avg_30yr_tmin..deg.c.,sd_30yr_tmin..deg.c.,cv_30yr_tmin..deg.c.,avg_30yr_prcp..mm.day.,sd_30yr_prcp..mm.day.,cv_30yr_prcp..mm.day.,avg_30yr_vp..Pa.,sd_30yr_vp..Pa.,cv_30yr_vp..Pa.
Avon Park AFR,28.79058898943846,0.5348079122851427,1.8575789209499383,16.546269465714477,0.8104774063451299,4.898248563064442,3.7151421550355983,0.7118236387287881,19.160064649584516,1918.3373212686943,133.38305727490126,6.9530554296200755
Camp Blanding,26.709924486952534,0.6578215301289997,2.4628356042351873,14.387274921105258,0.8654746471940935,6.0155564687548635,3.7762910117953923,0.5967044458898532,15.801336391343346,1753.1656523921527,92.24455032220567,5.261599221747254
Camp Shelby,25.438110452777597,0.6541653462946214,2.5715956674887104,12.514498094301556,0.7071663059132093,5.650776408166266,4.598495470838428,0.7467208349135143,16.23837273840714,1619.8026218857333,67.21448600227755,4.1495479198587875
Eglin AFB,25.649474967825462,0.5995931124485849,2.337642829729305,13.623164404892012,0.867673220284444,6.3691018804182296,4.753101960343032,0.9152703570080826,19.256274421305015,1719.0713088520915,86.72473835706774,5.04485985604507
Fort Benning,24.681195138173862,0.6703737282116182,2.7161315505940227,11.499681738052988,0.625564370934932,5.4398407293734925,3.576261277208601,0.7350310948192191,20.55305912639965,1510.1678716600923,62.346722924670416,4.128463073190275
Fort Gordon,24.11794100904177,0.6350910867070155,2.6332724110607995,10.718533460447281,0.8119521011552381,7.575216368465351,3.3084137635836206,0.5344668656637795,16.15477699756797,1439.2898454181477,77.55696860609967,5.388558034574859
Fort Jackson,23.823441435408878,0.6329150990050512,2.6566904732090757,10.769094527382792,0.6691729474418702,6.213827408983649,3.2694833308221223,0.4869722181976565,14.894470132539436,1455.2277545407462,61.29934890471949,4.212354300792241
Moody AFB,26.151774683656534,0.6508002156420674,2.488550867061358,12.82631879098381,0.785576908638324,6.124726208976973,3.656113140317112,0.703830110383906,19.25077489048546,1616.9530196168466,78.77618356016622,4.871890686028283
Tyndall AFB,25.77965888383521,0.5504614072425807,2.1352548135838223,14.579661646960965,0.8551488953988766,5.865354876579916,4.334649107144369,0.8430088090883849,19.448144203851193,1803.2715055583662,91.92737116625258,5.0978108888704545
