date,time,biomass,location,structure,fire_id,tempC
2017-12-01,14:24:37,250,25cm,piled,43,26.996666666666666
2017-12-01,14:24:37,250,50cm,piled,43,29.453333333333333
2017-12-01,14:24:38,250,0cm,piled,43,27.773333333333333
2017-12-01,14:24:38,250,25cm,piled,43,26.996666666666666
2017-12-01,14:24:38,250,50cm,piled,43,29.453333333333333
2017-12-01,14:24:39,250,0cm,piled,43,27.773333333333333
2017-12-01,14:24:39,250,25cm,piled,43,26.886666666666667
2017-12-01,14:24:39,250,50cm,piled,43,29.453333333333333
2017-12-01,14:24:40,250,0cm,piled,43,27.883333333333333
2017-12-01,14:24:40,250,25cm,piled,43,26.886666666666667
2017-12-01,14:24:40,250,50cm,piled,43,29.453333333333333
2017-12-01,14:24:41,250,0cm,piled,43,27.66
2017-12-01,14:24:41,250,25cm,piled,43,26.773333333333333
2017-12-01,14:24:41,250,50cm,piled,43,29.34
2017-12-01,14:24:42,250,0cm,piled,43,27.66
2017-12-01,14:24:42,250,25cm,piled,43,26.883333333333333
2017-12-01,14:24:42,250,50cm,piled,43,29.34
2017-12-01,14:24:43,250,0cm,piled,43,27.66
2017-12-01,14:24:43,250,25cm,piled,43,26.883333333333333
2017-12-01,14:24:43,250,50cm,piled,43,29.226666666666667
2017-12-01,14:24:44,250,0cm,piled,43,27.77
2017-12-01,14:24:44,250,25cm,piled,43,26.996666666666666
2017-12-01,14:24:44,250,50cm,piled,43,29.34
2017-12-01,14:24:45,250,0cm,piled,43,27.66
2017-12-01,14:24:45,250,25cm,piled,43,26.996666666666666
2017-12-01,14:24:45,250,50cm,piled,43,29.34
2017-12-01,14:24:46,250,0cm,piled,43,27.55
2017-12-01,14:24:46,250,25cm,piled,43,26.996666666666666
2017-12-01,14:24:46,250,50cm,piled,43,29.226666666666667
2017-12-01,14:24:47,250,0cm,piled,43,27.55
2017-12-01,14:24:47,250,25cm,piled,43,26.886666666666667
2017-12-01,14:24:47,250,50cm,piled,43,29.116666666666667
2017-12-01,14:24:48,250,0cm,piled,43,27.55
2017-12-01,14:24:48,250,25cm,piled,43,27.22
2017-12-01,14:24:48,250,50cm,piled,43,29.003333333333334
2017-12-01,14:24:49,250,0cm,piled,43,27.66
2017-12-01,14:24:49,250,25cm,piled,43,27.333333333333332
2017-12-01,14:24:49,250,50cm,piled,43,29.003333333333334
2017-12-01,14:24:50,250,0cm,piled,43,27.44
2017-12-01,14:24:50,250,25cm,piled,43,30.78
2017-12-01,14:24:50,250,50cm,piled,43,29.003333333333334
2017-12-01,14:24:51,250,0cm,piled,43,27.44
2017-12-01,14:24:51,250,25cm,piled,43,31.443333333333335
2017-12-01,14:24:51,250,50cm,piled,43,28.89333333333333
2017-12-01,14:24:52,250,0cm,piled,43,27.44
2017-12-01,14:24:52,250,25cm,piled,43,37.25666666666667
2017-12-01,14:24:52,250,50cm,piled,43,29.003333333333334
2017-12-01,14:24:53,250,0cm,piled,43,27.44
2017-12-01,14:24:53,250,25cm,piled,43,42.803333333333335
2017-12-01,14:24:53,250,50cm,piled,43,29.003333333333334
2017-12-01,14:24:54,250,0cm,piled,43,27.44
2017-12-01,14:24:54,250,25cm,piled,43,49.763333333333335
2017-12-01,14:24:54,250,50cm,piled,43,29.003333333333334
2017-12-01,14:24:55,250,0cm,piled,43,27.44
2017-12-01,14:24:55,250,25cm,piled,43,49.87
2017-12-01,14:24:55,250,50cm,piled,43,29.113333333333333
2017-12-01,14:24:56,250,0cm,piled,43,27.44
2017-12-01,14:24:56,250,25cm,piled,43,49.65333333333333
2017-12-01,14:24:56,250,50cm,piled,43,29.113333333333333
2017-12-01,14:24:57,250,0cm,piled,43,27.44
2017-12-01,14:24:57,250,25cm,piled,43,48.77666666666667
2017-12-01,14:24:57,250,50cm,piled,43,29.226666666666667
2017-12-01,14:24:58,250,0cm,piled,43,27.44
2017-12-01,14:24:58,250,25cm,piled,43,48.02
2017-12-01,14:24:58,250,50cm,piled,43,29.226666666666667
2017-12-01,14:24:59,250,0cm,piled,43,27.44
2017-12-01,14:24:59,250,25cm,piled,43,47.79666666666667
2017-12-01,14:24:59,250,50cm,piled,43,29.34
2017-12-01,14:25:00,250,0cm,piled,43,27.44
2017-12-01,14:25:00,250,25cm,piled,43,47.46666666666667
2017-12-01,14:25:00,250,50cm,piled,43,29.34
2017-12-01,14:25:01,250,0cm,piled,43,27.44
2017-12-01,14:25:01,250,25cm,piled,43,50.516666666666666
2017-12-01,14:25:01,250,50cm,piled,43,29.23
2017-12-01,14:25:02,250,0cm,piled,43,27.44
2017-12-01,14:25:02,250,25cm,piled,43,54.13
2017-12-01,14:25:02,250,50cm,piled,43,29.23
2017-12-01,14:25:03,250,0cm,piled,43,27.44
2017-12-01,14:25:03,250,25cm,piled,43,63.2
2017-12-01,14:25:03,250,50cm,piled,43,29.23
2017-12-01,14:25:04,250,0cm,piled,43,27.55
2017-12-01,14:25:04,250,25cm,piled,43,63.31
2017-12-01,14:25:04,250,50cm,piled,43,29.45
2017-12-01,14:25:05,250,0cm,piled,43,27.55
2017-12-01,14:25:05,250,25cm,piled,43,67.9
2017-12-01,14:25:05,250,50cm,piled,43,29.34
2017-12-01,14:25:06,250,0cm,piled,43,27.44
2017-12-01,14:25:06,250,25cm,piled,43,78.61333333333334
2017-12-01,14:25:06,250,50cm,piled,43,29.34
2017-12-01,14:25:07,250,0cm,piled,43,27.44
2017-12-01,14:25:07,250,25cm,piled,43,79.86
2017-12-01,14:25:07,250,50cm,piled,43,29.34
2017-12-01,14:25:08,250,0cm,piled,43,27.33
2017-12-01,14:25:08,250,25cm,piled,43,75.90333333333334
2017-12-01,14:25:08,250,50cm,piled,43,29.34
2017-12-01,14:25:09,250,0cm,piled,43,27.44
2017-12-01,14:25:09,250,25cm,piled,43,72.51333333333334
2017-12-01,14:25:09,250,50cm,piled,43,29.34
2017-12-01,14:25:10,250,0cm,piled,43,27.33
2017-12-01,14:25:10,250,25cm,piled,43,69.58666666666666
2017-12-01,14:25:10,250,50cm,piled,43,29.45
2017-12-01,14:25:11,250,0cm,piled,43,27.33
2017-12-01,14:25:11,250,25cm,piled,43,66.67
2017-12-01,14:25:11,250,50cm,piled,43,29.45
2017-12-01,14:25:12,250,0cm,piled,43,27.33
2017-12-01,14:25:12,250,25cm,piled,43,63.87
2017-12-01,14:25:12,250,50cm,piled,43,29.45
2017-12-01,14:25:13,250,0cm,piled,43,27.33
2017-12-01,14:25:13,250,25cm,piled,43,61.75333333333334
2017-12-01,14:25:13,250,50cm,piled,43,29.45
2017-12-01,14:25:14,250,0cm,piled,43,27.33
2017-12-01,14:25:14,250,25cm,piled,43,59.86666666666667
2017-12-01,14:25:14,250,50cm,piled,43,29.45
2017-12-01,14:25:15,250,0cm,piled,43,27.33
2017-12-01,14:25:15,250,25cm,piled,43,58.653333333333336
2017-12-01,14:25:15,250,50cm,piled,43,29.783333333333335
2017-12-01,14:25:16,250,0cm,piled,43,27.44
2017-12-01,14:25:16,250,25cm,piled,43,56.666666666666664
2017-12-01,14:25:16,250,50cm,piled,43,30.34
2017-12-01,14:25:17,250,0cm,piled,43,27.44
2017-12-01,14:25:17,250,25cm,piled,43,54.903333333333336
2017-12-01,14:25:17,250,50cm,piled,43,30.34
2017-12-01,14:25:18,250,0cm,piled,43,27.44
2017-12-01,14:25:18,250,25cm,piled,43,53.26
2017-12-01,14:25:18,250,50cm,piled,43,31.006666666666664
2017-12-01,14:25:19,250,0cm,piled,43,27.326666666666668
2017-12-01,14:25:19,250,25cm,piled,43,52.27333333333333
2017-12-01,14:25:19,250,50cm,piled,43,32.89
2017-12-01,14:25:20,250,0cm,piled,43,27.44
2017-12-01,14:25:20,250,25cm,piled,43,51.29
2017-12-01,14:25:20,250,50cm,piled,43,36.85
2017-12-01,14:25:21,250,0cm,piled,43,27.44
2017-12-01,14:25:21,250,25cm,piled,43,50.306666666666665
2017-12-01,14:25:21,250,50cm,piled,43,36.96
2017-12-01,14:25:22,250,0cm,piled,43,27.326666666666668
2017-12-01,14:25:22,250,25cm,piled,43,49.33
2017-12-01,14:25:22,250,50cm,piled,43,37.29
2017-12-01,14:25:23,250,0cm,piled,43,27.326666666666668
2017-12-01,14:25:23,250,25cm,piled,43,48.349999999999994
2017-12-01,14:25:23,250,50cm,piled,43,37.61666666666667
2017-12-01,14:25:24,250,0cm,piled,43,27.326666666666668
2017-12-01,14:25:24,250,25cm,piled,43,47.589999999999996
2017-12-01,14:25:24,250,50cm,piled,43,36.96
2017-12-01,14:25:25,250,0cm,piled,43,27.326666666666668
2017-12-01,14:25:25,250,25cm,piled,43,47.04666666666667
2017-12-01,14:25:25,250,50cm,piled,43,37.07
2017-12-01,14:25:26,250,0cm,piled,43,27.326666666666668
2017-12-01,14:25:26,250,25cm,piled,43,46.72333333333333
2017-12-01,14:25:26,250,50cm,piled,43,38.38
2017-12-01,14:25:27,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:27,250,25cm,piled,43,46.4
2017-12-01,14:25:27,250,50cm,piled,43,39.47333333333333
2017-12-01,14:25:28,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:28,250,25cm,piled,43,45.85666666666667
2017-12-01,14:25:28,250,50cm,piled,43,40.56
2017-12-01,14:25:29,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:29,250,25cm,piled,43,45.42333333333333
2017-12-01,14:25:29,250,50cm,piled,43,41.86666666666667
2017-12-01,14:25:30,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:30,250,25cm,piled,43,44.663333333333334
2017-12-01,14:25:30,250,50cm,piled,43,41.10666666666667
2017-12-01,14:25:31,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:31,250,25cm,piled,43,43.79333333333333
2017-12-01,14:25:31,250,50cm,piled,43,40.67
2017-12-01,14:25:32,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:32,250,25cm,piled,43,43.25666666666667
2017-12-01,14:25:32,250,50cm,piled,43,40.67
2017-12-01,14:25:33,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:33,250,25cm,piled,43,42.38333333333333
2017-12-01,14:25:33,250,50cm,piled,43,44.36333333333333
2017-12-01,14:25:34,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:34,250,25cm,piled,43,41.513333333333335
2017-12-01,14:25:34,250,50cm,piled,43,44.14666666666667
2017-12-01,14:25:35,250,0cm,piled,43,27.216666666666665
2017-12-01,14:25:35,250,25cm,piled,43,41.086666666666666
2017-12-01,14:25:35,250,50cm,piled,43,43.27666666666667
2017-12-01,14:25:36,250,0cm,piled,43,27.33
2017-12-01,14:25:36,250,25cm,piled,43,40.32
2017-12-01,14:25:36,250,50cm,piled,43,42.3
2017-12-01,14:25:37,250,0cm,piled,43,27.33
2017-12-01,14:25:37,250,25cm,piled,43,39.666666666666664
2017-12-01,14:25:37,250,50cm,piled,43,41.64666666666667
2017-12-01,14:25:38,250,0cm,piled,43,27.33
2017-12-01,14:25:38,250,25cm,piled,43,39.230000000000004
2017-12-01,14:25:38,250,50cm,piled,43,40.776666666666664
2017-12-01,14:25:39,250,0cm,piled,43,27.33
2017-12-01,14:25:39,250,25cm,piled,43,38.903333333333336
2017-12-01,14:25:39,250,50cm,piled,43,39.9
2017-12-01,14:25:40,250,0cm,piled,43,27.33
2017-12-01,14:25:40,250,25cm,piled,43,38.14
2017-12-01,14:25:40,250,50cm,piled,43,39.24666666666667
2017-12-01,14:25:41,250,0cm,piled,43,27.33
2017-12-01,14:25:41,250,25cm,piled,43,37.480000000000004
2017-12-01,14:25:41,250,50cm,piled,43,38.593333333333334
2017-12-01,14:25:42,250,0cm,piled,43,27.33
2017-12-01,14:25:42,250,25cm,piled,43,36.71333333333334
2017-12-01,14:25:42,250,50cm,piled,43,38.04666666666667
2017-12-01,14:25:43,250,0cm,piled,43,27.33
2017-12-01,14:25:43,250,25cm,piled,43,36.27333333333333
2017-12-01,14:25:43,250,50cm,piled,43,37.61
2017-12-01,14:25:44,250,0cm,piled,43,27.33
2017-12-01,14:25:44,250,25cm,piled,43,35.836666666666666
2017-12-01,14:25:44,250,50cm,piled,43,37.17333333333333
2017-12-01,14:25:45,250,0cm,piled,43,27.33
2017-12-01,14:25:45,250,25cm,piled,43,35.29333333333334
2017-12-01,14:25:45,250,50cm,piled,43,36.843333333333334
2017-12-01,14:25:46,250,0cm,piled,43,27.33
2017-12-01,14:25:46,250,25cm,piled,43,34.85666666666667
2017-12-01,14:25:46,250,50cm,piled,43,36.516666666666666
2017-12-01,14:25:47,250,0cm,piled,43,27.33
2017-12-01,14:25:47,250,25cm,piled,43,34.416666666666664
2017-12-01,14:25:47,250,50cm,piled,43,36.29666666666667
2017-12-01,14:25:48,250,0cm,piled,43,27.55
2017-12-01,14:25:48,250,25cm,piled,43,34.196666666666665
2017-12-01,14:25:48,250,50cm,piled,43,35.97
2017-12-01,14:25:49,250,0cm,piled,43,27.33
2017-12-01,14:25:49,250,25cm,piled,43,33.87
2017-12-01,14:25:49,250,50cm,piled,43,35.75
2017-12-01,14:25:50,250,0cm,piled,43,27.44
2017-12-01,14:25:50,250,25cm,piled,43,33.43
2017-12-01,14:25:50,250,50cm,piled,43,35.42
2017-12-01,14:25:51,250,0cm,piled,43,27.33
2017-12-01,14:25:51,250,25cm,piled,43,33.21
2017-12-01,14:25:51,250,50cm,piled,43,35.31
2017-12-01,14:25:52,250,0cm,piled,43,27.55
2017-12-01,14:25:52,250,25cm,piled,43,32.656666666666666
2017-12-01,14:25:52,250,50cm,piled,43,35.2
2017-12-01,14:25:53,250,0cm,piled,43,27.55
2017-12-01,14:25:53,250,25cm,piled,43,32.43666666666667
2017-12-01,14:25:53,250,50cm,piled,43,35.089999999999996
2017-12-01,14:25:54,250,0cm,piled,43,27.55
2017-12-01,14:25:54,250,25cm,piled,43,32.32666666666667
2017-12-01,14:25:54,250,50cm,piled,43,34.983333333333334
2017-12-01,14:25:55,250,0cm,piled,43,27.55
2017-12-01,14:25:55,250,25cm,piled,43,32.10666666666667
2017-12-01,14:25:55,250,50cm,piled,43,34.763333333333335
2017-12-01,14:25:56,250,0cm,piled,43,27.55
2017-12-01,14:25:56,250,25cm,piled,43,31.886666666666667
2017-12-01,14:25:56,250,50cm,piled,43,34.653333333333336
2017-12-01,14:25:57,250,0cm,piled,43,27.55
2017-12-01,14:25:57,250,25cm,piled,43,31.776666666666667
2017-12-01,14:25:57,250,50cm,piled,43,34.43333333333333
2017-12-01,14:25:58,250,0cm,piled,43,27.55
2017-12-01,14:25:58,250,25cm,piled,43,31.666666666666668
2017-12-01,14:25:58,250,50cm,piled,43,34.43333333333333
2017-12-01,14:25:59,250,0cm,piled,43,27.55
2017-12-01,14:25:59,250,25cm,piled,43,31.553333333333335
2017-12-01,14:25:59,250,50cm,piled,43,34.21333333333333
2017-12-01,14:26:00,250,0cm,piled,43,27.55
2017-12-01,14:26:00,250,25cm,piled,43,31.44333333333333
2017-12-01,14:26:00,250,50cm,piled,43,33.99333333333333
2017-12-01,14:26:01,250,0cm,piled,43,27.44
2017-12-01,14:26:01,250,25cm,piled,43,31.223333333333333
2017-12-01,14:26:01,250,50cm,piled,43,33.989999999999995
2017-12-01,14:26:02,250,0cm,piled,43,27.44
2017-12-01,14:26:02,250,25cm,piled,43,31.113333333333333
2017-12-01,14:26:02,250,50cm,piled,43,33.879999999999995
2017-12-01,14:26:03,250,0cm,piled,43,27.44
2017-12-01,14:26:03,250,25cm,piled,43,30.78
2017-12-01,14:26:03,250,50cm,piled,43,33.769999999999996
2017-12-01,14:26:04,250,0cm,piled,43,27.44
2017-12-01,14:26:04,250,25cm,piled,43,30.673333333333332
2017-12-01,14:26:04,250,50cm,piled,43,33.88333333333333
2017-12-01,14:26:05,250,0cm,piled,43,27.44
2017-12-01,14:26:05,250,25cm,piled,43,30.563333333333333
2017-12-01,14:26:05,250,50cm,piled,43,33.77333333333333
2017-12-01,14:26:06,250,0cm,piled,43,27.55
2017-12-01,14:26:06,250,25cm,piled,43,30.226666666666667
2017-12-01,14:26:06,250,50cm,piled,43,33.663333333333334
2017-12-01,14:26:07,250,0cm,piled,43,27.55
2017-12-01,14:26:07,250,25cm,piled,43,29.893333333333334
2017-12-01,14:26:07,250,50cm,piled,43,33.553333333333335
2017-12-01,14:26:08,250,0cm,piled,43,27.44
2017-12-01,14:26:08,250,25cm,piled,43,29.89333333333333
2017-12-01,14:26:08,250,50cm,piled,43,33.333333333333336
2017-12-01,14:26:09,250,0cm,piled,43,27.44
2017-12-01,14:26:09,250,25cm,piled,43,29.673333333333332
2017-12-01,14:26:09,250,50cm,piled,43,33.22333333333333
2017-12-01,14:26:10,250,0cm,piled,43,27.44
2017-12-01,14:26:10,250,25cm,piled,43,29.56
2017-12-01,14:26:10,250,50cm,piled,43,33.11333333333333
2017-12-01,14:26:11,250,0cm,piled,43,27.44
2017-12-01,14:26:11,250,25cm,piled,43,29.336666666666666
2017-12-01,14:26:11,250,50cm,piled,43,32.89
2017-12-01,14:26:12,250,0cm,piled,43,27.33
2017-12-01,14:26:12,250,25cm,piled,43,29.34
2017-12-01,14:26:12,250,50cm,piled,43,32.67
2017-12-01,14:26:13,250,0cm,piled,43,27.33
2017-12-01,14:26:13,250,25cm,piled,43,29.116666666666667
2017-12-01,14:26:13,250,50cm,piled,43,32.67
2017-12-01,14:26:14,250,0cm,piled,43,27.44
2017-12-01,14:26:14,250,25cm,piled,43,29.116666666666667
2017-12-01,14:26:14,250,50cm,piled,43,32.56
2017-12-01,14:26:15,250,0cm,piled,43,27.44
2017-12-01,14:26:15,250,25cm,piled,43,28.89666666666667
2017-12-01,14:26:15,250,50cm,piled,43,32.45
2017-12-01,14:26:16,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:16,250,25cm,piled,43,28.893333333333334
2017-12-01,14:26:16,250,50cm,piled,43,32.336666666666666
2017-12-01,14:26:17,250,0cm,piled,43,27.436666666666667
2017-12-01,14:26:17,250,25cm,piled,43,28.783333333333335
2017-12-01,14:26:17,250,50cm,piled,43,32.22666666666667
2017-12-01,14:26:18,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:18,250,25cm,piled,43,28.783333333333335
2017-12-01,14:26:18,250,50cm,piled,43,32.00666666666667
2017-12-01,14:26:19,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:19,250,25cm,piled,43,28.673333333333336
2017-12-01,14:26:19,250,50cm,piled,43,31.78333333333333
2017-12-01,14:26:20,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:20,250,25cm,piled,43,28.673333333333336
2017-12-01,14:26:20,250,50cm,piled,43,31.78333333333333
2017-12-01,14:26:21,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:21,250,25cm,piled,43,28.45
2017-12-01,14:26:21,250,50cm,piled,43,31.78333333333333
2017-12-01,14:26:22,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:22,250,25cm,piled,43,28.33666666666667
2017-12-01,14:26:22,250,50cm,piled,43,31.78333333333333
2017-12-01,14:26:23,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:23,250,25cm,piled,43,28.450000000000003
2017-12-01,14:26:23,250,50cm,piled,43,31.78333333333333
2017-12-01,14:26:24,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:24,250,25cm,piled,43,28.34
2017-12-01,14:26:24,250,50cm,piled,43,31.896666666666665
2017-12-01,14:26:25,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:25,250,25cm,piled,43,28.226666666666667
2017-12-01,14:26:25,250,50cm,piled,43,31.896666666666665
2017-12-01,14:26:26,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:26,250,25cm,piled,43,28.336666666666666
2017-12-01,14:26:26,250,50cm,piled,43,31.783333333333335
2017-12-01,14:26:27,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:27,250,25cm,piled,43,28.113333333333333
2017-12-01,14:26:27,250,50cm,piled,43,31.783333333333335
2017-12-01,14:26:28,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:28,250,25cm,piled,43,28.003333333333334
2017-12-01,14:26:28,250,50cm,piled,43,31.673333333333332
2017-12-01,14:26:29,250,0cm,piled,43,27.326666666666668
2017-12-01,14:26:29,250,25cm,piled,43,28.003333333333334
2017-12-01,14:26:29,250,50cm,piled,43,31.563333333333333
2017-12-01,14:26:30,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:30,250,25cm,piled,43,28.003333333333334
2017-12-01,14:26:30,250,50cm,piled,43,31.336666666666666
2017-12-01,14:26:31,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:31,250,25cm,piled,43,27.776666666666667
2017-12-01,14:26:31,250,50cm,piled,43,31.226666666666667
2017-12-01,14:26:32,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:32,250,25cm,piled,43,27.55666666666667
2017-12-01,14:26:32,250,50cm,piled,43,30.89666666666667
2017-12-01,14:26:33,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:33,250,25cm,piled,43,27.666666666666668
2017-12-01,14:26:33,250,50cm,piled,43,30.78333333333333
2017-12-01,14:26:34,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:34,250,25cm,piled,43,27.67
2017-12-01,14:26:34,250,50cm,piled,43,30.673333333333332
2017-12-01,14:26:35,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:35,250,25cm,piled,43,27.89
2017-12-01,14:26:35,250,50cm,piled,43,30.673333333333332
2017-12-01,14:26:36,250,0cm,piled,43,27.33
2017-12-01,14:26:36,250,25cm,piled,43,29.006666666666668
2017-12-01,14:26:36,250,50cm,piled,43,30.563333333333333
2017-12-01,14:26:37,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:37,250,25cm,piled,43,30.666666666666668
2017-12-01,14:26:37,250,50cm,piled,43,30.45
2017-12-01,14:26:38,250,0cm,piled,43,27.33
2017-12-01,14:26:38,250,25cm,piled,43,31.66
2017-12-01,14:26:38,250,50cm,piled,43,30.563333333333333
2017-12-01,14:26:39,250,0cm,piled,43,27.216666666666665
2017-12-01,14:26:39,250,25cm,piled,43,34.18666666666667
2017-12-01,14:26:39,250,50cm,piled,43,30.453333333333333
2017-12-01,14:26:40,250,0cm,piled,43,27.10333333333333
2017-12-01,14:26:40,250,25cm,piled,43,33.96666666666667
2017-12-01,14:26:40,250,50cm,piled,43,30.34
2017-12-01,14:26:41,250,0cm,piled,43,27.10333333333333
2017-12-01,14:26:41,250,25cm,piled,43,39.096666666666664
2017-12-01,14:26:41,250,50cm,piled,43,30.226666666666667
2017-12-01,14:26:42,250,0cm,piled,43,27.10333333333333
