armadillo,bobcat,cow,ctime,deer,empty,file_name,fox,mtime,other,path,pig,raccoon,relpath,size,squirrel,turkey,type,unknown
0,0,0,10 Jun 2019 15:35:40,1,False,10-1-100EK113-04130108.JPG,0,13 Apr 2019 06:34:24,,/Users/julesnesmith/Desktop/maybe_critters/10-1-100EK113-04130108.JPG,0,0,10-1-100EK113-04130108.JPG,1408624,0,0,image,0
0,0,0,10 Jun 2019 15:56:04,1,False,101-1-100EK113-04060030.JPG,0,06 Apr 2019 21:31:38,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04060030.JPG,0,0,101-1-100EK113-04060030.JPG,4272347,0,0,image,0
0,0,0,10 Jun 2019 15:53:40,1,False,101-1-100EK113-04060034.JPG,0,06 Apr 2019 22:02:50,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04060034.JPG,0,0,101-1-100EK113-04060034.JPG,4244185,0,0,image,0
0,0,0,10 Jun 2019 15:35:43,1,False,101-1-100EK113-04070038.JPG,0,07 Apr 2019 00:10:34,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070038.JPG,0,0,101-1-100EK113-04070038.JPG,4263151,0,0,image,0
0,0,0,10 Jun 2019 15:51:25,1,False,101-1-100EK113-04070040.JPG,0,07 Apr 2019 00:11:18,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070040.JPG,0,0,101-1-100EK113-04070040.JPG,4252258,0,0,image,0
0,0,0,10 Jun 2019 15:52:23,1,False,101-1-100EK113-04070041.JPG,0,07 Apr 2019 00:11:26,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070041.JPG,0,0,101-1-100EK113-04070041.JPG,4214499,0,0,image,0
0,0,0,10 Jun 2019 15:51:16,1,False,101-1-100EK113-04070042.JPG,0,07 Apr 2019 00:12:00,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070042.JPG,0,0,101-1-100EK113-04070042.JPG,4254630,0,0,image,0
0,0,0,10 Jun 2019 15:50:01,1,False,101-1-100EK113-04070043.JPG,0,07 Apr 2019 00:12:32,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070043.JPG,0,0,101-1-100EK113-04070043.JPG,4258174,0,0,image,0
0,0,0,10 Jun 2019 15:47:58,1,False,101-1-100EK113-04070044.JPG,0,07 Apr 2019 00:12:34,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070044.JPG,0,0,101-1-100EK113-04070044.JPG,4230518,0,0,image,0
0,0,1,10 Jun 2019 15:44:50,0,False,101-1-100EK113-04070045.JPG,0,07 Apr 2019 01:22:28,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070045.JPG,0,0,101-1-100EK113-04070045.JPG,4329757,0,0,image,0
0,0,1,10 Jun 2019 15:48:05,0,False,101-1-100EK113-04070046.JPG,0,07 Apr 2019 01:22:30,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070046.JPG,0,0,101-1-100EK113-04070046.JPG,4002658,0,0,image,0
0,0,1,10 Jun 2019 15:44:35,0,False,101-1-100EK113-04070048.JPG,0,07 Apr 2019 01:22:32,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070048.JPG,0,0,101-1-100EK113-04070048.JPG,4347043,0,0,image,0
0,0,1,10 Jun 2019 15:44:43,0,False,101-1-100EK113-04070051.JPG,0,07 Apr 2019 01:22:58,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070051.JPG,0,0,101-1-100EK113-04070051.JPG,4227395,0,0,image,0
0,0,1,10 Jun 2019 15:48:08,0,False,101-1-100EK113-04070052.JPG,0,07 Apr 2019 01:23:00,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070052.JPG,0,0,101-1-100EK113-04070052.JPG,4208456,0,0,image,0
0,0,1,10 Jun 2019 15:49:53,0,False,101-1-100EK113-04070053.JPG,0,07 Apr 2019 01:23:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070053.JPG,0,0,101-1-100EK113-04070053.JPG,4238732,0,0,image,0
0,0,1,10 Jun 2019 15:51:23,0,False,101-1-100EK113-04070054.JPG,0,07 Apr 2019 01:23:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070054.JPG,0,0,101-1-100EK113-04070054.JPG,4225124,0,0,image,0
0,0,1,10 Jun 2019 15:52:23,0,False,101-1-100EK113-04070055.JPG,0,07 Apr 2019 01:23:14,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070055.JPG,0,0,101-1-100EK113-04070055.JPG,4158964,0,0,image,0
0,0,1,10 Jun 2019 15:51:15,0,False,101-1-100EK113-04070056.JPG,0,07 Apr 2019 01:23:16,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070056.JPG,0,0,101-1-100EK113-04070056.JPG,4223629,0,0,image,0
0,0,1,10 Jun 2019 15:50:04,0,False,101-1-100EK113-04070057.JPG,0,07 Apr 2019 01:23:18,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070057.JPG,0,0,101-1-100EK113-04070057.JPG,4223294,0,0,image,0
0,0,1,10 Jun 2019 15:39:21,0,False,101-1-100EK113-04070058.JPG,0,07 Apr 2019 01:23:20,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070058.JPG,0,0,101-1-100EK113-04070058.JPG,4171776,0,0,image,0
0,0,1,10 Jun 2019 15:40:26,0,False,101-1-100EK113-04070059.JPG,0,07 Apr 2019 01:23:20,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070059.JPG,0,0,101-1-100EK113-04070059.JPG,4225099,0,0,image,0
0,0,1,10 Jun 2019 15:44:31,0,False,101-1-100EK113-04070060.JPG,0,07 Apr 2019 01:23:22,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070060.JPG,0,0,101-1-100EK113-04070060.JPG,4161337,0,0,image,0
0,0,1,10 Jun 2019 15:43:04,0,False,101-1-100EK113-04070063.JPG,0,07 Apr 2019 01:32:12,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070063.JPG,0,0,101-1-100EK113-04070063.JPG,4183608,0,0,image,0
0,0,1,10 Jun 2019 15:39:19,0,False,101-1-100EK113-04070064.JPG,0,07 Apr 2019 01:32:12,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070064.JPG,0,0,101-1-100EK113-04070064.JPG,4189475,0,0,image,0
0,0,1,10 Jun 2019 15:41:40,0,False,101-1-100EK113-04070066.JPG,0,07 Apr 2019 01:32:18,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070066.JPG,0,0,101-1-100EK113-04070066.JPG,4236191,0,0,image,0
0,0,1,10 Jun 2019 15:40:33,0,False,101-1-100EK113-04070067.JPG,0,07 Apr 2019 01:32:20,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070067.JPG,0,0,101-1-100EK113-04070067.JPG,4229414,0,0,image,0
0,0,1,10 Jun 2019 15:51:20,0,False,101-1-100EK113-04070068.JPG,0,07 Apr 2019 01:32:28,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070068.JPG,0,0,101-1-100EK113-04070068.JPG,4212400,0,0,image,0
0,0,1,10 Jun 2019 15:52:25,0,False,101-1-100EK113-04070069.JPG,0,07 Apr 2019 01:32:38,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070069.JPG,0,0,101-1-100EK113-04070069.JPG,4254130,0,0,image,0
0,0,1,10 Jun 2019 15:39:18,0,False,101-1-100EK113-04070070.JPG,0,07 Apr 2019 01:32:38,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070070.JPG,0,0,101-1-100EK113-04070070.JPG,4278220,0,0,image,0
0,0,1,10 Jun 2019 15:40:32,0,False,101-1-100EK113-04070071.JPG,0,07 Apr 2019 01:32:40,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070071.JPG,0,0,101-1-100EK113-04070071.JPG,4278073,0,0,image,0
0,0,1,10 Jun 2019 15:41:39,0,False,101-1-100EK113-04070072.JPG,0,07 Apr 2019 01:32:42,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070072.JPG,0,0,101-1-100EK113-04070072.JPG,4316317,0,0,image,0
0,0,1,10 Jun 2019 15:40:34,0,False,101-1-100EK113-04070073.JPG,0,07 Apr 2019 01:32:44,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070073.JPG,0,0,101-1-100EK113-04070073.JPG,4135536,0,0,image,0
0,0,1,10 Jun 2019 15:44:32,0,False,101-1-100EK113-04070074.JPG,0,07 Apr 2019 01:32:46,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070074.JPG,0,0,101-1-100EK113-04070074.JPG,4137723,0,0,image,0
0,0,1,10 Jun 2019 15:43:14,0,False,101-1-100EK113-04070075.JPG,0,07 Apr 2019 01:32:48,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070075.JPG,0,0,101-1-100EK113-04070075.JPG,4176512,0,0,image,0
0,0,1,10 Jun 2019 15:41:46,0,False,101-1-100EK113-04070076.JPG,0,07 Apr 2019 01:32:50,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070076.JPG,0,0,101-1-100EK113-04070076.JPG,4207410,0,0,image,0
0,0,1,10 Jun 2019 15:43:04,0,False,101-1-100EK113-04070077.JPG,0,07 Apr 2019 01:32:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070077.JPG,0,0,101-1-100EK113-04070077.JPG,4223323,0,0,image,0
0,0,1,10 Jun 2019 15:47:50,0,False,101-1-100EK113-04070078.JPG,0,07 Apr 2019 01:32:54,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070078.JPG,0,0,101-1-100EK113-04070078.JPG,4225075,0,0,image,0
0,0,1,10 Jun 2019 15:45:18,0,False,101-1-100EK113-04070079.JPG,0,07 Apr 2019 01:32:56,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070079.JPG,0,0,101-1-100EK113-04070079.JPG,4222742,0,0,image,0
0,0,1,10 Jun 2019 15:51:11,0,False,101-1-100EK113-04070081.JPG,0,07 Apr 2019 01:51:34,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070081.JPG,0,0,101-1-100EK113-04070081.JPG,4277932,0,0,image,0
0,0,1,10 Jun 2019 15:52:19,0,False,101-1-100EK113-04070082.JPG,0,07 Apr 2019 01:51:36,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070082.JPG,0,0,101-1-100EK113-04070082.JPG,4250757,0,0,image,0
0,0,1,10 Jun 2019 15:51:28,0,False,101-1-100EK113-04070083.JPG,0,07 Apr 2019 01:51:38,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070083.JPG,0,0,101-1-100EK113-04070083.JPG,4249139,0,0,image,0
0,0,1,10 Jun 2019 15:49:47,0,False,101-1-100EK113-04070084.JPG,0,07 Apr 2019 01:51:38,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070084.JPG,0,0,101-1-100EK113-04070084.JPG,4245421,0,0,image,0
0,0,1,10 Jun 2019 15:48:23,0,False,101-1-100EK113-04070085.JPG,0,07 Apr 2019 01:51:40,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070085.JPG,0,0,101-1-100EK113-04070085.JPG,4250976,0,0,image,0
0,0,1,10 Jun 2019 15:45:23,0,False,101-1-100EK113-04070086.JPG,0,07 Apr 2019 01:51:48,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070086.JPG,0,0,101-1-100EK113-04070086.JPG,4261599,0,0,image,0
0,0,1,10 Jun 2019 15:43:01,0,False,101-1-100EK113-04070088.JPG,0,07 Apr 2019 02:47:42,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070088.JPG,0,0,101-1-100EK113-04070088.JPG,4237540,0,0,image,0
0,0,1,10 Jun 2019 15:41:49,0,False,101-1-100EK113-04070089.JPG,0,07 Apr 2019 02:47:44,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070089.JPG,0,0,101-1-100EK113-04070089.JPG,4153581,0,0,image,0
0,0,1,10 Jun 2019 15:49:45,0,False,101-1-100EK113-04070090.JPG,0,07 Apr 2019 02:47:46,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070090.JPG,0,0,101-1-100EK113-04070090.JPG,4158998,0,0,image,0
0,0,1,10 Jun 2019 15:48:23,0,False,101-1-100EK113-04070091.JPG,0,07 Apr 2019 02:47:48,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070091.JPG,0,0,101-1-100EK113-04070091.JPG,4135978,0,0,image,0
0,0,1,10 Jun 2019 15:45:21,0,False,101-1-100EK113-04070092.JPG,0,07 Apr 2019 02:47:50,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070092.JPG,0,0,101-1-100EK113-04070092.JPG,4331870,0,0,image,0
0,0,1,10 Jun 2019 15:47:50,0,False,101-1-100EK113-04070093.JPG,0,07 Apr 2019 02:47:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070093.JPG,0,0,101-1-100EK113-04070093.JPG,4286383,0,0,image,0
0,0,1,10 Jun 2019 15:50:11,0,False,101-1-100EK113-04070094.JPG,0,07 Apr 2019 02:47:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070094.JPG,0,0,101-1-100EK113-04070094.JPG,4128493,0,0,image,0
0,0,0,10 Jun 2019 15:51:26,1,False,101-1-100EK113-04070097.JPG,0,07 Apr 2019 06:43:32,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070097.JPG,0,0,101-1-100EK113-04070097.JPG,4231311,0,0,image,0
0,0,0,10 Jun 2019 15:40:43,1,False,101-1-100EK113-04070098.JPG,0,07 Apr 2019 06:43:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070098.JPG,0,0,101-1-100EK113-04070098.JPG,4219793,0,0,image,0
0,0,0,10 Jun 2019 15:43:54,2,False,101-1-100EK113-04070100.JPG,0,07 Apr 2019 06:44:36,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070100.JPG,0,0,101-1-100EK113-04070100.JPG,4209428,0,0,image,0
0,0,0,10 Jun 2019 15:43:35,2,False,101-1-100EK113-04070101.JPG,0,07 Apr 2019 06:45:28,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070101.JPG,0,0,101-1-100EK113-04070101.JPG,4210879,0,0,image,0
0,0,0,10 Jun 2019 15:42:25,1,False,101-1-100EK113-04070102.JPG,0,07 Apr 2019 20:35:36,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04070102.JPG,0,0,101-1-100EK113-04070102.JPG,4371120,0,0,image,0
0,0,1,10 Jun 2019 15:50:01,0,False,101-1-100EK113-04120106.JPG,0,12 Apr 2019 01:23:02,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120106.JPG,0,0,101-1-100EK113-04120106.JPG,4368994,0,0,image,0
0,0,1,10 Jun 2019 15:51:16,0,False,101-1-100EK113-04120107.JPG,0,12 Apr 2019 01:23:04,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120107.JPG,0,0,101-1-100EK113-04120107.JPG,4300998,0,0,image,0
0,0,1,10 Jun 2019 15:40:28,0,False,101-1-100EK113-04120108.JPG,0,12 Apr 2019 01:23:06,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120108.JPG,0,0,101-1-100EK113-04120108.JPG,4321030,0,0,image,0
0,0,1,10 Jun 2019 15:39:20,0,False,101-1-100EK113-04120109.JPG,0,12 Apr 2019 01:23:06,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120109.JPG,0,0,101-1-100EK113-04120109.JPG,4326494,0,0,image,0
0,0,1,10 Jun 2019 15:52:24,0,False,101-1-100EK113-04120110.JPG,0,12 Apr 2019 01:23:08,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120110.JPG,0,0,101-1-100EK113-04120110.JPG,4323941,0,0,image,0
0,0,0,10 Jun 2019 15:51:22,0,True,101-1-100EK113-04120111.JPG,0,12 Apr 2019 01:23:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120111.JPG,0,0,101-1-100EK113-04120111.JPG,4332266,0,0,image,0
0,0,0,10 Jun 2019 15:50:03,0,True,101-1-100EK113-04120112.JPG,0,12 Apr 2019 01:43:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120112.JPG,0,0,101-1-100EK113-04120112.JPG,4171241,0,0,image,0
0,0,1,10 Jun 2019 15:51:16,0,False,101-1-100EK113-04120113.JPG,0,12 Apr 2019 01:44:04,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120113.JPG,0,0,101-1-100EK113-04120113.JPG,4377114,0,0,image,0
0,0,1,10 Jun 2019 15:44:40,0,False,101-1-100EK113-04120114.JPG,0,12 Apr 2019 01:44:08,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120114.JPG,0,0,101-1-100EK113-04120114.JPG,4264936,0,0,image,0
0,0,1,10 Jun 2019 15:48:03,0,False,101-1-100EK113-04120115.JPG,0,12 Apr 2019 01:44:08,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120115.JPG,0,0,101-1-100EK113-04120115.JPG,4250408,0,0,image,0
0,0,1,10 Jun 2019 15:49:53,0,False,101-1-100EK113-04120116.JPG,0,12 Apr 2019 01:44:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120116.JPG,0,0,101-1-100EK113-04120116.JPG,4203276,0,0,image,0
0,0,1,10 Jun 2019 15:48:06,0,False,101-1-100EK113-04120117.JPG,0,12 Apr 2019 01:44:12,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120117.JPG,0,0,101-1-100EK113-04120117.JPG,4140848,0,0,image,0
0,0,1,10 Jun 2019 15:43:13,0,False,101-1-100EK113-04120118.JPG,0,12 Apr 2019 01:44:14,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120118.JPG,0,0,101-1-100EK113-04120118.JPG,4220689,0,0,image,0
0,0,0,10 Jun 2019 15:44:35,0,True,101-1-100EK113-04120119.JPG,0,12 Apr 2019 01:44:14,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120119.JPG,0,0,101-1-100EK113-04120119.JPG,4322613,0,0,image,0
0,0,0,10 Jun 2019 15:40:29,0,True,101-1-100EK113-04120120.JPG,0,12 Apr 2019 01:44:16,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120120.JPG,0,0,101-1-100EK113-04120120.JPG,4323024,0,0,image,0
0,0,0,10 Jun 2019 15:44:32,0,False,101-1-100EK113-04120125.JPG,0,12 Apr 2019 22:05:34,caterpillar,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120125.JPG,0,0,101-1-100EK113-04120125.JPG,4340875,0,0,image,0
0,0,0,10 Jun 2019 15:43:05,0,True,101-1-100EK113-04120126.JPG,0,12 Apr 2019 22:05:54,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120126.JPG,0,0,101-1-100EK113-04120126.JPG,4335585,0,0,image,0
0,0,0,10 Jun 2019 15:41:44,0,True,101-1-100EK113-04120127.JPG,0,12 Apr 2019 22:23:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120127.JPG,0,0,101-1-100EK113-04120127.JPG,4341161,0,0,image,0
0,0,0,10 Jun 2019 15:45:14,0,False,101-1-100EK113-04120128.JPG,0,12 Apr 2019 22:23:34,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04120128.JPG,0,0,101-1-100EK113-04120128.JPG,4357748,0,0,image,1
0,0,0,10 Jun 2019 15:36:15,0,True,101-1-100EK113-04150129.JPG,0,15 Apr 2019 07:37:18,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150129.JPG,0,0,101-1-100EK113-04150129.JPG,4143279,0,0,image,0
0,0,0,10 Jun 2019 15:55:53,1,False,101-1-100EK113-04150130.JPG,0,15 Apr 2019 07:37:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150130.JPG,0,0,101-1-100EK113-04150130.JPG,4165984,0,0,image,0
0,0,0,10 Jun 2019 15:54:58,2,False,101-1-100EK113-04150131.JPG,0,15 Apr 2019 07:38:12,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150131.JPG,0,0,101-1-100EK113-04150131.JPG,4148566,0,0,image,0
0,0,0,10 Jun 2019 15:56:52,2,False,101-1-100EK113-04150132.JPG,0,15 Apr 2019 07:38:14,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150132.JPG,0,0,101-1-100EK113-04150132.JPG,4158688,0,0,image,0
0,0,0,10 Jun 2019 15:57:54,2,False,101-1-100EK113-04150133.JPG,0,15 Apr 2019 07:38:16,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150133.JPG,0,0,101-1-100EK113-04150133.JPG,4171031,0,0,image,0
0,0,0,10 Jun 2019 15:53:44,1,False,101-1-100EK113-04150134.JPG,0,15 Apr 2019 07:38:36,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150134.JPG,0,0,101-1-100EK113-04150134.JPG,4139606,0,0,image,0
0,0,0,10 Jun 2019 15:53:16,1,False,101-1-100EK113-04150136.JPG,0,15 Apr 2019 07:39:20,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150136.JPG,0,0,101-1-100EK113-04150136.JPG,4172810,0,0,image,0
0,0,0,10 Jun 2019 15:52:40,1,False,101-1-100EK113-04150137.JPG,0,15 Apr 2019 07:39:24,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150137.JPG,0,0,101-1-100EK113-04150137.JPG,4175448,0,0,image,0
0,0,0,10 Jun 2019 15:37:17,1,False,101-1-100EK113-04150138.JPG,0,15 Apr 2019 07:39:24,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150138.JPG,0,0,101-1-100EK113-04150138.JPG,4159260,0,0,image,0
0,0,0,10 Jun 2019 15:37:55,1,False,101-1-100EK113-04150139.JPG,0,15 Apr 2019 07:39:26,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150139.JPG,0,0,101-1-100EK113-04150139.JPG,4166116,0,0,image,0
0,0,0,10 Jun 2019 15:45:45,1,False,101-1-100EK113-04150140.JPG,0,15 Apr 2019 07:39:34,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150140.JPG,0,0,101-1-100EK113-04150140.JPG,4188987,0,0,image,0
0,0,0,10 Jun 2019 15:47:15,1,False,101-1-100EK113-04150141.JPG,0,15 Apr 2019 07:39:52,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150141.JPG,0,0,101-1-100EK113-04150141.JPG,4226865,0,0,image,0
0,0,0,10 Jun 2019 15:49:35,1,False,101-1-100EK113-04150142.JPG,0,15 Apr 2019 07:44:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150142.JPG,0,0,101-1-100EK113-04150142.JPG,4161900,0,0,image,0
0,0,0,10 Jun 2019 15:51:35,1,False,101-1-100EK113-04150145.JPG,0,15 Apr 2019 07:46:02,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150145.JPG,0,0,101-1-100EK113-04150145.JPG,4210300,0,0,image,0
0,0,0,10 Jun 2019 15:50:24,1,False,101-1-100EK113-04150146.JPG,0,15 Apr 2019 07:46:10,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150146.JPG,0,0,101-1-100EK113-04150146.JPG,4211805,0,0,image,0
0,0,0,10 Jun 2019 15:51:02,1,False,101-1-100EK113-04150147.JPG,0,15 Apr 2019 07:46:20,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04150147.JPG,0,0,101-1-100EK113-04150147.JPG,4226280,0,0,image,0
0,0,0,10 Jun 2019 15:36:48,0,True,101-1-100EK113-04160148.JPG,0,16 Apr 2019 00:37:58,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04160148.JPG,0,0,101-1-100EK113-04160148.JPG,4345006,0,0,image,0
0,0,0,10 Jun 2019 15:36:17,0,True,101-1-100EK113-04160149.JPG,0,16 Apr 2019 00:38:12,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04160149.JPG,0,0,101-1-100EK113-04160149.JPG,4332897,0,0,image,0
0,0,0,10 Jun 2019 15:55:48,1,False,101-1-100EK113-04160150.JPG,0,16 Apr 2019 00:38:26,,/Users/julesnesmith/Desktop/maybe_critters/101-1-100EK113-04160150.JPG,0,0,101-1-100EK113-04160150.JPG,4323879,0,0,image,0
